time/total_timesteps,eval/mean_reward,eval/mean_ep_length,rollout/ep_len_mean,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,train/value_loss,train/loss,train/explained_variance,train/n_updates,train/std,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/entropy_loss,train/learning_rate,train/clip_fraction
8080,-5.0,1.0,,,,,,8011.073357009887,12890.900390625,0.02877640724182129,2010,0.7604777216911316,0.2,0.043494344,0.010279291467741137,-3.379349875450134,0.0003,0.18250000439584255
8080,,,1.93,202,12955,37.48015157,0,,,,,,,,,,,
8120,-8.954330205917358,3.0,,,,,,2702.82893447876,519.4547119140625,0.00021123886108398438,2020,0.757384181022644,0.2,0.016627839,-0.018438703549327327,-3.3774103939533235,0.0003,0.237500006146729
8120,,,1.85,203,12986,33.05940116,0,,,,,,,,,,,
8160,-5.0,1.0,,,,,,5148.725917816162,7810.04248046875,0.031585693359375,2030,0.7559914588928223,0.2,0.020270055,-0.017031514096306634,-3.365365168452263,0.0003,0.22000000514090062
8160,,,1.87,204,13107,36.727546509999996,0,,,,,,,,,,,
8200,-5.0,1.0,,,,,,6343.179162597657,8987.9599609375,0.023585975170135498,2040,0.7549353837966919,0.2,0.0082926005,-0.014647357028879926,-3.36057952940464,0.0003,0.16000000331550837
8200,,,1.9,205,13146,34.47590624,0,,,,,,,,,,,
8240,24.179454803466797,3.0,,,,,,7803.6105688095095,9574.5478515625,0.009553730487823486,2050,0.7532655596733093,0.2,0.016435243,-0.0012395446153095735,-3.354773333668709,0.0003,0.23000000435858964
8240,,,1.88,206,13208,27.74757682,0,,,,,,,,,,,
8280,-5.0,1.0,,,,,,1241.1083332061767,372.2071838378906,-0.01933765411376953,2060,0.7520586848258972,0.2,0.0155980885,-0.008361748180977879,-3.3496750622987745,0.0003,0.10250000189989805
8280,,,1.95,207,13241,33.37655187,0,,,,,,,,,,,
8320,-5.0,1.0,,,,,,13092.189453125,1530.9232177734375,0.009891092777252197,2070,0.751469075679779,0.2,0.012095498,-0.012448484328906485,-3.3466881304979323,0.0003,0.07500000149011612
8320,,,1.93,208,13272,31.417251260000004,0,,,,,,,,,,,
8360,314.6564483642578,5.0,,,,,,3032.713098144531,572.8150634765625,0.0481410026550293,2080,0.749211311340332,0.2,0.050179612,-0.03173455593016115,-3.3397808402776716,0.0003,0.36750000808387995
8360,,,1.86,209,13302,32.36573951,0,,,,,,,,,,,
8400,-5.0,1.0,,,,,,13082.448387908935,1445.97216796875,0.0193936824798584,2090,0.7487351894378662,0.2,0.012300052,-0.00490874586605059,-3.3329458594322205,0.0003,0.18250000420957804
8400,,,1.73,210,13374,23.88569634,0,,,,,,,,,,,
8440,78.40568923950195,5.0,,,,,,1243.3332893371582,419.2125549316406,-0.07090365886688232,2100,0.749323308467865,0.2,0.03350561,-0.012647743464367523,-3.3337780237197876,0.0003,0.3100000062957406
8440,,,1.8,211,13403,33.94781199,0,,,,,,,,,,,
8480,30.568790912628174,3.0,,,,,,11699.902545928955,4415.16943359375,-0.009758353233337402,2110,0.7489084005355835,0.2,0.003138532,0.0031600630116372487,-3.3360915184020996,0.0003,0.11500000189989805
8480,,,1.92,212,13431,38.23211814,0,,,,,,,,,,,
8520,261.7072982788086,4.0,,,,,,7685.811632537841,6067.02880859375,-0.0043305158615112305,2120,0.7479235529899597,0.2,0.011875762,-0.01259135771426374,-3.3318468183279037,0.0003,0.1900000037625432
8520,,,1.85,213,13509,34.52042147,0,,,,,,,,,,,
8560,-5.0,1.0,,,,,,2126.4586990356447,1173.4766845703125,0.0259476900100708,2130,0.7467429041862488,0.2,0.017529171,-0.009967807987050038,-3.326249268651009,0.0003,0.40750000812113285
8560,,,1.85,214,13541,33.28520949,0,,,,,,,,,,,
8600,49.88804626464844,2.0,,,,,,4322.089935302734,600.869140625,0.039299190044403076,2140,0.748665988445282,0.2,0.02588173,-0.047326595844933775,-3.3262485176324845,0.0003,0.3475000074133277
8600,,,1.63,215,13586,20.820123320000004,0,,,,,,,,,,,
8640,-5.0,1.0,,,,,,1018.2009239196777,829.3456420898438,-0.10329890251159668,2150,0.7502223253250122,0.2,0.12726936,-0.040160462874046066,-3.3337639689445497,0.0003,0.5100000103935599
8640,,,1.54,216,13674,16.739977980000003,0,,,,,,,,,,,
8680,-5.0,1.0,,,,,,2888.425712966919,6228.490234375,0.08331531286239624,2160,0.7498525381088257,0.2,0.026774835,-0.02846093918080441,-3.334665444493294,0.0003,0.41250000838190315
8680,,,1.47,217,13711,13.08598992,0,,,,,,,,,,,
8720,-5.0,1.0,,,,,,663.9868360519409,380.7428283691406,-0.06166994571685791,2170,0.7492703199386597,0.2,0.011537539,-0.0034763491894409526,-3.3345895171165467,0.0003,0.2925000064074993
8720,,,1.51,218,13750,13.192092890000001,0,,,,,,,,,,,
8760,12.14130973815918,2.0,,,,,,1149.822538948059,139.44735717773438,0.007734477519989014,2180,0.7443265914916992,0.2,0.031838506,-0.014110995796181669,-3.3181628733873367,0.0003,0.2925000060349703
8760,,,1.53,219,13820,10.90192447,0,,,,,,,,,,,
8800,168.2460422515869,5.0,,,,,,867.6184028625488,1684.502197265625,-0.04989743232727051,2190,0.7446730136871338,0.2,0.045503125,-0.015102980596711868,-3.3033269882202148,0.0003,0.2900000065565109
8800,,,1.57,220,13853,14.385433489999999,0,,,,,,,,,,,
8840,199.40813827514648,5.0,,,,,,4762.079250717163,6713.0224609375,0.036561548709869385,2200,0.73919677734375,0.2,0.024165623,-0.024939231599855706,-3.293858700990677,0.0003,0.315000007674098
8840,,,1.7,221,13909,21.17395433,0,,,,,,,,,,,
8880,4.265028953552246,2.0,,,,,,10308.195965003968,2555.864013671875,0.02501577138900757,2210,0.7390249967575073,0.2,0.016957631,-0.029694205576815857,-3.2787256211042406,0.0003,0.21000000424683093
8880,,,1.84,222,14005,31.4126137,0,,,,,,,,,,,
8920,13.554800033569336,2.0,,,,,,19156.171165084837,8845.3134765625,0.029150009155273438,2220,0.7394394874572754,0.2,0.017804112,-0.012004156029070146,-3.2796657025814056,0.0003,0.18750000409781933
8920,,,1.9,223,14036,37.06202905,0,,,,,,,,,,,
8960,-5.0,1.0,,,,,,6097.812810516358,3118.065185546875,0.04324507713317871,2230,0.7393382787704468,0.2,0.01423759,-0.026370705187928233,-3.280257359147072,0.0003,0.19000000339001416
8960,,,1.95,224,14077,39.685056880000005,0,,,,,,,,,,,
9000,25.178689002990723,3.0,,,,,,3036.8868675231934,5210.876953125,0.03530818223953247,2240,0.7391872406005859,0.2,0.62368935,0.09983243650640361,-3.28074155151844,0.0003,0.5075000053271651
9000,,,2.09,225,14168,45.152402980000005,0,,,,,,,,,,,
9040,79.51551723480225,5.0,,,,,,7874.8784454345705,3463.603759765625,0.014939308166503906,2250,0.7398799657821655,0.2,0.022479687,-0.02330246079403877,-3.2814692586660383,0.0003,0.26250000558793546
9040,,,2.14,226,14202,41.065781169999994,0,,,,,,,,,,,
9080,87.66378211975098,4.0,,,,,,2413.921491241455,760.6605224609375,-0.07139754295349121,2260,0.7399215698242188,0.2,0.014048915,-0.013570553026111121,-3.282448801398277,0.0003,0.22000000439584255
9080,,,2.21,227,14276,35.415203999999996,0,,,,,,,,,,,
9120,-5.0,1.0,,,,,,4758.077432250977,745.8756713867188,0.00423276424407959,2270,0.7400656938552856,0.2,0.022178315,-0.05407360232551582,-3.281866583228111,0.0003,0.2725000061094761
9120,,,2.32,228,14300,38.199917459999995,0,,,,,,,,,,,
9160,-7.633130073547363,2.0,,,,,,3731.820994567871,695.1943359375,-0.0015183687210083008,2280,0.7410532236099243,0.2,0.015977379,-0.021379768810511447,-3.284936437010765,0.0003,0.16500000320374966
9160,,,2.42,229,14330,46.60907902000001,0,,,,,,,,,,,
9200,1.7850971221923828,2.0,,,,,,14914.730271911621,11808.18359375,0.02290642261505127,2290,0.7401394844055176,0.2,0.025332406,0.0027467329474165857,-3.2833458095788957,0.0003,0.24500000532716512
9200,,,2.49,230,14356,47.68932863,0,,,,,,,,,,,
9240,84.60875695943832,5.0,,,,,,5462.5195983886715,934.4104614257812,0.06319457292556763,2300,0.7395696640014648,0.2,0.0047923177,-0.007357623473508284,-3.2809673607349397,0.0003,0.07500000130385161
9240,,,2.61,231,14379,49.816940009999996,0,,,,,,,,,,,
9280,-5.0,1.0,,,,,,2170.511178588867,1095.845458984375,-0.05404222011566162,2310,0.7392562627792358,0.2,0.021588672,-0.036928571116586685,-3.277502080798149,0.0003,0.275000006146729
9280,,,2.59,232,14404,48.97562636000001,0,,,,,,,,,,,
9320,161.8868169784546,5.0,,,,,,7760.680361175537,1368.317626953125,0.009316980838775635,2320,0.7387820482254028,0.2,0.04457082,-0.03502306610243977,-3.2750312715768812,0.0003,0.3375000063329935
9320,,,2.59,233,14428,50.58695839,0,,,,,,,,,,,
9360,175.8425374031067,5.0,,,,,,4978.132392883301,3579.4453125,0.045858144760131836,2330,0.7399612665176392,0.2,0.014077125,-0.0045800064632567136,-3.2769153892993925,0.0003,0.15000000279396772
9360,,,2.61,234,14490,56.62707776,0,,,,,,,,,,,
9400,100.61854964494705,5.0,,,,,,9343.329620361328,11615.771484375,0.023306310176849365,2340,0.7394657135009766,0.2,0.018454464,-0.02168538013647776,-3.278149130940437,0.0003,0.17000000346452
9400,,,2.62,235,14526,58.68786962,0,,,,,,,,,,,
9440,222.58004093170166,5.0,,,,,,14069.330993652344,206.01380920410156,0.03462141752243042,2350,0.7387150526046753,0.2,0.024255507,-0.006622422164650743,-3.274189069867134,0.0003,0.2125000048428774
9440,,,2.56,236,14606,57.56470098,0,,,,,,,,,,,
9480,166.8847951889038,5.0,,,,,,8183.384231567383,2510.685791015625,0.07240712642669678,2360,0.7389466762542725,0.2,0.021181947,-0.01879989020402718,-3.274407607316971,0.0003,0.40500001087784765
9480,,,2.69,237,14624,65.66642599,0,,,,,,,,,,,
9520,80.38142919540405,5.0,,,,,,11376.29762878418,3075.63330078125,0.018748581409454346,2370,0.7382861375808716,0.2,0.015036938,-0.018022585466023887,-3.273252326250076,0.0003,0.14750000238418579
9520,,,2.61,238,14644,71.64573265000001,0,,,,,,,,,,,
9560,259.82501792907715,5.0,,,,,,14254.713793945313,20853.0,0.07067620754241943,2380,0.7379581928253174,0.2,0.03669753,-0.009884767724724953,-3.268857365846634,0.0003,0.26500000562518833
9560,,,2.75,239,14668,79.39427936000001,0,,,,,,,,,,,
9600,162.53155899047852,5.0,,,,,,12467.023815917968,6435.54541015625,0.045566558837890625,2390,0.7380689382553101,0.2,0.02526822,-0.036685560478726974,-3.2700941145420073,0.0003,0.2950000070035458
9600,,,2.72,240,14695,86.61519295999999,0,,,,,,,,,,,
9640,161.8026466369629,5.0,,,,,,14815.62313232422,6415.35009765625,-0.013586163520812988,2400,0.7382615804672241,0.2,0.01688728,-0.02769542480302334,-3.2699526846408844,0.0003,0.12750000245869159
9640,,,2.84,241,14721,91.15815066999998,0,,,,,,,,,,,
9680,278.8908882141113,5.0,,,,,,7857.567964172364,5791.77197265625,-0.032319068908691406,2410,0.7385250926017761,0.2,0.010695104,-0.019150549010155372,-3.2703085452318192,0.0003,0.26000000536441803
9680,,,2.72,242,14747,85.48945311000001,0,,,,,,,,,,,
9720,481.021484375,5.0,,,,,,10302.287651062012,3055.8232421875,-0.01620197296142578,2420,0.737892746925354,0.2,0.051310167,-0.030613639464427255,-3.2684370428323746,0.0003,0.30500000771135094
9720,,,2.85,243,14773,102.74292211999999,0,,,,,,,,,,,
9760,296.7386817932129,5.0,,,,,,24646.40126953125,7029.22705078125,0.0076784491539001465,2430,0.7369028925895691,0.2,0.015488513,-0.02313385684682089,-3.2645879834890366,0.0003,0.19000000413507223
9760,,,2.7,244,14807,98.82379309,0,,,,,,,,,,,
9800,362.8715362548828,5.0,,,,,,12618.1505027771,6311.51171875,-0.018152475357055664,2440,0.7355243563652039,0.2,0.0054283803,-0.004776044315658512,-3.25848970413208,0.0003,0.04500000067055225
9800,,,2.83,245,14828,107.34650524,0,,,,,,,,,,,
9840,238.95760536193848,5.0,,,,,,12498.198486328125,5853.25634765625,0.008523404598236084,2450,0.7363204956054688,0.2,0.030615201,-0.02278604420898773,-3.256357270479202,0.0003,0.3275000089779496
9840,,,2.76,246,14983,110.70493194000001,0,,,,,,,,,,,
9880,228.18401336669922,5.0,,,,,,13108.767086791991,3790.766357421875,0.014650166034698486,2460,0.7367621660232544,0.2,0.019562261,-0.019027570240104996,-3.2584576576948168,0.0003,0.16250000279396773
9880,,,2.72,247,15013,107.78798613000001,0,,,,,,,,,,,
9920,-5.0,1.0,,,,,,11191.240328979493,4562.5244140625,-0.012992382049560547,2470,0.7380359172821045,0.2,0.016167294,-0.01844670193939235,-3.2622514754533767,0.0003,0.23000000473111867
9920,,,2.78,248,15032,111.83497795000001,0,,,,,,,,,,,
9960,-5.0,1.0,,,,,,6372.505965423584,4314.3984375,0.030683398246765137,2480,0.7383102178573608,0.2,0.021976704,-0.022040852522750353,-3.264760172367096,0.0003,0.1600000025704503
9960,,,2.73,249,15097,111.92903316,0,,,,,,,,,,,
10000,-5.0,1.0,,,,,,21066.253497314454,11300.04296875,-0.04304063320159912,2490,0.7373391389846802,0.2,0.021666404,-0.03692021938317339,-3.2627469152212143,0.0003,0.2975000077858567
10000,,,2.79,250,15121,113.81325711000001,0,,,,,,,,,,,
10040,478.1319007873535,5.0,,,,,,19993.481970214845,6931.4423828125,0.017838120460510254,2500,0.736644446849823,0.2,0.008770873,-0.005719056098714636,-3.2587605357170104,0.0003,0.057500000856816766
10040,,,2.89,251,15157,118.78383372999998,0,,,,,,,,,,,
10080,205.82145309448242,5.0,,,,,,15567.12289123535,9848.435546875,-0.039742469787597656,2510,0.7362246513366699,0.2,0.023063164,-0.02072025762201519,-3.2563005298376084,0.0003,0.17250000294297935
10080,,,2.97,252,15182,125.76486751,0,,,,,,,,,,,
10120,183.09015655517578,5.0,,,,,,11505.006059265137,6890.67724609375,-0.05725395679473877,2520,0.735494077205658,0.2,0.022573339,0.010694737711892222,-3.254288339614868,0.0003,0.20500000417232514
10120,,,2.97,253,15203,126.81005405,0,,,,,,,,,,,
10160,229.83743572235107,5.0,,,,,,10990.150927734376,2695.67431640625,-0.05274820327758789,2530,0.7354879379272461,0.2,0.010859147,-0.012088806880747144,-3.2527784764766694,0.0003,0.052500000782310964
10160,,,2.99,254,15228,121.11076795000001,0,,,,,,,,,,,
10200,186.6957197189331,5.0,,,,,,9819.612438964843,6192.0048828125,-0.04847860336303711,2540,0.7355952262878418,0.2,0.009912592,0.0017676095251226709,-3.251770091056824,0.0003,0.26250000633299353
10200,,,3.18,255,15249,135.04208943999998,0,,,,,,,,,,,
10240,367.5997619628906,5.0,,,,,,13536.342645263672,5120.21533203125,-0.019765734672546387,2550,0.7355515360832214,0.2,0.032530144,-0.04262247157279488,-3.251793172955513,0.0003,0.32500000689178704
10240,,,3.09,256,15281,125.61955674000001,0,,,,,,,,,,,
10280,364.7286911010742,5.0,,,,,,8943.721209716798,2946.8076171875,0.05640876293182373,2560,0.735308825969696,0.2,0.010183493,-0.015442515169088433,-3.2508091896772386,0.0003,0.06000000089406967
10280,,,3.14,257,15306,125.14915979999999,0,,,,,,,,,,,
10320,107.00948810577393,5.0,,,,,,13733.868623352051,4090.296630859375,-0.03653895854949951,2570,0.7342705130577087,0.2,0.017687257,-0.0218673626659438,-3.248448532819748,0.0003,0.23250000569969415
10320,,,3.2,258,15331,127.48650897000002,0,,,,,,,,,,,
10360,411.7168502807617,4.0,,,,,,10926.39370727539,9839.2236328125,-0.015627622604370117,2580,0.7334637641906738,0.2,0.02539761,-0.0204405985865742,-3.243181401491165,0.0003,0.3350000085309148
10360,,,3.22,259,15356,126.45597079,0,,,,,,,,,,,
10400,211.77783680707216,5.0,,,,,,16228.608227539062,5434.85009765625,-0.05331277847290039,2590,0.7334556579589844,0.2,0.023450034,-0.03910119765801937,-3.242653077840805,0.0003,0.4225000087171793
10400,,,3.19,260,15382,125.51426038999998,0,,,,,,,,,,,
10440,66.87105751037598,3.0,,,,,,14408.30321044922,11953.2041015625,-0.03334915637969971,2600,0.7322114706039429,0.2,0.014268971,-0.014175300935166835,-3.239632785320282,0.0003,0.20250000469386578
10440,,,3.26,261,15401,129.45522771,0,,,,,,,,,,,
10480,230.46500396728516,4.0,,,,,,13083.423104858399,2242.238525390625,-0.06859958171844482,2610,0.7308639287948608,0.2,0.014795495,-0.02627416747476673,-3.232374945282936,0.0003,0.2000000039115548
10480,,,3.43,262,15420,139.02762964000001,0,,,,,,,,,,,
10520,198.92244243621826,5.0,,,,,,8596.596182250976,2179.118408203125,0.018201112747192383,2620,0.7306313514709473,0.2,0.016345955,-0.021419039362517656,-3.228199988603592,0.0003,0.19750000406056642
10520,,,3.46,263,15443,148.31268079,0,,,,,,,,,,,
10560,423.8876609802246,5.0,,,,,,16890.947605895995,1062.755859375,-0.02645134925842285,2630,0.7322351336479187,0.2,0.014492553,-0.030285109074102368,-3.229641118645668,0.0003,0.3125000067055225
10560,,,3.46,264,15502,144.29474697,0,,,,,,,,,,,
10600,190.15814971923828,4.0,,,,,,14442.176963043214,12271.9677734375,0.0025439858436584473,2640,0.7335090041160583,0.2,0.01539683,-0.018865349990592216,-3.235858526825905,0.0003,0.11750000230967998
10600,,,3.59,265,15559,164.32143034,0,,,,,,,,,,,
10640,-5.0,1.0,,,,,,30806.28274383545,17746.017578125,0.007791340351104736,2650,0.7329219579696655,0.2,0.017095348,-0.023278586533870115,-3.2363275229930877,0.0003,0.21500000413507223
10640,,,3.54,266,15587,164.54271305000003,0,,,,,,,,,,,
10680,-10.0,2.0,,,,,,14589.640042114257,12311.4140625,-0.06846034526824951,2660,0.7340017557144165,0.2,0.15289947,-0.0017203430122753715,-3.234423154592514,0.0003,0.32000000663101674
10680,,,3.55,267,15610,173.79050963999998,0,,,,,,,,,,,
10720,169.02123260498047,4.0,,,,,,23990.54116821289,19387.55859375,-0.021220088005065918,2670,0.7344096899032593,0.2,0.037600473,-0.030840813506656562,-3.2394803136587145,0.0003,0.340000007301569
10720,,,3.45,268,15631,170.86954752999998,0,,,,,,,,,,,
10760,175.16852188110352,3.0,,,,,,14743.512478637695,6577.74169921875,-0.04070889949798584,2680,0.7352240085601807,0.2,0.032842528,-0.02973001113568898,-3.2419475466012955,0.0003,0.30500000696629287
10760,,,3.42,269,15654,171.4811054,0,,,,,,,,,,,
10800,455.2526321411133,5.0,,,,,,14654.404577636718,5478.77734375,-0.042406320571899414,2690,0.7342976331710815,0.2,0.019570777,-0.020088016430231614,-3.2414796978235243,0.0003,0.21500000450760126
10800,,,3.32,270,15680,176.91047860999998,0,,,,,,,,,,,
10840,208.5083999633789,4.0,,,,,,22192.90482788086,5660.27685546875,0.0019969940185546875,2700,0.7336282730102539,0.2,0.016472459,-0.02975360035328777,-3.236940547823906,0.0003,0.17250000350177289
10840,,,3.16,271,15705,170.24587170000004,0,,,,,,,,,,,
10880,166.41107940673828,3.0,,,,,,12020.292295837402,4805.1220703125,-0.013722777366638184,2710,0.7339684367179871,0.2,0.03131499,-0.023920823120133727,-3.2347846657037733,0.0003,0.3000000070780516
10880,,,3.1,272,15731,167.05278588000002,0,,,,,,,,,,,
10920,103.42061614990234,2.0,,,,,,12810.788704681396,8263.8740234375,0.022513210773468018,2720,0.7330689430236816,0.2,0.057682406,-0.0280992127562422,-3.233612072467804,0.0003,0.33500000815838576
10920,,,3.09,273,15752,166.79953791,0,,,,,,,,,,,
10960,479.4960479736328,5.0,,,,,,9743.961492919922,3992.960205078125,-0.039928436279296875,2730,0.7326916456222534,0.2,0.06955587,-0.0207237863985938,-3.231791204214096,0.0003,0.3175000069662929
10960,,,3.2,274,15770,177.06926893999997,0,,,,,,,,,,,
11000,152.78125762939453,5.0,,,,,,17426.38779449463,5632.921875,0.017893433570861816,2740,0.732062816619873,0.2,0.010928921,-0.01806000257609412,-3.2292902946472166,0.0003,0.17500000335276128
11000,,,3.33,275,15790,179.06948608,0,,,,,,,,,,,
11040,165.29599571228027,4.0,,,,,,10825.883139038086,4273.57373046875,0.06595468521118164,2750,0.7303922176361084,0.2,0.043357197,-0.04024500006380549,-3.2222975879907607,0.0003,0.3675000090152025
11040,,,3.32,276,15839,183.32758016999998,0,,,,,,,,,,,
11080,158.59369659423828,4.0,,,,,,19239.245445251465,8823.5,0.03051447868347168,2760,0.727485179901123,0.2,0.04584438,-0.0348645907966602,-3.209429311752319,0.0003,0.39000001084059477
11080,,,3.47,277,15856,192.35629478,0,,,,,,,,,,,
11120,131.6129388809204,5.0,,,,,,8825.896537780762,8906.6435546875,0.16661006212234497,2770,0.7261801958084106,0.2,0.0032241077,-0.005264081072891713,-3.2015832722187043,0.0003,0.09500000178813935
11120,,,3.53,278,15874,190.07537042999996,0,,,,,,,,,,,
11160,158.33941745758057,5.0,,,,,,11200.758331298828,4948.890625,0.10646927356719971,2780,0.7255268096923828,0.2,0.013576715,-0.012208352626066699,-3.1961316883563997,0.0003,0.2125000048428774
11160,,,3.6,279,15898,188.35935594,0,,,,,,,,,,,
11200,62.657997131347656,3.0,,,,,,9314.790907287597,4309.4482421875,0.008607208728790283,2790,0.7241649031639099,0.2,0.016419785,-0.018971447167714352,-3.19272942841053,0.0003,0.24000000450760126
11200,,,3.75,280,15920,198.75593787999998,0,,,,,,,,,,,
11240,295.90818786621094,5.0,,,,,,13246.618063354492,3715.185302734375,0.006462514400482178,2800,0.7239512801170349,0.2,0.02828823,-0.018596422830078164,-3.186991733312607,0.0003,0.2525000056251884
11240,,,3.86,281,16048,206.56045636,0,,,,,,,,,,,
11280,177.15542221069336,4.0,,,,,,6969.447688293457,3722.24951171875,0.09972745180130005,2810,0.7238647937774658,0.2,0.019901523,0.029125326566063446,-3.1841824650764465,0.0003,0.2300000052899122
11280,,,3.87,282,16106,210.28428337999998,0,,,,,,,,,,,
11320,548.053955078125,5.0,,,,,,12667.545721435547,3052.66748046875,0.08902126550674438,2820,0.7231748104095459,0.2,0.012442766,-0.008078189443331208,-3.1803224444389344,0.0003,0.1950000036507845
11320,,,3.93,283,16129,214.34301882999998,0,,,,,,,,,,,
11360,110.59395408630371,4.0,,,,,,14090.871371459962,7294.44140625,0.1367287039756775,2830,0.7216235399246216,0.2,0.0146362,-0.025394144306483214,-3.174545627832413,0.0003,0.3275000063702464
11360,,,3.79,284,16180,215.15847377999998,0,,,,,,,,,,,
11400,262.7755889892578,5.0,,,,,,27990.457162475584,19016.6171875,0.029737532138824463,2840,0.7217429876327515,0.2,0.02082593,-0.0004105541301851146,-3.1686092525720597,0.0003,0.28000000547617676
11400,,,3.7,285,16255,200.92736747999996,0,,,,,,,,,,,
11440,440.3774528503418,5.0,,,,,,11815.256785202026,8407.0517578125,-0.12410140037536621,2850,0.7231813669204712,0.2,0.04586578,0.026261131502033085,-3.1715375244617463,0.0003,0.31250000577419995
11440,,,3.75,286,16275,213.03004105,0,,,,,,,,,,,
11480,283.88172149658203,5.0,,,,,,25502.054164123536,15499.7880859375,0.06755924224853516,2860,0.7220178842544556,0.2,0.02049756,-0.03293836831551744,-3.172418162226677,0.0003,0.23250000551342964
11480,,,3.77,287,16296,221.79856558000003,0,,,,,,,,,,,
11520,-5.0,1.0,,,,,,9452.578157043457,4846.89990234375,0.16005849838256836,2870,0.7235206365585327,0.2,0.02295778,-0.025066606841573958,-3.174023148417473,0.0003,0.3275000074878335
11520,,,3.71,288,16315,214.95727432000004,0,,,,,,,,,,,
11560,489.91841888427734,5.0,,,,,,12652.991336059571,4528.51171875,-0.08645689487457275,2880,0.723354697227478,0.2,0.029960183,-0.038315697413054295,-3.176988896727562,0.0003,0.28250000551342963
11560,,,3.7,289,16336,218.63270756999998,0,,,,,,,,,,,
11600,60.76984405517578,2.0,,,,,,16779.870663452148,13050.8955078125,0.08322376012802124,2890,0.721245527267456,0.2,0.045499943,-0.016476077312545367,-3.1713411688804625,0.0003,0.31500000730156896
11600,,,3.62,290,16361,209.89211203,0,,,,,,,,,,,
11640,139.30524444580078,4.0,,,,,,9776.895903015136,6419.0283203125,0.08318614959716797,2900,0.7199721336364746,0.2,0.010560733,-0.0014299387429491661,-3.1617010861635206,0.0003,0.23500000461935996
11640,,,3.52,291,16400,203.23908759999998,0,,,,,,,,,,,
11680,244.12049102783203,4.0,,,,,,18689.911485290526,9078.6376953125,0.01589787006378174,2910,0.7213129997253418,0.2,0.025135143,-0.004608299140672889,-3.1621778547763824,0.0003,0.13500000201165677
11680,,,3.41,292,16426,183.85604274000002,0,,,,,,,,,,,
11720,308.998836517334,5.0,,,,,,11495.782528686523,6434.7646484375,0.0007922649383544922,2920,0.720277726650238,0.2,0.022006024,-0.02676585717912531,-3.164190262556076,0.0003,0.20750000402331353
11720,,,3.38,293,16447,180.08872760999998,0,,,,,,,,,,,
11760,309.17381286621094,5.0,,,,,,11356.927618408203,6978.283203125,0.04498767852783203,2930,0.7203888297080994,0.2,0.015535359,-0.0020643815740913896,-3.1603702276945116,0.0003,0.17000000309199095
11760,,,3.52,294,16465,190.98333716999997,0,,,,,,,,,,,
11800,369.12005615234375,5.0,,,,,,11395.562255859375,5886.7548828125,0.14760810136795044,2940,0.7231208086013794,0.2,0.013955487,0.028281670625310663,-3.1670262813568115,0.0003,0.37500000558793545
11800,,,3.53,295,16487,186.29479779999997,0,,,,,,,,,,,
11840,112.62157440185547,4.0,,,,,,11307.037355041504,809.3357543945312,0.1644502878189087,2950,0.7213994264602661,0.2,0.059352636,-0.03276370835905255,-3.1646208077669145,0.0003,0.45000001005828383
11840,,,3.54,296,16504,187.0586481,0,,,,,,,,,,,
11880,117.22726821899414,5.0,,,,,,9619.911817932129,8458.083984375,0.0510445237159729,2960,0.7210544347763062,0.2,0.018805828,0.0007175121677573726,-3.157894292473793,0.0003,0.15500000305473804
11880,,,3.52,297,16523,179.90326629999998,0,,,,,,,,,,,
11920,470.9434127807617,5.0,,,,,,9852.994696044922,3846.557373046875,0.21320396661758423,2970,0.7177819609642029,0.2,0.036485784,-0.000889976189937447,-3.1510094702243805,0.0003,0.3900000102818012
11920,,,3.52,298,16546,177.84496149999998,0,,,,,,,,,,,
11960,269.37060928344727,5.0,,,,,,12797.667721557616,6104.61376953125,0.12433934211730957,2980,0.7180620431900024,0.2,0.056275096,-0.021216253190650614,-3.143826332688332,0.0003,0.287500006519258
11960,,,3.64,299,16565,188.30814752000003,0,,,,,,,,,,,
12000,257.99459075927734,4.0,,,,,,9316.626468658447,3445.54736328125,0.1510457992553711,2990,0.7195293307304382,0.2,0.026710074,0.00035146851732861253,-3.1455753952264787,0.0003,0.20500000342726707
12000,,,3.76,300,16585,195.10240477,0,,,,,,,,,,,
12040,31.46033477783203,2.0,,,,,,9505.42698059082,8576.9736328125,0.16795706748962402,3000,0.7191669344902039,0.2,0.0103024095,-0.00211233039299259,-3.1431131303310393,0.0003,0.2650000048801303
12040,,,3.82,301,16605,203.17645940999998,0,,,,,,,,,,,
12080,330.80810928344727,5.0,,,,,,13327.751093292236,7124.74365234375,0.06075209379196167,3010,0.7163063883781433,0.2,0.041891392,0.005032592956122239,-3.135219144821167,0.0003,0.35250000823289157
12080,,,3.94,302,16624,218.08016490999995,0,,,,,,,,,,,
12120,427.19925689697266,5.0,,,,,,11904.395795440674,9074.1318359375,0.11347609758377075,3020,0.7171332240104675,0.2,0.016216708,-0.01271783794892144,-3.1290356129407884,0.0003,0.2050000036135316
12120,,,4.07,303,16642,229.37702094,0,,,,,,,,,,,
12160,224.90001678466797,5.0,,,,,,9200.50237121582,2698.819091796875,0.15904390811920166,3030,0.7192289233207703,0.2,0.058188234,0.004918939933268118,-3.1369845658540725,0.0003,0.5425000101327896
12160,,,4.06,304,16664,230.00800897000002,0,,,,,,,,,,,
