time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/std,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/approx_kl,train/clip_fraction,train/loss,train/clip_range,train/explained_variance,train/value_loss,eval/mean_reward,eval/mean_ep_length
3750,5095,375,51.74893086,0,2.94,0.970408916,0.0003,-4.165448904,-0.000728756,374,4.70E-05,0,558.1901245,0.2,-0.121079445,1220.480591,,
3760,,,,,,0.970346332,0.0003,-4.165247679,0.003920031,375,4.11E-05,0,755.2984619,0.2,-0.058207393,876.4016647,104.1846733,5
3760,5105,376,51.60576112,0,2.93,,,,,,,,,,,,,
3770,5117,377,54.43410347,0,2.95,0.970287323,0.0003,-4.16505146,0.001368035,376,1.60E-05,0,2038.46814,0.2,0.021787047,3592.307129,,
3780,5120,378,54.0957536,0,2.95,0.970235765,0.0003,-4.164874792,-6.77E-05,377,3.46E-06,0,8434.266602,0.2,0.030959725,11691.4707,,
3790,5125,379,52.03417114,0,2.91,0.97018975,0.0003,-4.164722919,0.001123878,378,2.24E-05,0,418.4642639,0.2,-0.127520084,977.0925598,,
3800,,,,,,0.970153034,0.0003,-4.164585114,0.000694028,379,4.32E-06,0,333.0726624,0.2,-0.000654221,1391.016846,246.0817471,5
3800,5134,380,52.52494946,0,2.91,,,,,,,,,,,,,
3810,5138,381,53.32939,0,2.91,0.970097184,0.0003,-4.16445303,0.002096847,380,3.00E-05,0,7314.540527,0.2,0.020381689,7677.953003,,
3820,5140,382,54.52396678,0,2.96,0.970049739,0.0003,-4.164287806,-0.000408968,381,2.06E-06,0,1552.074829,0.2,-0.002915621,2589.222412,,
3830,5144,383,55.21544557,0,3.01,0.970003307,0.0003,-4.164138556,-1.56E-05,382,4.06E-06,0,1215.123901,0.2,-0.053351164,2945.458252,,
3840,,,,,,0.969969392,0.0003,-4.16398716,0.000618786,383,3.32E-06,0,271.9806519,0.2,-0.135495186,1153.602631,128.677865,5
3840,5153,384,55.83991571,0,3.01,,,,,,,,,,,,,
3850,5204,385,54.77395247,0,2.97,0.969955802,0.0003,-4.163911104,0.00325096,384,2.14E-05,0,1208.619019,0.2,-0.035474658,3961.405762,,
3860,5207,386,54.92176509,0,2.96,0.969929159,0.0003,-4.163853407,-0.000193644,385,3.28E-05,0,614.1029663,0.2,0.024791539,1439.887512,,
3870,5210,387,55.45958909,0,2.98,0.969909847,0.0003,-4.163787603,0.003577566,386,3.96E-05,0,291.6498718,0.2,-0.017902374,2198.639191,,
3880,,,,,,0.969893575,0.0003,-4.163735628,0.001325113,387,1.03E-05,0,1305.469849,0.2,-0.017629981,2921.199829,-0.136667013,4
3880,5219,388,57.23781524,0,2.99,,,,,,,,,,,,,
3890,5223,389,58.76454419,0,3.04,0.969878852,0.0003,-4.163697958,-0.002013704,388,2.17E-05,0,954.2581787,0.2,0.028570294,1096.000778,,
3900,5268,390,59.62559441,0,3.05,0.969863176,0.0003,-4.163650751,-0.001817894,389,5.14E-05,0,801.3331909,0.2,-0.125112295,1018.092133,,
3910,5272,391,57.66199096,0,3,0.96984303,0.0003,-4.163601875,0.001361418,390,8.57E-06,0,1400.190552,0.2,-0.064645171,3039.857788,,
3920,,,,,,0.969857812,0.0003,-4.163520575,0.000320661,391,1.27E-05,0,323.8394775,0.2,0.02713722,1579.044281,140.5016928,5
3920,5283,392,55.88323365,0,2.99,,,,,,,,,,,,,
3930,5287,393,56.03865471,0,2.97,0.969837427,0.0003,-4.163582563,0.001732016,392,1.64E-05,0,1798.337036,0.2,-0.085441828,3715.561035,,
3940,5305,394,55.76614548,0,2.99,0.969805121,0.0003,-4.163513184,-0.002160275,393,3.11E-05,0,638.2624512,0.2,-0.008088231,1291.866638,,
3950,5308,395,56.12715117,0,3,0.969724834,0.0003,-4.163397789,-0.000569665,394,5.87E-06,0,1244.627197,0.2,-0.06943953,2882.622925,,
3960,,,,,,0.969596863,0.0003,-4.163085699,-0.001595759,395,3.02E-05,0,692.2174683,0.2,0.0380615,1253.949585,141.3998432,4
3960,5319,396,56.45659162,0,3.01,,,,,,,,,,,,,
3970,5323,397,54.76698306,0,3.01,0.969500244,0.0003,-4.162702084,-5.11E-05,396,2.03E-05,0,1452.316895,0.2,-0.118776202,2260.068115,,
3980,5372,398,54.76762496,0,3.03,0.969447613,0.0003,-4.162431479,-0.000395733,397,3.21E-05,0,498.5315247,0.2,0.017518461,1273.143646,,
3990,5377,399,52.53883578,0,2.98,0.96939671,0.0003,-4.162248373,0.003568906,398,2.19E-05,0,526.8468628,0.2,-0.030614257,876.5484619,,
4000,,,,,,0.96934545,0.0003,-4.162077904,0.001119351,399,7.24E-06,0,963.3575439,0.2,0.023587525,1483.646912,146.9030037,5
4000,5386,400,51.12859831,0,2.93,,,,,,,,,,,,,
4010,5390,401,53.35462112,0,3,0.969292045,0.0003,-4.161909819,-0.000245965,400,1.68E-06,0,565.0980225,0.2,0.080900729,2255.058472,,
4020,5394,402,53.37847355,0,3.01,0.969249904,0.0003,-4.161726236,0.001068747,401,6.17E-06,0,1381.356689,0.2,-0.031260133,4222.203125,,
4030,5405,403,51.99888992,0,2.96,0.969204426,0.0003,-4.161598682,-0.000297701,402,1.98E-06,0,708.4139404,0.2,-0.049895883,983.551239,,
4040,,,,,,0.969160557,0.0003,-4.161448002,-0.000116557,403,9.18E-07,0,615.3672485,0.2,-0.03335464,2024.217712,33.05099869,3
4040,5415,404,51.40294534,0,2.93,,,,,,,,,,,,,
4050,5418,405,50.26429545,0,2.92,0.96912384,0.0003,-4.161302328,-0.000928617,404,8.09E-06,0,191.9434052,0.2,0.08698523,800.2448883,,
4060,5423,406,47.10148363,0,2.89,0.969089985,0.0003,-4.161185741,-0.000691223,405,7.64E-06,0,583.355835,0.2,-0.16675055,901.5595398,,
4070,5426,407,46.06041771,0,2.85,0.969052792,0.0003,-4.161071062,-0.001814502,406,6.53E-06,0,424.8302612,0.2,0.055312157,2254.744415,,
4080,,,,,,0.969038427,0.0003,-4.160962105,0.002679777,407,3.13E-05,0,730.1751099,0.2,0.01880765,1168.066223,43.25466156,2
4080,5433,408,46.6707951,0,2.9,,,,,,,,,,,,,
4090,5436,409,47.77735287,0,2.94,0.969035268,0.0003,-4.160923719,-0.001015961,408,2.02E-05,0,595.9520874,0.2,-0.123901844,1577.886841,,
4100,5441,410,44.47789352,0,2.87,0.969035327,0.0003,-4.160912514,0.00348103,409,1.66E-05,0,649.7043457,0.2,-0.16135025,956.5672302,,
4110,5444,411,41.6424821,0,2.83,0.96902889,0.0003,-4.160897493,-0.000279844,410,7.93E-06,0,1844.140259,0.2,-0.010079503,2259.199677,,
4120,,,,,,0.969014585,0.0003,-4.160864592,-0.000240791,411,4.63E-06,0,364.8622437,0.2,-0.035341978,1241.242065,-15,3
4120,5453,412,39.4998122,0,2.76,,,,,,,,,,,,,
4130,5457,413,40.27356872,0,2.78,0.969000697,0.0003,-4.160817623,-0.000623661,412,4.65E-06,0,254.9419403,0.2,-0.071151853,692.1199493,,
4140,5461,414,39.0288116,0,2.78,0.968985438,0.0003,-4.160766602,-0.000691128,413,3.27E-06,0,697.4677734,0.2,-0.011184335,1848.773254,,
4150,5465,415,36.87040682,0,2.77,0.968971133,0.0003,-4.160711765,-0.000396448,414,8.34E-06,0,311.8734741,0.2,-0.124018669,893.9101563,,
4160,,,,,,0.968932807,0.0003,-4.160646915,0.000514448,415,4.26E-05,0,526.8791504,0.2,0.025555134,986.3730469,128.4548435,5
4160,5474,416,38.59777358,0,2.73,,,,,,,,,,,,,
4170,5476,417,38.27225084,0,2.73,0.968904912,0.0003,-4.160535097,-0.002232349,416,2.27E-05,0,3820.706299,0.2,0.014966488,7055.124023,,
4180,5524,418,36.663879,0,2.75,0.968872786,0.0003,-4.160440445,-0.000862432,417,1.60E-05,0,710.9594727,0.2,-0.014473796,852.7697601,,
4190,5528,419,36.3622685,0,2.73,0.968848228,0.0003,-4.160346746,-0.000313431,418,1.86E-05,0,612.2046509,0.2,-0.132344246,1053.944275,,
4200,,,,,,0.968830287,0.0003,-4.160268784,-0.000790793,419,1.11E-05,0,499.050415,0.2,-0.037025213,1106.4776,40.96972179,5
4200,5539,420,35.80335409,0,2.75,,,,,,,,,,,,,
4210,5543,421,35.2975411,0,2.77,0.968818843,0.0003,-4.160213947,0.001596963,420,1.09E-05,0,538.9597168,0.2,-0.250626802,736.5111084,,
4220,5545,422,35.22830089,0,2.79,0.968827426,0.0003,-4.160180807,0.000181639,421,9.36E-06,0,482.1586609,0.2,0.003161073,1432.26535,,
4230,5598,423,35.51261894,0,2.77,0.968850851,0.0003,-4.160226583,-7.96E-05,422,2.16E-06,0,504.8785706,0.2,-0.016906977,2008.842712,,
4240,,,,,,0.968866944,0.0003,-4.16029644,0.001706231,423,1.56E-05,0,322.4234924,0.2,-0.008542418,600.7177429,80.41611528,5
4240,5608,424,35.18051663,0,2.79,,,,,,,,,,,,,
4250,5612,425,36.50898553,0,2.82,0.968872905,0.0003,-4.160337925,-0.000626719,424,1.04E-06,0,307.1562195,0.2,0.004331291,2890.552734,,
4260,5616,426,35.68850545,0,2.8,0.968863487,0.0003,-4.160342693,-0.000509882,425,4.65E-07,0,392.9766541,0.2,-0.017525315,1227.64856,,
4270,5620,427,37.24468461,0,2.84,0.968927801,0.0003,-4.16036272,-0.000215459,426,0.000229388,0,551.2456665,0.2,-0.090792656,1376.295349,,
4280,,,,,,0.968973994,0.0003,-4.160548687,-0.002268475,427,2.32E-05,0,317.1928711,0.2,-0.065361261,670.940155,93.05259895,5
4280,5631,428,36.75179351,0,2.86,,,,,,,,,,,,,
4290,5679,429,39.44004273,0,2.89,0.969009161,0.0003,-4.160677433,0.00172869,428,2.64E-05,0,469.4861755,0.2,0.076701224,733.6008301,,
4300,5682,430,37.97850066,0,2.86,0.969022214,0.0003,-4.160770893,0.001198334,429,1.35E-05,0,651.8648682,0.2,0.019543231,9066.601746,,
4310,5685,431,39.11980292,0,2.9,0.969003677,0.0003,-4.160767555,0.002770495,430,0.000187218,0,2256.05835,0.2,0.03666836,2964.59906,,
4320,,,,,,0.968975782,0.0003,-4.160689354,0.00297038,431,4.20E-05,0,4955.820801,0.2,-0.095623851,6452.207275,72.17101741,5
4320,5694,432,39.81637974,0,2.97,,,,,,,,,,,,,
4330,5697,433,40.51075915,0,3,0.968949199,0.0003,-4.160592794,-0.001150525,432,1.17E-05,0,1141.308716,0.2,-0.049997687,1607.368378,,
4340,5701,434,42.8355028,0,3.06,0.968926132,0.0003,-4.160507679,-0.002016163,433,3.01E-05,0,1373.24353,0.2,0.011668444,2652.573853,,
4350,5705,435,42.01124396,0,3.03,0.968904912,0.0003,-4.160433769,-0.000669527,434,2.21E-06,0,181.3040466,0.2,-0.016101122,3760.916718,,
4360,,,,,,0.968883038,0.0003,-4.160358667,-0.001878044,435,9.30E-06,0,217.02388,0.2,-0.165483236,527.7655182,88.93338776,5
4360,5714,436,43.40766374,0,3.08,,,,,,,,,,,,,
4370,5719,437,42.67552038,0,3.06,0.968858659,0.0003,-4.160284996,0.000469941,436,8.52E-06,0,1004.780334,0.2,-0.153013229,2122.595337,,
4380,5721,438,45.10599975,0,3.11,0.96883744,0.0003,-4.160210371,0.001766932,437,2.46E-05,0,662.5222778,0.2,0.012318611,1073.301849,,
4390,5725,439,45.25717019,0,3.09,0.968817234,0.0003,-4.160135984,-0.001094651,438,2.62E-05,0,1565.93396,0.2,-0.117661119,2963.142456,,
4400,,,,,,0.968742073,0.0003,-4.160022497,0.00080834,439,1.61E-05,0,944.1835327,0.2,-0.115649223,2208.546448,102.7725368,5
4400,5733,440,45.42575038,0,3.1,,,,,,,,,,,,,
4410,5737,441,46.35656227,0,3.11,0.968603015,0.0003,-4.159730673,0.00072754,440,1.34E-05,0,902.6226807,0.2,-0.369446397,1147.392899,,
4420,5741,442,47.31200416,0,3.13,0.968485355,0.0003,-4.159320354,0.001755327,441,6.20E-05,0,3403.666748,0.2,-0.062650442,6002.032715,,
4430,5745,443,46.27017025,0,3.13,0.968423605,0.0003,-4.158996582,0.005053541,442,4.34E-05,0,243.1251221,0.2,-0.147319555,561.5131836,,
4440,,,,,,0.968386173,0.0003,-4.158821821,-0.001599938,443,6.66E-06,0,1642.997803,0.2,-0.109062791,3646.550781,32.91420197,5
4440,5754,444,47.93062573,0,3.18,,,,,,,,,,,,,
4450,5757,445,48.19684542,0,3.2,0.968374193,0.0003,-4.15874052,-0.003537804,444,1.87E-05,0,238.7125092,0.2,-0.200237393,614.5008698,,
4460,5760,446,48.96828854,0,3.21,0.968360603,0.0003,-4.158705235,0.001330858,445,2.16E-05,0,3347.230469,0.2,0.003365874,5820.721436,,
4470,5763,447,49.29545081,0,3.23,0.968293905,0.0003,-4.158614159,-0.001427722,446,2.47E-05,0,270.3735657,0.2,-0.169054389,582.9342041,,
4480,,,,,,0.968239784,0.0003,-4.158420086,-0.000621063,447,9.71E-05,0,422.7414856,0.2,-0.267544746,867.3725281,48.25708425,4
4480,5772,448,49.78805993,0,3.26,,,,,,,,,,,,,
4490,5775,449,49.87946128,0,3.28,0.968213081,0.0003,-4.158248663,0.000363129,448,1.08E-05,0,711.4589233,0.2,-0.051870584,1515.098633,,
4500,5779,450,50.69828185,0,3.25,0.968207955,0.0003,-4.15819478,0.002749992,449,1.78E-05,0,567.3044434,0.2,0.073624372,1796.981934,,
4510,5783,451,50.45575403,0,3.23,0.968204439,0.0003,-4.158171892,-0.002121282,450,6.75E-06,0,660.4646606,0.2,-0.086875319,1087.50058,,
4520,,,,,,0.96815002,0.0003,-4.158118486,-0.00223971,451,1.70E-05,0,531.2199707,0.2,-0.101360202,1060.138123,90.04585266,3
4520,5792,452,50.91889973,0,3.2,,,,,,,,,,,,,
4530,5797,453,50.21213549,0,3.14,0.968104839,0.0003,-4.157953978,0.000990293,452,1.93E-06,0,427.7156677,0.2,-0.058948994,1483.117981,,
4540,5801,454,50.85554729,0,3.11,0.968071342,0.0003,-4.157825947,0.000982171,453,2.65E-05,0,2388.942627,0.2,0.049589753,2939.280701,,
4550,5804,455,52.02953983,0,3.16,0.968042374,0.0003,-4.157717228,-8.24E-05,454,3.84E-06,0,3837.845459,0.2,0.020145297,6155.074219,,
4560,,,,,,0.968046367,0.0003,-4.157639742,-0.002279648,455,1.28E-05,0,713.3395996,0.2,-0.120234251,1443.469482,12.1142807,3
4560,5813,456,50.33077351,0,3.11,,,,,,,,,,,,,
4570,5817,457,50.19192797,0,3.1,0.968059897,0.0003,-4.157667398,0.000110251,456,6.79E-05,0,431.1055298,0.2,-0.369201303,783.3636475,,
4580,5820,458,50.67141202,0,3.13,0.968056381,0.0003,-4.157688141,-0.002905393,457,8.47E-05,0,1046.922729,0.2,-0.09186852,2356.186768,,
4590,5823,459,50.58339295,0,3.15,0.968004882,0.0003,-4.157657862,-0.00064711,458,0.000103903,0,328.8496399,0.2,-0.153339982,1105.55661,,
4600,,,,,,0.96796751,0.0003,-4.157455683,-0.004196,459,0.000224048,0,447.351532,0.2,-0.114325285,1201.717529,9.811677933,5
4600,5832,460,46.50320693,0,3.1,,,,,,,,,,,,,
4610,5838,461,47.11770391,0,3.07,0.967977643,0.0003,-4.157418251,-0.005457783,460,0.000354087,0,637.921814,0.2,-0.183477759,1122.190155,,
4620,5843,462,43.27007173,0,2.93,0.96794486,0.0003,-4.157427788,-0.004019833,461,9.59E-05,0,2312.298828,0.2,0.002999008,3416.508423,,
4630,5846,463,42.65077451,0,2.95,0.967917144,0.0003,-4.157335043,0.00842334,462,0.000183398,0,354.0790405,0.2,0.045919001,1429.368347,,
4640,,,,,,0.967896163,0.0003,-4.157258511,0.004084301,463,0.000309324,0,433.9148865,0.2,-0.086766124,1819.559906,22.67818546,4
4640,5856,464,43.58036722,0,2.96,,,,,,,,,,,,,
4650,5860,465,44.75857921,0,3,0.967856824,0.0003,-4.157194138,0.008764601,464,0.000193346,0,478.4147034,0.2,-0.016988158,1050.529205,,
4660,5864,466,44.50947589,0,2.99,0.967800081,0.0003,-4.157053947,-0.003933791,465,4.05E-05,0,480.3747559,0.2,-0.100637436,1047.500977,,
4670,5869,467,44.49311739,0,3.01,0.967758834,0.0003,-4.156879902,-0.001397249,466,2.74E-05,0,1094.46521,0.2,-0.122223854,1644.786011,,
4680,,,,,,0.967726469,0.0003,-4.156760931,6.79E-05,467,3.49E-05,0,431.7659607,0.2,0.060535967,1327.124054,86.49820995,4
4680,5878,468,43.06020074,0,3,,,,,,,,,,,,,
4690,5881,469,43.55322443,0,3.02,0.967692077,0.0003,-4.156657219,-0.001000655,468,5.86E-06,0,895.0192871,0.2,0.080366671,1691.321289,,
4700,5935,470,41.54743974,0,2.97,0.967619598,0.0003,-4.156544685,0.004510176,469,5.36E-05,0,160.1636658,0.2,-0.092798591,786.3234711,,
4710,5938,471,41.04970389,0,2.97,0.967531562,0.0003,-4.156276941,0.000423443,470,1.90E-05,0,485.8816223,0.2,-0.064518809,959.5507813,,
4720,,,,,,0.967468917,0.0003,-4.156031847,-0.001699919,471,8.69E-05,0,331.8626099,0.2,-0.178508282,921.6820984,125.0058479,5
4720,5951,472,42.19316665,0,3.01,,,,,,,,,,,,,
4730,5954,473,43.473031,0,3.02,0.96742177,0.0003,-4.155841589,0.003341129,472,4.22E-05,0,692.2336426,0.2,-0.101491451,1582.253357,,
4740,5959,474,43.43089217,0,3.01,0.967358112,0.0003,-4.15568924,0.000762498,473,1.60E-05,0,482.0051575,0.2,-0.159048796,812.0488586,,
4750,5962,475,45.36541098,0,3.03,0.96730125,0.0003,-4.155494928,0.000633234,474,6.76E-06,0,414.5213013,0.2,-0.22665,1030.011414,,
4760,,,,,,0.967251778,0.0003,-4.155317545,-0.001584208,475,1.52E-05,0,651.9466553,0.2,0.000447273,5483.714966,68032.88829,3
4760,5974,476,45.36541098,0,2.95,,,,,,,,,,,,,
4770,5977,477,45.36541098,0,2.95,0.967210948,0.0003,-4.155165672,-0.001189387,476,9.05E-06,0,409536032,0.2,-0.000111222,872342880,,
4780,5979,478,45.36541098,0,2.98,0.967170894,0.0003,-4.155039549,0.000341415,477,1.75E-05,0,399.4645386,0.2,-0.185666561,1626.968262,,
4790,5983,479,45.36541098,0,2.98,0.967137575,0.0003,-4.154912949,-0.001799446,478,1.68E-05,0,952.2362671,0.2,-0.166701198,1449.500336,,
4800,,,,,,0.967111349,0.0003,-4.15481472,0.000377211,479,1.98E-06,0,4803.898926,0.2,-0.036782384,6723.022217,17.27231598,4
4800,5994,480,45.36541098,0,3.05,,,,,,,,,,,,,
4810,5997,481,45.36541098,0,3.08,0.967084348,0.0003,-4.154732704,-0.001708567,480,6.32E-06,0,600.6202393,0.2,-0.162252188,1095.767212,,
4820,6000,482,45.36541098,0,3.13,0.967074573,0.0003,-4.154658556,-0.002884477,481,2.21E-05,0,561.7062378,0.2,-0.044448137,1174.107483,,
4830,6002,483,45.36541098,0,3.17,0.967066169,0.0003,-4.1546278,-0.000559533,482,1.13E-05,0,334.2739868,0.2,-0.103547692,737.9863892,,
4840,,,,,,0.967057884,0.0003,-4.154598713,-0.001114929,483,3.74E-05,0,11395.52051,0.2,-0.029736996,21395.65137,63.01804018,5
4840,6013,484,45.36541098,0,3.21,,,,,,,,,,,,,
4850,6034,485,45.36541098,0,3.26,0.967024326,0.0003,-4.154554844,0.000537837,484,3.39E-05,0,318.9407654,0.2,-0.011161447,706.2901306,,
4860,6038,486,45.36541098,0,3.27,0.966973484,0.0003,-4.154433012,-0.002021945,485,7.11E-05,0,569.3440552,0.2,-0.031286478,1050.600342,,
4870,6041,487,45.36541098,0,3.35,0.966940045,0.0003,-4.154288054,8.59E-05,486,2.10E-05,0,655.2246094,0.2,-0.025843382,2077.841003,,
4880,,,,,,0.966915071,0.0003,-4.154188633,-0.000614029,487,2.09E-05,0,7669.151855,0.2,-0.042962193,8830.88269,-5,1
4880,6086,488,45.36541098,0,3.23,,,,,,,,,,,,,
4890,6089,489,45.36541098,0,3.19,0.966893196,0.0003,-4.154113054,0.001122177,488,6.54E-06,0,2199.815674,0.2,0.033466876,2591.655487,,
4900,6092,490,45.36541098,0,3.26,0.966872871,0.0003,-4.154045343,-0.000423965,489,1.08E-05,0,1510.339966,0.2,-0.075652361,1866.136688,,
4910,6098,491,45.36541098,0,3.18,0.966856956,0.0003,-4.153984785,0.0016599,490,1.10E-05,0,2536.928955,0.2,-0.014701247,6340.115479,,
4920,,,,,,0.966841102,0.0003,-4.153942347,0.000425414,491,3.75E-06,0,335.3937378,0.2,-0.073929548,1274.961853,104.744873,3
4920,6106,492,45.36541098,0,3.21,,,,,,,,,,,,,
4930,6110,493,45.36541098,0,3.25,0.966817379,0.0003,-4.153884649,-0.000635564,492,2.89E-06,0,544.708374,0.2,0.048730671,843.824585,,
4940,6117,494,45.36541098,0,3.22,0.966796279,0.0003,-4.153814077,-0.001718044,493,1.71E-05,0,457.3842468,0.2,-0.400580168,1115.798279,,
4950,6121,495,45.36541098,0,3.18,0.966779411,0.0003,-4.153750658,-0.001391894,494,6.96E-06,0,565.4901733,0.2,-0.175996542,2266.048035,,
4960,,,,,,0.96677053,0.0003,-4.15370369,-0.002470076,495,2.69E-05,0,922.645874,0.2,-0.078890562,1120.663788,31.87008667,4
4960,6131,496,45.36541098,0,3.09,,,,,,,,,,,,,
4970,6135,497,45.36541098,0,3.11,0.966766238,0.0003,-4.153680563,0.003376693,496,6.39E-05,0,395.9682007,0.2,-0.004767179,726.9994812,,
4980,6164,498,45.36541098,0,3.13,0.966759622,0.0003,-4.153665781,-0.001154858,497,3.48E-05,0,624.6393433,0.2,-0.091616988,2877.089661,,
4990,6169,499,45.36541098,0,3.07,0.966756225,0.0003,-4.1536479,-0.001460314,498,6.63E-06,0,2556.686279,0.2,-0.024154425,3497.653015,,
5000,,,,,,0.966745853,0.0003,-4.15362978,-0.000315255,499,2.14E-05,0,504.484436,0.2,-0.006243944,1053.785492,-5,1
5000,6176,500,45.36541098,0,3.03,,,,,,,,,,,,,
5010,6181,501,45.36541098,0,2.95,0.96674943,0.0003,-4.153604269,0.000342184,500,3.41E-05,0,893.4248047,0.2,-0.023872852,1038.762009,,
5020,6185,502,45.36541098,0,2.93,0.966734827,0.0003,-4.153608561,0.000569391,501,1.04E-05,0,623.0410156,0.2,0.021758795,1358.523193,,
5030,6188,503,45.36541098,0,2.95,0.96666646,0.0003,-4.153506756,0.000327224,502,5.73E-06,0,408.789917,0.2,-0.029041648,1706.564056,,
5040,,,,,,0.966615617,0.0003,-4.153311253,-4.26E-05,503,1.15E-05,0,964.689209,0.2,-0.077224731,1507.329712,150.0710096,5
5040,6199,504,45.36541098,0,2.97,,,,,,,,,,,,,
5050,6201,505,45.36541098,0,2.98,0.966574609,0.0003,-4.153156757,-0.001909643,504,6.32E-06,0,3413.184326,0.2,-0.092579126,7973.10376,,
5060,6204,506,45.36541098,0,3.03,0.966468096,0.0003,-4.152975321,-0.003528166,505,1.99E-05,0,279.0327148,0.2,0.022540271,634.2003174,,
5070,6209,507,52.57684837,0,2.96,0.96637404,0.0003,-4.152656317,-0.005237747,506,6.37E-05,0,3116.349121,0.2,-0.037291527,4884.33313,,
5080,,,,,,0.966303706,0.0003,-4.15239501,-0.003491652,507,4.10E-05,0,523.8353271,0.2,0.034591258,1070.256226,125.7336929,5
5080,6217,508,52.340976,0,2.99,,,,,,,,,,,,,
5090,6221,509,50.51003622,0,2.95,0.966233015,0.0003,-4.15217185,0.000417775,508,2.22E-05,0,461.2875366,0.2,-0.225994825,945.7722778,,
5100,6224,510,50.84038818,0,2.95,0.966175795,0.0003,-4.15196681,0.00720619,509,0.000129759,0,1236.249756,0.2,-0.027638316,2134.093567,,
5110,6226,511,51.11640704,0,2.94,0.966111422,0.0003,-4.151778221,0.000560775,510,9.97E-06,0,914.050354,0.2,0.000532329,1481.066528,,
5120,,,,,,0.966057658,0.0003,-4.15158534,0.001021946,511,1.02E-05,0,2511.804443,0.2,-0.010958076,4486.424438,31.38151932,2
5120,6233,512,49.55531569,0,2.92,,,,,,,,,,,,,
5130,6236,513,47.84089749,0,2.86,0.966001511,0.0003,-4.151417732,0.000748035,512,6.02E-06,0,724.5492554,0.2,-0.059580088,1442.366699,,
5140,6238,514,49.5836262,0,2.9,0.965951145,0.0003,-4.151245356,-0.000262648,513,6.79E-07,0,371.4286499,0.2,-0.074070334,701.2195129,,
5150,6241,515,51.36940802,0,2.95,0.965899348,0.0003,-4.151086569,-1.17E-05,514,1.05E-06,0,1811.878784,0.2,-0.123522162,2738.943176,,
5160,,,,,,0.965850353,0.0003,-4.150926113,-0.000225735,515,9.89E-07,0,2444.013184,0.2,-0.128709793,4764.064453,283.009531,5
5160,6248,516,51.87453716,0,2.92,,,,,,,,,,,,,
5170,6252,517,49.12770898,0,2.93,0.965804756,0.0003,-4.150775194,-3.64E-05,516,5.72E-07,0,15799.50977,0.2,-0.056710601,18494.12085,,
5180,6255,518,51.40673292,0,3.01,0.965762496,0.0003,-4.150637388,-0.000272852,517,5.19E-07,0,592.6107788,0.2,-0.078390956,1131.621216,,
5190,6258,519,52.20535759,0,3.07,0.965726793,0.0003,-4.150513887,0.0004893,518,3.22E-06,0,1026.390259,0.2,-0.015591741,2028.35553,,
5200,,,,,,0.965698004,0.0003,-4.150399208,0.000859094,519,1.62E-06,0,444.0346375,0.2,-0.123748422,698.7580261,10.30916029,5
5200,6267,520,50.82403514,0,3.08,,,,,,,,,,,,,
5210,6318,521,49.12854813,0,3.07,0.965670943,0.0003,-4.150318146,0.000102711,520,4.83E-07,0,331.2109375,0.2,-0.135093451,596.4825439,,
5220,6320,522,49.58945757,0,3.09,0.965644538,0.0003,-4.150228262,5.54E-05,521,1.85E-07,0,1453.391235,0.2,-0.019983411,1901.259735,,
5230,6325,523,51.23350942,0,3.18,0.965644777,0.0003,-4.150164604,0.001026842,522,4.79E-06,0,910.3303833,0.2,-0.045031667,2185.031799,,
5240,,,,,,0.965642631,0.0003,-4.150155306,-0.000134188,523,2.15E-06,0,385.7424622,0.2,-0.009787202,978.1542969,49.84709167,3
5240,6334,524,50.43595958,0,3.13,,,,,,,,,,,,,
5250,6338,525,50.87075292,0,3.1,0.965631187,0.0003,-4.150141239,-0.000733441,524,7.78E-06,0,387.9902039,0.2,-0.079665065,683.6416626,,
5260,6373,526,50.78720358,0,3.11,0.965620697,0.0003,-4.150096416,-0.001338357,525,4.01E-06,0,3735.589111,0.2,0.016220152,8075.102539,,
5270,6377,527,52.16786667,0,3.14,0.965621948,0.0003,-4.150069237,-0.000483608,526,6.26E-07,0,296.6116028,0.2,-0.360951662,755.6398926,,
5280,,,,,,0.965628982,0.0003,-4.150067806,-0.000750035,527,1.35E-06,0,2821.697021,0.2,-0.032366395,5373.671631,133.8880882,4
5280,6464,528,53.2974322,0,3.17,,,,,,,,,,,,,
5290,6467,529,54.7581648,0,3.22,0.965659261,0.0003,-4.150107145,-0.001411676,528,4.61E-06,0,587.2073364,0.2,-0.023545146,1976.757751,,
5300,6472,530,52.12483146,0,3.18,0.965676665,0.0003,-4.150191784,0.000477588,529,7.61E-06,0,991.3556519,0.2,0.074456096,1434.018219,,
5310,6474,531,53.10477944,0,3.18,0.965675831,0.0003,-4.150221348,0.00066399,530,4.99E-05,0,678.4517212,0.2,-0.070990682,1056.544281,,
5320,,,,,,0.96567297,0.0003,-4.150212526,-0.001129434,531,1.09E-05,0,3081.798828,0.2,0.039485574,5123.733521,96.45763683,5
5320,6483,532,53.53750918,0,3.2,,,,,,,,,,,,,
5330,6486,533,56.74001775,0,3.27,0.965631902,0.0003,-4.150175333,0.001853728,532,2.97E-05,0,622.9246216,0.2,0.024295747,859.5774384,,
