time/total_timesteps,eval/mean_ep_length,eval/mean_reward,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/fps,time/iterations,train/value_loss,train/n_updates,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/std,train/loss
800,5.0,9.599742650985718,,,,,,556.2385835170746,190,0.2,-4.116691464185715,0.02177298069000244,0.0003,-0.030304297260008717,0.3225000066682696,0.02166836,0.9557108879089355,347.92572021484375
800,,,2.91,15.068778960000001,714,1,20,,,,,,,,,,,
840,5.0,71.9866271018982,,,,,,479.93995056152346,200,0.2,-4.1173209011554714,-0.023502349853515625,0.0003,-0.02649189610972833,0.1625000037252903,0.022908196,0.9552584886550903,227.81394958496094
840,,,2.94,16.364217529999998,736,1,21,,,,,,,,,,,
880,4.0,21.173067569732666,,,,,,794.3788783073426,210,0.2,-4.114480876922608,0.007041633129119873,0.0003,-0.006989319141666783,0.0800000011920929,0.009580193,0.9539457559585571,256.58221435546875
880,,,2.99,18.34012596,772,1,22,,,,,,,,,,,
920,5.0,98.0933427810669,,,,,,509.1812351226807,220,0.2,-4.110653829574585,-0.054927945137023926,0.0003,-0.022848214953410207,0.17750000320374965,0.030376708,0.9529945254325867,138.25048828125
920,,,3.07,21.02211428,791,1,23,,,,,,,,,,,
960,5.0,94.96335029602051,,,,,,1710.7469806671143,230,0.2,-4.1054939210414885,-0.0042629241943359375,0.0003,-0.01883144433286361,0.17750000394880772,0.018983148,0.9510024785995483,489.4138488769531
960,,,3.07,22.543797330000004,808,1,24,,,,,,,,,,,
1000,5.0,-1.330025315284729,,,,,,1465.5609378814697,240,0.2,-4.097347563505172,0.02542358636856079,0.0003,-0.030914391703117872,0.23250000439584256,0.027281296,0.9490232467651367,1475.5596923828125
1000,,,3.04,24.458745699999998,826,1,25,,,,,,,,,,,
1040,5.0,72.58011674880981,,,,,,2690.0721408843992,250,0.2,-4.091950863599777,0.0034789443016052246,0.0003,-0.040977344169223204,0.19750000443309546,0.014661893,0.9473223686218262,1810.3072509765625
1040,,,2.96,24.323193289999995,842,1,26,,,,,,,,,,,
1080,4.0,40.8551344871521,,,,,,816.570922756195,260,0.2,-4.086723929643631,-0.018715858459472656,0.0003,-0.013231382310186746,0.022500000335276125,0.007304798,0.945645809173584,191.2332763671875
1080,,,3.04,27.571154159999995,909,1,27,,,,,,,,,,,
1120,4.0,53.54002666473389,,,,,,1236.1716205596924,270,0.2,-4.081974083185196,-0.024042844772338867,0.0003,-0.0256200788760907,0.17250000331550835,0.024842633,0.9442045092582703,702.5562744140625
1120,,,3.16,30.066540670000006,926,1,28,,,,,,,,,,,
1160,1.0,-5.0,,,,,,846.231368637085,280,0.2,-4.079592406749725,0.04302835464477539,0.0003,-0.007574339315870015,0.06250000093132257,0.008850473,0.9445866346359253,549.1685180664062
1160,,,3.19,32.32608823,967,1,29,,,,,,,,,,,
1200,5.0,69.22862243652344,,,,,,1891.811975479126,290,0.2,-4.078292030096054,0.006372034549713135,0.0003,-0.0063690349109674525,0.020000000298023225,0.0076346505,0.943346381187439,558.0611572265625
1200,,,3.33,38.63974837,983,1,30,,,,,,,,,,,
1240,5.0,68.79443876445293,,,,,,2501.5979692459105,300,0.2,-4.0739486634731295,0.027681589126586914,0.0003,-0.007629620599982445,0.09500000178813935,0.011951042,0.9420398473739624,632.4652709960938
1240,,,3.44,41.80557344000001,999,1,31,,,,,,,,,,,
1280,5.0,52.59375464916229,,,,,,1284.0283622264863,310,0.2,-4.072039371728897,0.01066744327545166,0.0003,0.0037291957494653637,0.06500000096857547,0.013724594,0.9421849250793457,428.8977355957031
1280,,,3.61,44.546685100000005,1015,1,32,,,,,,,,,,,
1320,5.0,64.02582836151123,,,,,,1008.8452377319336,320,0.2,-4.0703642725944515,0.0554509162902832,0.0003,-0.02202703668015602,0.13750000279396773,0.018924769,0.9408087730407715,217.6055145263672
1320,,,3.73,48.08872832,1031,1,33,,,,,,,,,,,
1360,5.0,108.74275827407837,,,,,,1613.2988634109497,330,0.2,-4.065134942531586,0.10164690017700195,0.0003,-0.020119071337012427,0.17250000350177289,0.01868368,0.9392842650413513,404.39453125
1360,,,3.66,47.87970766,1052,1,34,,,,,,,,,,,
1400,5.0,136.27676486968994,,,,,,1721.5376762390138,340,0.2,-4.056806576251984,-0.02362048625946045,0.0003,-0.02676740122449701,0.12000000216066838,0.011774272,0.93550705909729,1261.0052490234375
1400,,,3.77,50.85380298999999,1072,1,35,,,,,,,,,,,
1440,5.0,117.56888723373413,,,,,,1629.1063966751099,350,0.2,-4.0461786687374115,0.10925358533859253,0.0003,-0.00816242000262719,0.0550000011920929,0.0064231367,0.9333299398422241,694.7991333007812
1440,,,3.76,50.511264219999994,1139,1,36,,,,,,,,,,,
1480,5.0,75.41041016578674,,,,,,1574.0177143096923,360,0.2,-4.040669816732406,0.0352785587310791,0.0003,-0.01468542471562615,0.11250000223517417,0.014122163,0.932409942150116,787.3802490234375
1480,,,3.71,52.19329500999999,1158,1,37,,,,,,,,,,,
1520,1.0,-5.0,,,,,,1427.7737421035768,370,0.2,-4.039684695005417,0.02278447151184082,0.0003,-0.03221208216240483,0.2175000047311187,0.008936554,0.9327351450920105,698.73828125
1520,,,3.61,49.12956924,1177,1,38,,,,,,,,,,,
1560,4.0,81.07122421264648,,,,,,1169.085077857971,380,0.2,-4.0379598736763,0.005161762237548828,0.0003,-0.011802600005175901,0.08000000156462192,0.017858535,0.9307843446731567,463.0782470703125
1560,,,3.66,48.0405551,1195,1,39,,,,,,,,,,,
1600,3.0,24.891544818878174,,,,,,1043.2213472366334,390,0.2,-4.030059969425201,0.08319026231765747,0.0003,-0.024113020625372884,0.24750000592321159,0.033129774,0.928362250328064,613.201171875
1600,,,3.65,47.34527591000001,1213,1,40,,,,,,,,,,,
1640,5.0,10.26399302482605,,,,,,1867.6763973236084,400,0.2,-4.024212771654129,0.06669884920120239,0.0003,-0.04209804197307676,0.2575000060722232,0.044584066,0.9275264739990234,1908.1214599609375
1640,,,3.73,50.22187256999999,1226,1,41,,,,,,,,,,,
1680,5.0,38.88002586364746,,,,,,2015.3825307846068,410,0.2,-4.020699065923691,0.14228403568267822,0.0003,-0.025758406476961683,0.22250000443309545,0.020161148,0.9261695742607117,1519.26220703125
1680,,,3.61,45.60120962,1296,1,42,,,,,,,,,,,
1720,5.0,88.20908308029175,,,,,,1084.0509874343873,420,0.2,-4.013134753704071,0.1489497423171997,0.0003,-0.027478877786779776,0.2925000062212348,0.03385973,0.9229285717010498,456.4677734375
1720,,,3.68,45.2428173,1314,1,43,,,,,,,,,,,
1760,1.0,-5.0,,,,,,1387.2568613052367,430,0.2,-4.002632582187653,-0.029340267181396484,0.0003,-0.032019618253689264,0.23750000521540643,0.028250206,0.920228123664856,528.7682495117188
1760,,,3.6,41.48543203,1330,1,44,,,,,,,,,,,
1800,5.0,67.86913633346558,,,,,,665.9224603652954,440,0.2,-3.996957430243492,0.013315796852111816,0.0003,-0.02478723717096727,0.39250000957399606,0.033378612,0.919207751750946,202.794189453125
1800,,,3.5,38.67070017,1349,1,45,,,,,,,,,,,
1840,5.0,129.78693440556526,,,,,,1104.6894828796387,450,0.2,-3.990280857682228,-0.07831323146820068,0.0003,0.002635426017350273,0.16000000312924384,0.0232899,0.9162299036979675,510.49700927734375
1840,,,3.39,37.681939029999995,1392,1,46,,,,,,,,,,,
1880,5.0,61.444114461541176,,,,,,3275.9143699645997,460,0.2,-3.982487842440605,0.01833200454711914,0.0003,-0.01129481143700104,0.09000000152736902,0.009612253,0.9152669310569763,2430.108154296875
1880,,,3.49,41.33539038,1409,1,47,,,,,,,,,,,
1920,5.0,33.07465171813965,,,,,,1857.8718719482422,470,0.2,-3.9755027890205383,-0.002503514289855957,0.0003,-0.019014572113883334,0.12750000227242708,0.015576541,0.9119830131530762,467.6746826171875
1920,,,3.41,38.03646302,1427,1,48,,,,,,,,,,,
1960,3.0,17.99263286590576,,,,,,1214.5849224090575,480,0.2,-3.9658025771379473,0.10710233449935913,0.0003,-0.027104035929205583,0.20500000491738318,0.019366164,0.9097620248794556,576.0453491210938
1960,,,3.25,33.024782650000006,1444,1,49,,,,,,,,,,,
2000,5.0,93.5148401260376,,,,,,1453.3807689666749,490,0.2,-3.9587553590536118,-0.0008594989776611328,0.0003,-0.025526339484749982,0.18750000409781933,0.01597894,0.908097505569458,1651.6339111328125
2000,,,3.26,36.94726302,1460,1,50,,,,,,,,,,,
2040,5.0,50.950186014175415,,,,,,1765.1653873443604,500,0.2,-3.952513262629509,0.037095725536346436,0.0003,-0.010964054439682513,0.2500000046566129,0.015958263,0.906190037727356,513.4025268554688
2040,,,3.32,40.530664019999996,1478,1,51,,,,,,,,,,,
2080,5.0,106.28670644760132,,,,,,2055.650047302246,510,0.2,-3.9450092792510985,0.07348978519439697,0.0003,-0.02076142185846038,0.20750000458210707,0.012318859,0.9044636487960815,904.3316650390625
2080,,,3.36,42.032948780000005,1494,1,52,,,,,,,,,,,
2120,5.0,82.98914217948914,,,,,,1319.0128326416016,520,0.2,-3.939629703760147,0.0803598165512085,0.0003,-0.008370098809027693,0.06250000093132257,0.011970337,0.9037834405899048,447.605712890625
2120,,,3.51,47.520305640000004,1511,1,53,,,,,,,,,,,
2160,5.0,87.98202133178711,,,,,,2080.3912971496584,530,0.2,-3.9376191049814224,0.0706096887588501,0.0003,-0.029503475398087176,0.3225000087171793,0.025603648,0.9030507802963257,1341.135498046875
2160,,,3.65,50.89592396,1529,1,54,,,,,,,,,,,
2200,5.0,168.1188507080078,,,,,,982.1850260734558,540,0.2,-3.9354567736387254,0.15639203786849976,0.0003,-0.014825691716287115,0.46000000834465027,0.018027436,0.9025868773460388,399.0813293457031
2200,,,3.7,51.78260463000001,1548,1,55,,,,,,,,,,,
2240,1.0,-5.0,,,,,,1799.953514099121,550,0.2,-3.9325903445482253,0.037273108959198,0.0003,-0.01458660678988961,0.14750000238418579,0.027189244,0.9020587801933289,1509.9193115234375
2240,,,3.73,52.17925765,1724,1,56,,,,,,,,,,,
2280,4.0,84.61516952514648,,,,,,1919.8615478515626,560,0.2,-3.92815922498703,0.041027069091796875,0.0003,-0.012701004426780927,0.287500006519258,0.016147964,0.8995057940483093,1496.841064453125
2280,,,3.76,53.569090849999995,1791,1,57,,,,,,,,,,,
2320,3.0,30.12642192840576,,,,,,1074.3567209243774,570,0.2,-3.9132697552442552,0.13048434257507324,0.0003,-0.007286066746564757,0.15250000283122062,0.02104032,0.8937778472900391,218.66455078125
2320,,,3.83,56.27610416,1807,1,58,,,,,,,,,,,
2360,5.0,109.2887601852417,,,,,,793.3248534679412,580,0.2,-3.897505244612694,0.2292882800102234,0.0003,-0.021971884968806997,0.21000000536441804,0.02779777,0.8902620077133179,400.91961669921875
2360,,,3.85,57.06959533,1867,1,59,,,,,,,,,,,
2400,5.0,-2.7917098999023438,,,,,,1226.0619831085205,590,0.2,-3.885372483730316,-0.050717830657958984,0.0003,-0.009098592938935335,0.1950000036507845,0.011782571,0.8866640329360962,685.9672241210938
2400,,,3.94,58.732986269999984,1882,1,60,,,,,,,,,,,
2440,3.0,32.96851825714111,,,,,,1241.4871646881104,600,0.2,-3.873688194155693,0.12889260053634644,0.0003,-0.0004952945871627868,0.3450000064447522,0.011832411,0.8839006423950195,406.9813537597656
2440,,,3.88,57.22227010000002,1897,1,61,,,,,,,,,,,
2480,5.0,-2.69973224401474,,,,,,1273.014578819275,610,0.2,-3.8657156199216844,0.08595126867294312,0.0003,-0.0039832068435589505,0.27250000573694705,0.010732572,0.8813962936401367,458.73797607421875
2480,,,3.84,54.67761285999999,1912,1,62,,,,,,,,,,,
2520,2.0,-2.6685683727264404,,,,,,1414.898658657074,620,0.2,-3.850860732793808,0.002946317195892334,0.0003,-0.022468641404593658,0.29250000659376385,0.04661054,0.8757563829421997,646.3673095703125
2520,,,3.77,50.08811415,1927,1,63,,,,,,,,,,,
2560,5.0,110.71319580078125,,,,,,1785.2632347106933,630,0.2,-3.8396344780921936,0.13508844375610352,0.0003,-0.013400292951082516,0.18250000327825547,0.012078356,0.8760384321212769,439.3712463378906
2560,,,3.79,52.60905453999999,1943,1,64,,,,,,,,,,,
2600,5.0,83.20071029663086,,,,,,1107.572371673584,640,0.2,-3.840331268310547,0.20359468460083008,0.0003,-0.022896241950729746,0.31500000786036253,0.018553182,0.875454843044281,361.8153991699219
2600,,,3.8,53.058383430000006,1959,1,65,,,,,,,,,,,
2640,5.0,49.89351797103882,,,,,,1660.3110063791275,650,0.2,-3.8353638261556626,0.12490332126617432,0.0003,-0.023389807359199044,0.25750000569969417,0.027965799,0.8736317157745361,1435.0982666015625
2640,,,3.87,54.149996439999995,1973,1,66,,,,,,,,,,,
2680,3.0,32.74099349975586,,,,,,1197.8471214294434,660,0.2,-3.8260916739702227,0.05629914999008179,0.0003,-0.015074696302472134,0.23500000424683093,0.017123768,0.8698776960372925,836.0866088867188
2680,,,3.92,54.67675528000001,1987,1,67,,,,,,,,,,,
2720,5.0,139.93236351013184,,,,,,1020.9657479286194,670,0.2,-3.8145316541194916,0.28344881534576416,0.0003,-0.020748191949678585,0.18250000346451997,0.022464454,0.868632972240448,640.4085693359375
2720,,,3.94,55.54659354,2005,1,68,,,,,,,,,,,
2760,5.0,151.61989784240723,,,,,,747.632223367691,680,0.2,-3.8101269721984865,0.22733676433563232,0.0003,-0.04098419216799813,0.4425000103190541,0.049201846,0.8674656748771667,237.6748504638672
2760,,,3.94,55.05639264999999,2021,1,69,,,,,,,,,,,
2800,5.0,145.90451431274414,,,,,,2236.232172393799,690,0.2,-3.804895794391632,0.006150960922241211,0.0003,-0.013119006915658237,0.11250000167638063,0.008670297,0.8659137487411499,561.746337890625
2800,,,3.85,53.52960495,2038,1,70,,,,,,,,,,,
2840,5.0,125.8077163696289,,,,,,2049.7170745849608,700,0.2,-3.798892709612846,0.06860345602035522,0.0003,-0.024178326943037974,0.17250000331550835,0.015088038,0.8631279468536377,682.9735717773438
2840,,,3.9,57.893199239999994,2144,1,71,,,,,,,,,,,
2880,5.0,17.973125755786896,,,,,,2057.952117538452,710,0.2,-3.7915151119232178,0.019047796726226807,0.0003,0.0027842836394484038,0.16750000342726706,0.0065951794,0.8629490733146667,716.7145385742188
2880,,,3.85,59.17159090000001,2206,1,72,,,,,,,,,,,
2920,5.0,152.4819393157959,,,,,,1935.2298048019409,720,0.2,-3.7896329283714296,0.051614582538604736,0.0003,-0.007484670984995323,0.3650000086054206,0.056007806,0.8611575961112976,438.7379150390625
2920,,,3.88,63.270630600000004,2220,1,73,,,,,,,,,,,
2960,5.0,122.28874397277832,,,,,,2585.9986003875733,730,0.2,-3.7831828564405443,0.09856784343719482,0.0003,-0.020646702652229575,0.1325000025331974,0.010960355,0.859806478023529,1160.986083984375
2960,,,3.9,65.34301836,2236,1,74,,,,,,,,,,,
3000,4.0,79.81424903869629,,,,,,1643.365735244751,740,0.2,-3.775471457839012,0.13330227136611938,0.0003,-0.014045450862295184,0.28750000707805157,0.037503004,0.8572090864181519,830.2225341796875
3000,,,3.93,66.73325876999999,2252,1,75,,,,,,,,,,,
3040,5.0,126.19948720932007,,,,,,1746.2905799865723,750,0.2,-3.7681577503681183,0.10497492551803589,0.0003,-0.0035686790034515025,0.14000000301748514,0.034834247,0.8566238880157471,817.83203125
3040,,,3.81,65.84855029,2271,1,76,,,,,,,,,,,
3080,3.0,55.034706115722656,,,,,,1616.6558334350586,760,0.2,-3.7567820847034454,0.040872931480407715,0.0003,0.004626136266087988,0.1400000022724271,0.034987558,0.8506115674972534,634.2008056640625
3080,,,3.72,66.64086839000001,2287,1,77,,,,,,,,,,,
3120,4.0,45.71457576751709,,,,,,2041.4323778152466,770,0.2,-3.738692137598991,0.026597559452056885,0.0003,-0.0463724083150737,0.25500000510364773,0.017623197,0.8485132455825806,1103.6954345703125
3120,,,3.79,71.49623653999998,2303,1,78,,,,,,,,,,,
3160,5.0,84.13404107093811,,,,,,1785.6534393310546,780,0.2,-3.7347172021865847,0.05453383922576904,0.0003,-0.027150002867447252,0.26000000573694704,0.030898068,0.8481349945068359,1031.4705810546875
3160,,,3.71,71.69897844,2321,1,79,,,,,,,,,,,
3200,5.0,78.00338649749756,,,,,,2048.2052116394043,790,0.2,-3.730006715655327,0.00590670108795166,0.0003,-0.007403707335688514,0.25750000644475224,0.041383512,0.8451521396636963,716.5337524414062
3200,,,3.62,66.83104929000001,2340,1,80,,,,,,,,,,,
3240,5.0,132.84222221374512,,,,,,1468.6585258483888,800,0.2,-3.7194753766059874,0.057237863540649414,0.0003,-0.02586497900847462,0.28000000715255735,0.008931737,0.8429654836654663,212.44448852539062
3240,,,3.69,69.15783666,2355,1,81,,,,,,,,,,,
3280,5.0,66.45537972450256,,,,,,1466.6536917686462,810,0.2,-3.7097055345773695,0.22487592697143555,0.0003,0.016730838107177987,0.25000000521540644,0.007345322,0.8414989709854126,524.9797973632812
3280,,,3.64,65.44388831,2371,1,82,,,,,,,,,,,
3320,5.0,112.51469373703003,,,,,,1528.4344184875488,820,0.2,-3.6993399411439896,-0.05690562725067139,0.0003,-0.004372785287560177,0.17000000327825546,0.009170571,0.8361756205558777,775.2449340820312
3320,,,3.7,66.20631093000001,2386,1,83,,,,,,,,,,,
3360,4.0,96.47014808654785,,,,,,1781.9699060440064,830,0.2,-3.6831041783094407,0.18274527788162231,0.0003,-0.002133597653446484,0.21750000454485416,0.004124959,0.8333605527877808,1627.8277587890625
3360,,,3.69,64.20837472999999,2402,1,84,,,,,,,,,,,
3400,5.0,128.24047470092773,,,,,,2312.6516023635863,840,0.2,-3.676483544707298,0.12441790103912354,0.0003,-0.00790554238126786,0.1325000027194619,0.00758895,0.8327635526657104,1469.5362548828125
3400,,,3.66,63.75923011,2458,1,85,,,,,,,,,,,
3440,5.0,174.24031829833984,,,,,,1465.097444152832,850,0.2,-3.6732020348310472,0.09453779458999634,0.0003,-0.03105028280609985,0.27000000663101675,0.037946004,0.8317372798919678,604.0101318359375
3440,,,3.74,64.97138756,2473,1,86,,,,,,,,,,,
3480,5.0,33.865220069885254,,,,,,1266.2307064056397,860,0.2,-3.6660858184099196,0.11499649286270142,0.0003,-0.00863819490856258,0.180000002682209,0.009669791,0.8299455642700195,1890.9366455078125
3480,,,3.8,64.34265137,2533,1,87,,,,,,,,,,,
3520,5.0,57.38380241394043,,,,,,790.0434185028076,870,0.2,-3.669361972808838,0.22592014074325562,0.0003,-0.019822700331787922,0.1725000036880374,0.02428571,0.8353577852249146,364.3927917480469
3520,,,3.87,66.9903374,2548,1,88,,,,,,,,,,,
3560,5.0,165.93166542053223,,,,,,2971.8869449615477,880,0.2,-3.676978462934494,0.11943286657333374,0.0003,-0.015906723096868514,0.1875000037252903,0.012905239,0.8355709910392761,1085.5704345703125
3560,,,3.96,68.39592232999999,2562,1,89,,,,,,,,,,,
3600,5.0,105.54278612136841,,,,,,2744.5979652404785,890,0.2,-3.6722624242305755,0.1275150179862976,0.0003,-0.01021607783244689,0.0825000012293458,0.0071074534,0.8336429595947266,2022.23828125
3600,,,4.09,74.70619178,2578,1,90,,,,,,,,,,,
3640,5.0,195.29364776611328,,,,,,1397.346262216568,900,0.2,-3.6696291625499726,0.08346349000930786,0.0003,-0.014493400804640278,0.3250000076368451,0.017889705,0.8341996669769287,914.7976684570312
3640,,,4.08,74.89588402999999,2593,1,91,,,,,,,,,,,
3680,5.0,176.12878799438477,,,,,,1965.8461776733398,910,0.2,-3.665735897421837,0.18284988403320312,0.0003,-0.015250840949629491,0.312500006519258,0.014025936,0.8321676254272461,916.5941772460938
3680,,,4.11,78.66935299999999,2608,1,92,,,,,,,,,,,
3720,5.0,161.32352828979492,,,,,,1711.1508657455445,920,0.2,-3.661715495586395,0.06065952777862549,0.0003,-0.014939050332359339,0.3400000074878335,0.011636607,0.8319019675254822,405.77703857421875
3720,,,4.08,77.74519342,2623,1,93,,,,,,,,,,,
3760,5.0,96.85441875457764,,,,,,1773.3047424316405,930,0.2,-3.6544543534517286,0.16302728652954102,0.0003,-0.012767723065044267,0.22500000465661288,0.01411383,0.8293766379356384,950.58642578125
3760,,,4.1,80.39391295,2638,1,94,,,,,,,,,,,
3800,5.0,81.17959403991699,,,,,,2664.8678634643557,940,0.2,-3.645159196853638,0.16494286060333252,0.0003,-0.02611705885410629,0.12000000178813934,0.012998441,0.826959490776062,2661.9072265625
3800,,,4.09,79.38708745999999,2681,1,95,,,,,,,,,,,
3840,5.0,38.7620153427124,,,,,,1511.0145915985108,950,0.2,-3.630744215846062,0.19406431913375854,0.0003,-0.01247638771743369,0.17750000283122064,0.013948362,0.8215503096580505,663.1155395507812
3840,,,4.15,82.96525531000002,2698,1,96,,,,,,,,,,,
3880,5.0,103.30669021606445,,,,,,1857.9219802856446,960,0.2,-3.620750442147255,0.07853621244430542,0.0003,-0.011272172993740236,0.3750000074505806,0.017295174,0.8230706453323364,1552.4256591796875
3880,,,4.17,82.28027605,2764,1,97,,,,,,,,,,,
3920,3.0,33.27905321121216,,,,,,1192.1894936561584,970,0.2,-3.6241688072681426,0.29592740535736084,0.0003,-0.00790827422424627,0.22000000458210706,0.095367394,0.8229364156723022,745.1314697265625
3920,,,4.14,80.21846279,2782,1,98,,,,,,,,,,,
3960,5.0,105.56668150424957,,,,,,1219.0008534431458,980,0.2,-3.6204832196235657,0.24882417917251587,0.0003,-0.02573683422320756,0.3875000076368451,0.08564908,0.8218739032745361,467.05877685546875
3960,,,4.16,81.78322228000002,2801,1,99,,,,,,,,,,,
4000,5.0,176.57033157348633,,,,,,987.8311447620392,990,0.2,-3.616251716017723,0.15250754356384277,0.0003,-0.00812487670598785,0.24000000525265933,0.014175266,0.822253406047821,478.0854187011719
4000,,,4.16,80.71561319,2820,1,100,,,,,,,,,,,
4040,5.0,102.51608920097351,,,,,,910.499194908142,1000,0.2,-3.6143118679523467,0.2051471471786499,0.0003,-0.0030027121145394632,0.29250000659376385,0.033435836,0.8204203844070435,556.98291015625
4040,,,4.14,79.66557306,2835,1,101,,,,,,,,,,,
4080,3.0,56.38669013977051,,,,,,1972.094909286499,1010,0.2,-3.6047163724899294,0.1275450587272644,0.0003,-0.024099353397505175,0.09750000145286322,0.01042776,0.8174700736999512,707.97216796875
4080,,,4.15,80.77722243000001,2853,1,102,,,,,,,,,,,
4120,5.0,40.48960939049721,,,,,,2138.028212738037,1020,0.2,-3.5962494760751724,0.031078636646270752,0.0003,0.034464230054618385,0.26750000528991225,0.0076677217,0.8151283264160156,340.550537109375
4120,,,4.19,80.93565204,2873,1,103,,,,,,,,,,,
4160,5.0,136.69376754760742,,,,,,1458.8358982086181,1030,0.2,-3.592890980839729,0.13574695587158203,0.0003,-0.012854448093858084,0.19750000387430192,0.01951323,0.8149797916412354,1047.4398193359375
4160,,,4.21,82.75873962,2892,1,104,,,,,,,,,,,
4200,5.0,136.86116886138916,,,,,,1679.791307067871,1040,0.2,-3.583136776089668,0.11646723747253418,0.0003,-0.028547392735345057,0.27250000555068254,0.018232882,0.8106828927993774,814.4774780273438
4200,,,4.15,80.54861138999999,2912,1,105,,,,,,,,,,,
4240,5.0,52.34369468688965,,,,,,2108.6210602760316,1050,0.2,-3.570282059907913,0.08284509181976318,0.0003,-0.015807439473428532,0.1400000024586916,0.025276603,0.8089804649353027,341.3011779785156
4240,,,4.23,83.02532568000001,2986,1,106,,,,,,,,,,,
4280,5.0,70.6336874961853,,,,,,1345.5223534584045,1060,0.2,-3.5707978159189224,0.13172787427902222,0.0003,-0.020514273608423526,0.39250000938773155,0.021393206,0.8115451335906982,1324.1563720703125
4280,,,4.14,79.5928276,3007,1,107,,,,,,,,,,,
4320,5.0,33.42568492889404,,,,,,1195.9554454803467,1070,0.2,-3.5693704426288604,0.13117718696594238,0.0003,-0.003305856484457781,0.2125000048428774,0.019364413,0.8082283735275269,627.9365844726562
4320,,,4.13,78.44576232,3025,1,108,,,,,,,,,,,
4360,4.0,56.69943046569824,,,,,,1303.0197477340698,1080,0.2,-3.556234085559845,0.19071310758590698,0.0003,-0.018704566781962063,0.23250000458210707,0.027141366,0.8045291900634766,1258.4522705078125
4360,,,4.1,79.59286315,3044,1,109,,,,,,,,,,,
4400,5.0,174.99536514282227,,,,,,2043.7861095428466,1090,0.2,-3.5465958029031754,0.1536085605621338,0.0003,-0.0006287554457230726,0.3775000086054206,0.021598449,0.8039643168449402,836.749755859375
4400,,,4.13,80.00919472,3061,1,110,,,,,,,,,,,
4440,5.0,63.444024085998535,,,,,,1496.6701671600342,1100,0.2,-3.5467407435178755,0.1906549334526062,0.0003,-0.02641885755750991,0.2825000058859587,0.026319839,0.8035592436790466,488.5818176269531
4440,,,4.1,78.73419589,3078,1,111,,,,,,,,,,,
4480,5.0,129.36382865905762,,,,,,1622.0087955474853,1110,0.2,-3.541284477710724,0.18756389617919922,0.0003,-0.014193311430863087,0.2700000062584877,0.030565709,0.8012771010398865,831.8192749023438
4480,,,4.08,77.63175211000001,3098,1,112,,,,,,,,,,,
4520,5.0,75.55853414535522,,,,,,1705.126097869873,1120,0.2,-3.5351786613464355,0.21738362312316895,0.0003,-0.00701858172978973,0.25500000473111867,0.083952755,0.8003661036491394,498.8507385253906
4520,,,4.15,81.35399402,3116,1,113,,,,,,,,,,,
4560,3.0,42.78366661071777,,,,,,1381.843246459961,1130,0.2,-3.536110225319862,0.31387126445770264,0.0003,-0.009634311341869761,0.17250000331550835,0.01930811,0.8019706606864929,867.4108276367188
4560,,,4.18,82.92680105,3134,1,114,,,,,,,,,,,
4600,5.0,113.64940309524536,,,,,,1240.1182609558105,1140,0.2,-3.5309341698884964,0.3306902050971985,0.0003,-0.007245807421859351,0.2150000048801303,0.026656866,0.799358069896698,441.7250671386719
4600,,,4.18,84.38326508,3207,1,115,,,,,,,,,,,
4640,4.0,74.34368324279785,,,,,,1767.3075450897218,1150,0.2,-3.5232469707727434,0.1011093258857727,0.0003,-0.02077708858160805,0.24000000413507222,0.023538705,0.7971305251121521,467.0541076660156
4640,,,4.19,84.51447256,3355,1,116,,,,,,,,,,,
4680,5.0,141.62580490112305,,,,,,1867.3433753967286,1160,0.2,-3.517669451236725,0.1193433403968811,0.0003,-0.037455336203415755,0.4475000109523535,0.031518787,0.796801745891571,1662.7425537109375
4680,,,4.23,90.18586743999998,3369,1,117,,,,,,,,,,,
4720,5.0,140.99740934371948,,,,,,2780.792356109619,1170,0.2,-3.5105567783117295,0.14267343282699585,0.0003,-0.0011051668652362402,0.23000000454485417,0.016172267,0.7941551208496094,788.11962890625
4720,,,4.26,93.52540103999998,3384,1,118,,,,,,,,,,,
4760,5.0,107.59131789207458,,,,,,1373.2994863510132,1180,0.2,-3.5021646112203597,0.31176602840423584,0.0003,-0.0055976022686536455,0.30000000521540643,0.04458611,0.793095052242279,480.2080993652344
4760,,,4.36,99.17756405,3403,1,119,,,,,,,,,,,
4800,5.0,69.027099609375,,,,,,1696.280755996704,1190,0.2,-3.4982486724853517,0.36712646484375,0.0003,-0.015315255221521485,0.12750000245869159,0.006250793,0.7916491031646729,809.2498168945312
4800,,,4.4,99.41998941999996,3424,1,120,,,,,,,,,,,
4840,5.0,48.64294385910034,,,,,,1366.2017532348632,1200,0.2,-3.4906401216983793,0.2542349696159363,0.0003,-0.02253879694736043,0.28500000648200513,0.010363209,0.7897645831108093,338.3863220214844
4840,,,4.41,100.60865891000002,3442,1,121,,,,,,,,,,,
4880,4.0,97.38543128967285,,,,,,985.9668314933776,1210,0.2,-3.4793470948934555,0.2576160430908203,0.0003,-0.0005565982802363534,0.20500000454485418,0.011215188,0.7854238748550415,492.5216064453125
4880,,,4.36,101.15541865999998,3462,1,122,,,,,,,,,,,
