time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/value_loss,eval/mean_reward,eval/mean_ep_length
388,3880,40.090485279999996,0,2.82,4445,,,,,,,,,,,,,
389,3890,41.44194566,0,2.85,4448,0.0003,-0.04993939399719238,-0.002271536132326446,0.9582294225692749,0.2,393.0414733886719,-4.127610683441162,1.7619133e-05,0.0,388,1124.1334838867188,,
390,3900,41.892320440000006,0,2.91,4451,0.0003,-0.03418862819671631,9.325147111649557e-05,0.9583549499511719,0.2,1680.6475830078125,-4.127662420272827,7.247925e-05,0.0,389,2699.97607421875,,
391,3910,36.807580679999994,0,2.8,4454,0.0003,-0.04465138912200928,-0.0023206889163702726,0.9584544897079468,0.2,638.2695922851562,-4.1280317306518555,2.1469594e-05,0.0,390,1247.7538452148438,,
,3920,,,,,0.0003,0.05132204294204712,0.005239355564117254,0.9585248827934265,0.2,433.0805358886719,-4.128315210342407,8.6778404e-05,0.0,391,2007.9810791015625,-5.0,1.0
392,3920,37.44060632,0,2.76,4460,,,,,,,,,,,,,
393,3930,36.91196653,0,2.72,4464,0.0003,0.03969460725784302,0.0009253740659915799,0.9585637450218201,0.2,2463.9365234375,-4.1285130977630615,0.00017582775,0.0,392,3088.4913330078125,,
394,3940,35.54442843,0,2.63,4467,0.0003,0.018844246864318848,-0.003737914515660634,0.9585844874382019,0.2,377.51971435546875,-4.128621339797974,0.00011203289,0.0,393,1207.8191833496094,,
395,3950,34.73889577,0,2.61,4471,0.0003,-0.0009503364562988281,-0.004273140616715132,0.9585942625999451,0.2,2437.489990234375,-4.128674268722534,4.8244e-05,0.0,394,4490.13427734375,,
,3960,,,,,0.0003,-0.012223362922668457,-0.011390614323318005,0.9586002230644226,0.2,2161.039306640625,-4.128694772720337,0.00024171472,0.0,395,3392.2060546875,32.525238037109375,2.0
396,3960,37.886490120000005,0,2.68,4478,,,,,,,,,,,,,
397,3970,38.171159689999996,0,2.69,4481,0.0003,-0.12882184982299805,0.00289574870839715,0.9585914611816406,0.2,650.1365966796875,-4.128697872161865,6.269813e-05,0.0,396,1895.3257446289062,,
398,3980,39.172983359999996,0,2.72,4484,0.0003,-0.10580873489379883,-0.00475155124440807,0.9585217237472534,0.2,974.0372924804688,-4.128557205200195,0.00020973683,0.0,397,1770.6447143554688,,
399,3990,44.09754349999999,0,2.76,4519,0.0003,-0.1042097806930542,-0.00848499573767203,0.9585181474685669,0.2,1511.005615234375,-4.128432035446167,0.00028520226,0.0,398,4169.1187744140625,,
,4000,,,,,0.0003,0.016729652881622314,-0.006539460923521645,0.9585280418395996,0.2,6093.33935546875,-4.128418445587158,0.00048385264,0.0,399,9546.7197265625,-5.0,1.0
400,4000,41.70957944,0,2.66,4791,,,,,,,,,,,,,
401,4010,42.17711236,0,2.65,4796,0.0003,-0.016645193099975586,-0.0013042450183995413,0.9585239291191101,0.2,521.4114379882812,-4.128425121307373,8.9025496e-05,0.0,400,1058.85009765625,,
402,4020,44.16066218000001,0,2.69,4798,0.0003,-0.023336410522460938,-0.009544545784592628,0.9584521055221558,0.2,462.233154296875,-4.128365993499756,0.00017076136,0.0,401,1393.2898559570312,,
403,4030,43.01053630999999,0,2.62,4885,0.0003,-0.08728516101837158,0.00838906206190515,0.9583777189254761,0.2,616.7734375,-4.128087759017944,0.00031484963,0.0,402,4973.067687988281,,
,4040,,,,,0.0003,-0.10728764533996582,0.0019226908450944435,0.9583159685134888,0.2,280.0574035644531,-4.127864360809326,2.4414063e-05,0.0,403,860.4431457519531,217.52282333374023,5.0
404,4040,41.53437167,0,2.62,4934,,,,,,,,,,,,,
405,4050,44.90070703000001,0,2.59,4977,0.0003,-0.004882454872131348,0.0011801719432700253,0.9582600593566895,0.2,1616.912109375,-4.12766170501709,9.417534e-05,0.0,404,3975.2965087890625,,
406,4060,44.14979781,0,2.56,5002,0.0003,-0.04560995101928711,-0.00288546085357666,0.958209216594696,0.2,22536.828125,-4.127476453781128,2.861619e-05,0.0,405,25227.19921875,,
407,4070,44.17623057,0,2.53,5006,0.0003,0.002534925937652588,0.0031327485572489877,0.9581782221794128,0.2,404.46051025390625,-4.127320766448975,4.69327e-05,0.0,406,1076.4397888183594,,
,4080,,,,,0.0003,-0.035080790519714355,0.0008087754482399845,0.9581550359725952,0.2,576.2886962890625,-4.127228736877441,2.3579598e-05,0.0,407,1421.8657836914062,10.11456298828125,2.0
408,4080,44.918734730000004,0,2.49,5037,,,,,,,,,,,,,
409,4090,46.28228663000001,0,2.53,5041,0.0003,-0.10254967212677002,-0.00029783846112252377,0.958126962184906,0.2,793.0537109375,-4.127147197723389,5.155802e-06,0.0,408,1363.7704467773438,,
410,4100,48.45973505,0,2.55,5044,0.0003,0.038446247577667236,-0.0011907816398890603,0.9580368995666504,0.2,350.0990295410156,-4.127052545547485,6.3323976e-05,0.0,409,867.8163757324219,,
411,4110,50.21228071,0,2.55,5046,0.0003,0.022996187210083008,-0.002468940569087863,0.9579036235809326,0.2,675.3343505859375,-4.126675367355347,2.1749735e-05,0.0,410,6661.297790527344,,
,4120,,,,,0.0003,0.010130167007446289,0.0017252862686287784,0.9577977061271667,0.2,3714.28662109375,-4.126277446746826,8.438826e-05,0.0,411,4469.1339111328125,197.26981353759766,5.0
412,4120,51.67502748,0,2.56,5054,,,,,,,,,,,,,
413,4130,55.412913509999996,0,2.59,5057,0.0003,0.06757998466491699,-0.0013555050594717954,0.9577042460441589,0.2,1043.4542236328125,-4.125959157943726,2.0539761e-05,0.0,412,5701.8157958984375,,
414,4140,57.95385488000001,0,2.65,5061,0.0003,-0.053719401359558105,-0.00042082667350840097,0.9576244354248047,0.2,7470.68798828125,-4.125670433044434,2.887249e-05,0.0,413,13804.3681640625,,
415,4150,58.87276547,0,2.65,5065,0.0003,-0.01312863826751709,-0.0014599800342693925,0.9575421214103699,0.2,432.1805725097656,-4.125427007675171,1.5926362e-05,0.0,414,2152.687042236328,,
,4160,,,,,0.0003,-0.0006515979766845703,0.002108919760210881,0.9574587345123291,0.2,1717.0045166015625,-4.125155448913574,2.2685528e-05,0.0,415,4161.9677734375,-5.0,1.0
416,4160,57.848556179999996,0,2.57,5072,,,,,,,,,,,,,
417,4170,62.664372549999996,0,2.64,5074,0.0003,0.042650461196899414,0.0018466472625675578,0.9574040174484253,0.2,335.02642822265625,-4.124902963638306,1.3005733e-05,0.0,416,923.6495056152344,,
418,4180,62.100904330000006,0,2.65,5076,0.0003,0.03904306888580322,-0.0007665753480976534,0.9573686122894287,0.2,9007.9130859375,-4.124750852584839,3.0577182e-06,0.0,417,18578.4541015625,,
419,4190,61.574341260000004,0,2.67,5082,0.0003,-0.0010232925415039062,0.0014396668178964234,0.9573462009429932,0.2,1293.5655517578125,-4.1246497631073,1.2290478e-05,0.0,418,2447.9285888671875,,
,4200,,,,,0.0003,0.027786731719970703,-0.00029541254625620184,0.9573237299919128,0.2,538.0285034179688,-4.124578952789307,1.0907651e-06,0.0,419,1005.7264709472656,4.989895284175873,4.0
420,4200,61.668794319999996,0,2.67,5091,,,,,,,,,,,,,
421,4210,62.63195044000001,0,2.72,5094,0.0003,-0.3748213052749634,0.00021172911801770056,0.9573204517364502,0.2,378.2797546386719,-4.124517917633057,8.34465e-07,0.0,420,723.3227233886719,,
422,4220,60.92420488,0,2.71,5097,0.0003,-0.0031278133392333984,-0.0009519696235642527,0.9573129415512085,0.2,1791.326171875,-4.124504804611206,2.9265882e-06,0.0,421,4606.53515625,,
423,4230,62.242830000000005,0,2.71,5100,0.0003,0.089530348777771,-0.00017191767692548154,0.9572872519493103,0.2,1263.312744140625,-4.1244590282440186,2.5093557e-06,0.0,422,1990.1610717773438,,
,4240,,,,,0.0003,-0.0009704828262329102,0.0012965172529222357,0.95725417137146,0.2,19608.525390625,-4.124366521835327,2.759695e-06,0.0,423,20336.01580810547,135.9648094177246,4.0
424,4240,61.83291865,0,2.7,5108,,,,,,,,,,,,,
425,4250,64.7781799,0,2.75,5110,0.0003,-0.058135986328125,0.00020335912995506078,0.9572172164916992,0.2,1665.123779296875,-4.124266862869263,1.1026859e-06,0.0,424,2699.30419921875,,
426,4260,61.43432549,0,2.7,5115,0.0003,-0.0003172159194946289,-0.003146314620972035,0.9571712017059326,0.2,2675.13671875,-4.124134302139282,7.207394e-05,0.0,425,5483.242919921875,,
427,4270,61.7533973,0,2.74,5124,0.0003,-0.014255166053771973,0.0007452130550520408,0.9571732878684998,0.2,232.64923095703125,-4.124005079269409,1.8525125e-05,0.0,426,1072.6028137207031,,
,4280,,,,,0.0003,0.039940834045410156,0.002543699834497204,0.9572085738182068,0.2,682.14990234375,-4.124053001403809,3.467798e-05,0.0,427,1260.372314453125,120.44863319396973,5.0
428,4280,63.511049580000005,0,2.79,5133,,,,,,,,,,,,,
429,4290,64.95199032000001,0,2.81,5136,0.0003,0.027587532997131348,-0.00013462305359990268,0.9572458267211914,0.2,810.6966552734375,-4.124175310134888,1.4996529e-05,0.0,428,2292.6656494140625,,
430,4300,64.4963617,0,2.79,5139,0.0003,0.03223806619644165,0.00046629607677450835,0.9572767019271851,0.2,718.2802734375,-4.124284505844116,7.5638295e-06,0.0,429,2124.9596557617188,,
431,4310,64.04266557999999,0,2.81,5142,0.0003,-0.03491616249084473,-0.0010227621300145096,0.9573254585266113,0.2,1620.8204345703125,-4.124399900436401,1.1742115e-05,0.0,430,2385.0611572265625,,
,4320,,,,,0.0003,0.01538151502609253,-0.00217878832481766,0.9573647379875183,0.2,954.138671875,-4.124541282653809,8.887053e-06,0.0,431,5332.276794433594,143.04066467285156,5.0
432,4320,66.42922754,0,2.88,5152,,,,,,,,,,,,,
433,4330,68.43380250999999,0,2.91,5156,0.0003,0.08337134122848511,-0.004099738691001775,0.9574117064476013,0.2,1828.82470703125,-4.124675512313843,3.5578014e-05,0.0,432,2674.5446166992188,,
434,4340,68.66836267,0,2.93,5159,0.0003,0.08354198932647705,0.006010180804878473,0.9573163390159607,0.2,896.28076171875,-4.1247076988220215,0.00015985966,0.0,433,1406.5118103027344,,
435,4350,69.08491461,0,2.96,5162,0.0003,-0.02302408218383789,0.005659562256187911,0.957237958908081,0.2,3407.815673828125,-4.1244189739227295,0.00022867322,0.0,434,7823.019287109375,,
,4360,,,,,0.0003,-0.002992391586303711,0.00625948328524828,0.9571797251701355,0.2,1010.419189453125,-4.12418794631958,9.423494e-05,0.0,435,2358.4801635742188,146.47186809778214,5.0
436,4360,72.70089543,0,3.0,5170,,,,,,,,,,,,,
437,4370,72.94625096,0,3.05,5173,0.0003,-0.04481327533721924,-0.00012922584719454733,0.9571331739425659,0.2,3636.88720703125,-4.124014377593994,3.9428473e-05,0.0,436,7412.998046875,,
438,4380,75.07062648,0,3.08,5177,0.0003,-0.02320575714111328,0.0012174785137180066,0.9570938944816589,0.2,812.4689331054688,-4.1238768100738525,2.0200014e-05,0.0,437,9958.582702636719,,
439,4390,76.14827358,0,3.11,5234,0.0003,-0.021396398544311523,-0.0005405589938165534,0.9570635557174683,0.2,617.3107299804688,-4.123753309249878,5.8710575e-06,0.0,438,2505.5911254882812,,
,4400,,,,,0.0003,-0.018221020698547363,0.0014245868194846523,0.9570531845092773,0.2,2669.53271484375,-4.123676061630249,1.038909e-05,0.0,439,3422.96630859375,65.43844795227051,3.0
440,4400,71.1307431,0,3.0,5244,,,,,,,,,,,,,
441,4410,68.78197812999998,0,2.96,5247,0.0003,0.029924213886260986,-0.00044786335201507654,0.9570390582084656,0.2,760.992919921875,-4.123639822006226,4.5478346e-06,0.0,440,1338.3385009765625,,
442,4420,65.75564759,0,2.95,5293,0.0003,0.029402315616607666,6.311536271752516e-05,0.957018256187439,0.2,618.2158203125,-4.1235902309417725,2.8789043e-06,0.0,441,1093.8406982421875,,
443,4430,61.26848638000001,0,2.9,5298,0.0003,0.08716052770614624,0.0003272414323873818,0.957032322883606,0.2,456.1590576171875,-4.1235480308532715,5.924702e-06,0.0,442,845.8470764160156,,
,4440,,,,,0.0003,-0.07847368717193604,-0.004010823275894637,0.957002580165863,0.2,760.113525390625,-4.1235435009002686,2.9051303e-05,0.0,443,1380.9065551757812,120.90125846862793,4.0
444,4440,61.26353067,0,2.91,5306,,,,,,,,,,,,,
445,4450,61.11704076,0,2.85,5311,0.0003,-0.025241971015930176,0.00021965206251484126,0.9569863080978394,0.2,693.4043579101562,-4.123450756072998,1.2034178e-05,0.0,444,1843.96923828125,,
446,4460,60.043727170000004,0,2.84,5313,0.0003,-0.07323622703552246,0.0006478607887401289,0.9569637179374695,0.2,1900.4296875,-4.123398780822754,4.5478346e-06,0.0,445,6177.7603759765625,,
447,4470,63.20398433999999,0,2.83,5354,0.0003,-0.06537282466888428,-0.00043626428232457215,0.956932008266449,0.2,6523.00634765625,-4.123306512832642,3.361702e-06,0.0,446,13988.23388671875,,
,4480,,,,,0.0003,-0.003318309783935547,-0.00017147661128547043,0.9569069147109985,0.2,7841.34814453125,-4.12320876121521,5.7816504e-07,0.0,447,14146.9755859375,23.141660690307617,2.0
448,4480,64.38032918000002,0,2.86,5368,,,,,,,,,,,,,
449,4490,64.23566522,0,2.84,5371,0.0003,-0.057034969329833984,0.0012515545357016933,0.9568630456924438,0.2,628.9127807617188,-4.123124122619629,9.983778e-06,0.0,448,1048.4731750488281,,
450,4500,62.23326686,0,2.82,5375,0.0003,0.04423719644546509,-4.5615433919010684e-05,0.9568042159080505,0.2,871.2583618164062,-4.122953176498413,8.6426735e-07,0.0,449,1315.2750244140625,,
451,4510,58.23892433,0,2.76,5378,0.0003,-0.018425464630126953,-0.00014231205278747439,0.9567502737045288,0.2,510.2660827636719,-4.122770547866821,2.5868417e-06,0.0,450,1238.2787475585938,,
,4520,,,,,0.0003,0.019831717014312744,0.0008466005558149803,0.9566836357116699,0.2,2672.892822265625,-4.122581720352173,1.7672777e-05,0.0,451,3611.9187622070312,262.7190575003624,5.0
452,4520,60.364046990000006,0,2.79,5386,,,,,,,,,,,,,
453,4530,62.54392645,0,2.8,5388,0.0003,-0.005971074104309082,0.0018849894404411316,0.9566230773925781,0.2,9778.0185546875,-4.122370719909668,6.7532064e-06,0.0,452,13398.170166015625,,
454,4540,63.64952921,0,2.81,5391,0.0003,0.014184176921844482,0.00020575524249721866,0.9565731883049011,0.2,7170.369140625,-4.122182607650757,4.667044e-06,0.0,453,14974.5361328125,,
455,4550,67.57283632000001,0,2.87,5394,0.0003,0.024919092655181885,0.00168984530027938,0.9565280675888062,0.2,12031.560546875,-4.122026681900024,4.0888785e-06,0.0,454,15564.6103515625,,
,4560,,,,,0.0003,-0.0740278959274292,-0.001120227645151406,0.956436038017273,0.2,943.1668701171875,-4.1218483448028564,2.3192168e-05,0.0,455,1438.137939453125,19.23484230041504,3.0
456,4560,67.84968114,0,2.87,5402,,,,,,,,,,,,,
457,4570,65.97448145999999,0,2.82,5405,0.0003,0.043744444847106934,0.0005452752113344062,0.956316351890564,0.2,765.4713745117188,-4.121537208557129,2.2041799e-05,0.0,456,1154.2702331542969,,
458,4580,67.29124845999999,0,2.86,5408,0.0003,0.059323132038116455,-0.0010217368369920266,0.9561346769332886,0.2,1230.1737060546875,-4.121079921722412,4.631877e-05,0.0,457,2512.84423828125,,
459,4590,68.80686017,0,2.9,5410,0.0003,-0.10446524620056152,0.000526046787854284,0.9559714198112488,0.2,1289.423095703125,-4.120519399642944,1.1146069e-06,0.0,458,2721.3155517578125,,
,4600,,,,,0.0003,0.06543415784835815,-0.002107626199722379,0.9558310508728027,0.2,1716.349609375,-4.120010852813721,2.64287e-05,0.0,459,7279.2987060546875,87.02168989181519,5.0
460,4600,71.25567824,0,2.93,5419,,,,,,,,,,,,,
461,4610,69.96885167,0,2.9,5421,0.0003,0.016368508338928223,0.003701734682545421,0.9557100534439087,0.2,2443.280029296875,-4.119574069976807,5.558133e-05,0.0,460,3606.394287109375,,
462,4620,68.80816921,0,2.84,5424,0.0003,-0.013032197952270508,0.00048635603161528707,0.9556154012680054,0.2,3852.597900390625,-4.1192097663879395,4.774332e-06,0.0,461,6598.536376953125,,
463,4630,68.52780722,0,2.87,5468,0.0003,0.029322266578674316,-0.0005756497266702354,0.9555251002311707,0.2,1596.697021484375,-4.118910551071167,3.1292439e-06,0.0,462,4058.1707763671875,,
,4640,,,,,0.0003,0.00916433334350586,-0.000940430152695626,0.9553613066673279,0.2,1372.80078125,-4.118616104125977,2.6005508e-05,0.0,463,3598.8336181640625,-5.0,1.0
464,4640,63.380702680000006,0,2.78,5475,,,,,,,,,,,,,
465,4650,61.84736341,0,2.77,5478,0.0003,0.07474374771118164,0.000423622137162738,0.9551409482955933,0.2,522.5624389648438,-4.117990016937256,2.7889013e-05,0.0,464,1152.7787475585938,,
466,4660,61.88274397000001,0,2.7,5496,0.0003,0.14357519149780273,-0.002437144564464866,0.9549564719200134,0.2,622.3334350585938,-4.117298364639282,5.3799155e-05,0.0,465,1137.8292236328125,,
467,4670,63.66319590999999,0,2.76,5545,0.0003,-0.007058382034301758,-0.0007308483473025262,0.9548112154006958,0.2,19641.021484375,-4.116745471954346,1.0323524e-05,0.0,466,20754.257080078125,,
,4680,,,,,0.0003,0.22274798154830933,-0.0014029741985766009,0.9546946883201599,0.2,324.72625732421875,-4.116302967071533,1.1307001e-05,0.0,467,825.1247863769531,100.81423950195312,5.0
468,4680,64.61730798,0,2.79,5553,,,,,,,,,,,,,
469,4690,66.88861788000001,0,2.87,5557,0.0003,0.05001014471054077,-0.0009558796766215849,0.9545992612838745,0.2,298.59814453125,-4.115955829620361,1.0406971e-05,0.0,468,863.5083923339844,,
470,4700,67.84508626,0,2.88,5559,0.0003,-0.10441040992736816,-0.0019905269145965576,0.9544939994812012,0.2,696.3856811523438,-4.115642070770264,1.4978647e-05,0.0,469,4649.78662109375,,
471,4710,71.28363763,0,2.92,5562,0.0003,0.056962430477142334,0.0009031713241718364,0.9543890357017517,0.2,1923.42919921875,-4.115294933319092,0.00012059808,0.0,470,3565.9451904296875,,
,4720,,,,,0.0003,-0.07454752922058105,-0.0004390716727353805,0.954302191734314,0.2,10243.349609375,-4.114978790283203,1.0031462e-05,0.0,471,13895.67333984375,77.13138198852539,3.0
472,4720,74.67555874,0,2.92,5569,,,,,,,,,,,,,
473,4730,70.45828843999999,0,2.87,5574,0.0003,-0.05049324035644531,-0.0010944814188409424,0.9542273879051208,0.2,778.6483764648438,-4.114710807800293,4.7504905e-06,0.0,472,2302.9177856445312,,
474,4740,71.43367461000001,0,2.9,5577,0.0003,0.08009439706802368,-0.00040128827677143875,0.9541561007499695,0.2,712.97021484375,-4.114484786987305,2.5767089e-05,0.0,473,1391.8453369140625,,
475,4750,72.07251075,0,2.94,5581,0.0003,0.0547214150428772,-0.0020623744931071997,0.954096257686615,0.2,1990.6915283203125,-4.114260673522949,8.964539e-06,0.0,474,2948.70263671875,,
,4760,,,,,0.0003,-0.04055225849151611,0.0015010953182352793,0.9540408849716187,0.2,754.0650634765625,-4.114069938659668,1.7601253e-05,0.0,475,1701.647216796875,112.51405334472656,5.0
476,4760,72.30978398,0,2.97,5589,,,,,,,,,,,,,
477,4770,70.07515499,0,2.92,5594,0.0003,0.026802361011505127,-0.00013492107100354644,0.9539873003959656,0.2,1012.5119018554688,-4.113894939422607,2.2649765e-06,0.0,476,1838.0292358398438,,
478,4780,70.91766281,0,2.89,5598,0.0003,0.011861026287078857,0.0003886640246490991,0.953924834728241,0.2,894.3699340820312,-4.113729238510132,7.1108343e-06,0.0,477,1658.8161010742188,,
479,4790,74.35475942,0,2.9,5601,0.0003,-0.022983312606811523,0.00029246808262506363,0.9538582563400269,0.2,4011.9619140625,-4.113515615463257,3.397465e-07,0.0,478,8432.74169921875,,
,4800,,,,,0.0003,-0.0390622615814209,0.0003008246421813965,0.9538006782531738,0.2,16761.044921875,-4.113311290740967,3.6656857e-06,0.0,479,22562.2607421875,100.91018104553223,4.0
480,4800,75.63665061,0,2.96,5610,,,,,,,,,,,,,
481,4810,74.99145783,0,2.96,5613,0.0003,-0.04086482524871826,-3.443062523711404e-05,0.9537601470947266,0.2,1202.7965087890625,-4.1131370067596436,1.0371208e-06,0.0,480,1974.8258056640625,,
482,4820,74.63453364,0,2.98,5615,0.0003,0.0025235414505004883,0.00090955499326828,0.953727662563324,0.2,3585.52392578125,-4.113018274307251,4.6253203e-06,0.0,481,5366.722412109375,,
483,4830,71.70531163,0,2.95,5618,0.0003,-0.03184092044830322,-0.0010829016566278327,0.9536905288696289,0.2,747.4423828125,-4.112916707992554,1.9550323e-06,0.0,482,2191.7385864257812,,
,4840,,,,,0.0003,0.027383863925933838,0.0004891455406323963,0.9536257982254028,0.2,6984.64306640625,-4.112766742706299,1.4668703e-05,0.0,483,8991.544799804688,259.01329803466797,5.0
484,4840,72.18667826,0,2.95,5625,,,,,,,,,,,,,
485,4850,73.49615955,0,2.94,5628,0.0003,0.054365456104278564,-0.000139826544909738,0.9535720348358154,0.2,6073.07080078125,-4.112569570541382,3.5583973e-06,0.0,484,16131.6181640625,,
486,4860,72.44624563,0,2.95,5632,0.0003,0.0712815523147583,-0.00011496544175315648,0.9535212516784668,0.2,5543.22021484375,-4.1123998165130615,4.2498114e-06,0.0,485,7060.7918701171875,,
487,4870,72.79584412999999,0,2.95,5635,0.0003,0.00037235021591186523,3.1602384115814175e-05,0.9534777998924255,0.2,651.5200805664062,-4.112245082855225,2.616644e-06,0.0,486,1041.6748657226562,,
,4880,,,,,0.0003,0.06685364246368408,-0.00010248124890566146,0.9534348249435425,0.2,962.7367553710938,-4.112106084823608,1.1557341e-05,0.0,487,2770.3037109375,368.2263870239258,5.0
488,4880,75.54834393000002,0,2.95,5642,,,,,,,,,,,,,
489,4890,71.67814890999999,0,2.86,5645,0.0003,0.0428159236907959,0.0004482239601202309,0.9533988833427429,0.2,14954.123046875,-4.111972808837891,6.9081784e-06,0.0,488,25292.55078125,,
490,4900,69.48001038000001,0,2.78,5652,0.0003,-0.0700908899307251,0.00033667684765603667,0.9533664584159851,0.2,5931.5986328125,-4.111861705780029,2.5689603e-06,0.0,489,13613.853515625,,
491,4910,69.74784025,0,2.8,5655,0.0003,0.034284114837646484,-0.00178703074343467,0.9533459544181824,0.2,676.9466552734375,-4.111762046813965,1.077652e-05,0.0,490,1251.8736572265625,,
,4920,,,,,0.0003,-0.007924675941467285,-0.00115802295040357,0.9533400535583496,0.2,692.7295532226562,-4.111711740493774,1.4990568e-05,0.0,491,1481.1564331054688,34.447662353515625,2.0
492,4920,73.57362021,0,2.85,5661,,,,,,,,,,,,,
493,4930,74.18220742,0,2.84,5707,0.0003,-0.02953779697418213,-0.004276710934936645,0.9533311724662781,0.2,13711.08203125,-4.111691236495972,0.00011182427,0.0,492,20449.361328125,,
494,4940,75.03358500999998,0,2.86,5709,0.0003,-0.08758533000946045,-0.0006129980203697372,0.9533163905143738,0.2,1083.1656494140625,-4.111661195755005,1.8393994e-05,0.0,493,2062.1036987304688,,
495,4950,74.66289446999998,0,2.9,5711,0.0003,-0.02828240394592285,0.002447050809860185,0.9532946348190308,0.2,6887.685546875,-4.111600637435913,1.7309188e-05,0.0,494,9218.1005859375,,
,4960,,,,,0.0003,0.024562180042266846,0.0012228816514827656,0.9532793760299683,0.2,2234.886474609375,-4.111539125442505,2.3138524e-05,0.0,495,5897.9208984375,125.11954498291016,4.0
496,4960,77.11160168,0,2.97,5721,,,,,,,,,,,,,
497,4970,78.87961295000002,0,2.98,5725,0.0003,0.04793673753738403,0.001419800566509366,0.9532508850097656,0.2,687.5635986328125,-4.111481189727783,1.0347367e-05,0.0,496,976.9342956542969,,
498,4980,77.43790804999999,0,2.9,5730,0.0003,-0.07889318466186523,0.00019982159137832411,0.9532275199890137,0.2,2144.167236328125,-4.111394643783569,3.7014486e-06,0.0,497,4988.080078125,,
499,4990,76.35874231999999,0,2.93,5732,0.0003,0.00971919298171997,-0.0015041887992985892,0.9532222151756287,0.2,1922.33544921875,-4.111343860626221,1.8489362e-05,0.0,498,3387.34375,,
,5000,,,,,0.0003,-0.4986155033111572,0.004143273830413463,0.9532157778739929,0.2,868.40771484375,-4.111321210861206,5.5217744e-05,0.0,499,1553.6696166992188,42.61720657348633,2.0
500,5000,71.29054221,0,2.87,5741,,,,,,,,,,,,,
501,5010,73.3085966,0,2.86,5744,0.0003,-0.2861018180847168,0.0016525924671442205,0.9530484080314636,0.2,1474.426513671875,-4.11117148399353,0.000105524065,0.0,500,2080.9569091796875,,
502,5020,76.28975928,0,2.9,5748,0.0003,0.015024244785308838,0.0040675879456104624,0.9529072046279907,0.2,4900.7548828125,-4.110655784606934,7.5978045e-05,0.0,501,14661.38720703125,,
503,5030,75.99491680999999,0,2.92,5752,0.0003,0.10218179225921631,-0.0012539744144319798,0.9527959227561951,0.2,1536.4210205078125,-4.1102330684661865,5.64754e-05,0.0,502,2019.0140686035156,,
,5040,,,,,0.0003,-0.11655819416046143,-0.001029539154842496,0.9526909589767456,0.2,851.1937255859375,-4.1098902225494385,5.7405236e-05,0.0,503,2109.5986328125,270.1825141906738,5.0
504,5040,80.95956706999999,0,2.95,5759,,,,,,,,,,,,,
505,5050,81.66562445000001,0,2.95,5786,0.0003,0.06190556287765503,-0.002913081739097656,0.9526047706604004,0.2,14677.8408203125,-4.10957670211792,6.0468912e-05,0.0,504,26283.1240234375,,
506,5060,84.16326163,0,2.95,5790,0.0003,-0.0463334321975708,-0.000399616354843646,0.952537477016449,0.2,2186.375244140625,-4.10932183265686,1.4901161e-05,0.0,505,3366.2099609375,,
507,5070,85.31553882,0,2.99,5793,0.0003,-0.018036961555480957,0.0009426564211025834,0.9524807929992676,0.2,7612.09033203125,-4.109122037887573,6.991625e-06,0.0,506,15356.2080078125,,
,5080,,,,,0.0003,-0.04382741451263428,0.001662477920763239,0.9524301886558533,0.2,2812.348876953125,-4.108948230743408,5.161762e-06,0.0,507,4394.3558349609375,153.6952257156372,5.0
508,5080,87.0596529,0,3.04,5801,,,,,,,,,,,,,
509,5090,84.48098784,0,3.04,5805,0.0003,-0.1421337127685547,0.0006227225414479065,0.9523953795433044,0.2,803.4169311523438,-4.108805179595947,1.3369322e-05,0.0,508,5098.706237792969,,
510,5100,85.75386455000002,0,3.06,5808,0.0003,-0.05815589427947998,0.00037181974621347536,0.9523977637290955,0.2,1453.7813720703125,-4.1086955070495605,3.1709671e-06,0.0,509,3138.2861328125,,
511,5110,85.3655973,0,3.06,5813,0.0003,0.03438901901245117,0.003795153042301491,0.9523971080780029,0.2,572.3155517578125,-4.1087329387664795,3.387928e-05,0.0,510,1467.4568481445312,,
,5120,,,,,0.0003,-0.004357099533081055,0.0032210350502275276,0.9523510932922363,0.2,1624.5975341796875,-4.1087141036987305,2.9438734e-05,0.0,511,2179.9827880859375,104.23317337036133,4.0
512,5120,81.31764576,0,2.95,5822,,,,,,,,,,,,,
513,5130,80.47998178,0,2.98,5826,0.0003,-0.0929405689239502,0.00046061874018121785,0.9522825479507446,0.2,1545.4501953125,-4.108524560928345,3.5881997e-06,0.0,512,3064.810791015625,,
514,5140,74.86445171,0,2.9,5894,0.0003,-0.1467646360397339,-0.0011173188919202381,0.9522126913070679,0.2,1018.7868041992188,-4.1083080768585205,5.233288e-06,0.0,513,1676.4549560546875,,
515,5150,79.62150654,0,2.94,5897,0.0003,-0.07067787647247314,-0.0005208015325486315,0.9521576166152954,0.2,6149.3818359375,-4.108096599578857,6.622076e-06,0.0,514,12482.19970703125,,
