time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/std,train/clip_range,train/loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/value_loss,eval/mean_reward,eval/mean_ep_length
1222,12220,71.68346989,0,2.64,14427,0.0003,0.0078057050704956055,0.0007693380466662347,0.9392991065979004,0.2,1556.79541015625,-4.0640199184417725,5.121827e-05,0.0,1221,3301.22705078125,,
1223,12230,76.66275633000001,0,2.71,14430,0.0003,-0.04819643497467041,-0.0015479534864422106,0.9392553567886353,0.2,6949.7197265625,-4.063847064971924,2.2417307e-05,0.0,1222,24049.65234375,,
,12240,,,,,0.0003,0.09699881076812744,-0.00010180473473120344,0.939215362071991,0.2,5094.61669921875,-4.063700437545776,5.555153e-06,0.0,1223,15054.35791015625,343.93799591064453,5.0
1224,12240,75.6679592,0,2.68,14438,,,,,,,,,,,,,
1225,12250,77.84878734,0,2.69,14483,0.0003,-0.06391727924346924,0.00019340814032631215,0.9391867518424988,0.2,6220.693359375,-4.063571453094482,9.10759e-06,0.0,1224,8404.169189453125,,
1226,12260,77.5826879,0,2.7,14486,0.0003,-0.20673274993896484,-0.0013331592548642135,0.9392430186271667,0.2,17.53096580505371,-4.063475608825684,1.4477969e-05,0.0,1225,3080.7682514190674,,
1227,12270,77.01260617999998,0,2.71,14489,0.0003,0.09632933139801025,0.0008626341819759631,0.9393415451049805,0.2,851.0767211914062,-4.0637407302856445,8.487702e-06,0.0,1226,2617.9627075195312,,
,12280,,,,,0.0003,0.04496324062347412,-0.00026406645192800227,0.9394153952598572,0.2,1989.3685302734375,-4.0640153884887695,1.9645691e-05,0.0,1227,3359.951416015625,324.7516059875488,5.0
1228,12280,81.12484476000002,0,2.75,14497,,,,,,,,,,,,,
1229,12290,81.12132959,0,2.77,14558,0.0003,-0.023876667022705078,0.0008089781156741527,0.9394676089286804,0.2,4740.642578125,-4.0642170906066895,8.940697e-06,0.0,1228,10969.35693359375,,
1230,12300,82.98328993999999,0,2.78,14560,0.0003,-0.011070609092712402,-0.0007837534183643413,0.9395085573196411,0.2,2345.9169921875,-4.064357757568359,1.0597706e-05,0.0,1229,4220.71142578125,,
1231,12310,84.83139717999998,0,2.78,14604,0.0003,0.06589013338088989,0.0005055367946624756,0.9395394325256348,0.2,1825.752197265625,-4.064463138580322,2.2149086e-05,0.0,1230,4131.602783203125,,
,12320,,,,,0.0003,0.05308598279953003,0.000871536124032346,0.9395687580108643,0.2,2678.523193359375,-4.064543724060059,3.8206576e-06,0.0,1231,11624.904296875,253.3681182861328,5.0
1232,12320,86.57560246999999,0,2.79,14620,,,,,,,,,,,,,
1233,12330,83.10099201999999,0,2.75,14624,0.0003,0.08421903848648071,0.00018872022337745875,0.9395979642868042,0.2,4359.158203125,-4.064625024795532,3.0219555e-06,0.0,1232,16267.53369140625,,
1234,12340,84.96057495,0,2.78,14627,0.0003,0.005515694618225098,0.005538046360015869,0.9396854639053345,0.2,4404.5537109375,-4.064755439758301,0.00029966235,0.0,1233,8296.75146484375,,
1235,12350,85.55445443,0,2.81,14673,0.0003,-0.1514418125152588,0.0009868264198296117,0.939755380153656,0.2,1930.744140625,-4.065014123916626,1.9973517e-05,0.0,1234,4106.947998046875,,
,12360,,,,,0.0003,-0.03553199768066406,7.81357332009236e-05,0.9398185610771179,0.2,1539.658447265625,-4.065227031707764,1.44064425e-05,0.0,1235,3468.2423095703125,132.88995623588562,5.0
1236,12360,89.15635558,0,2.86,14681,,,,,,,,,,,,,
1237,12370,90.00109063,0,2.91,14684,0.0003,0.014401495456695557,0.002247357461601318,0.939864993095398,0.2,3048.471923828125,-4.065409421920776,1.1461973e-05,0.0,1236,7244.139404296875,,
1238,12380,95.37599981000001,0,2.93,14723,0.0003,-0.07156741619110107,0.0004346609057392925,0.9399341344833374,0.2,4810.7998046875,-4.065564870834351,1.2612343e-05,0.0,1237,7921.286865234375,,
1239,12390,95.04036090000001,0,2.93,14727,0.0003,-0.014639854431152344,-0.00015132427215558408,0.9399985074996948,0.2,8100.64794921875,-4.065777778625488,8.487702e-06,0.0,1238,13831.2626953125,,
,12400,,,,,0.0003,-0.05981242656707764,-0.0009657919290475547,0.9400537014007568,0.2,2147.878662109375,-4.065962553024292,1.1962652e-05,0.0,1239,6830.271240234375,193.1644630432129,5.0
1240,12400,94.7991021,0,2.96,14733,,,,,,,,,,,,,
1241,12410,95.47729504,0,2.96,14736,0.0003,0.021448910236358643,-6.626844551682609e-05,0.9400951266288757,0.2,1560.166259765625,-4.066126108169556,1.6397238e-05,0.0,1240,2624.237548828125,,
1242,12420,94.54859105999999,0,2.97,14740,0.0003,-0.03821444511413574,-0.0005451113334857816,0.9401334524154663,0.2,4544.76611328125,-4.066232919692993,1.23381615e-05,0.0,1241,8240.994873046875,,
1243,12430,93.26707929,0,2.93,14744,0.0003,0.0650290846824646,-0.0060637774877250195,0.9401533007621765,0.2,6696.728515625,-4.066347599029541,5.838275e-05,0.0,1242,10243.859619140625,,
,12440,,,,,0.0003,-0.23820173740386963,0.0008753657224573885,0.9401693344116211,0.2,1595.9869384765625,-4.066401720046997,2.2441149e-05,0.0,1243,3675.9017333984375,235.38404846191406,5.0
1244,12440,89.84121286999999,0,2.9,14751,,,,,,,,,,,,,
1245,12450,91.16353610000002,0,2.93,14754,0.0003,-0.03988611698150635,-0.0008039713138714433,0.9401956796646118,0.2,4898.74853515625,-4.066457509994507,2.1475555e-05,0.0,1244,10156.16357421875,,
1246,12460,90.85540818999999,0,2.95,14757,0.0003,-0.20480942726135254,-0.004284471552819191,0.9401836395263672,0.2,1486.2601318359375,-4.066507816314697,6.9302325e-05,0.0,1245,3949.6954345703125,,
1247,12470,90.33492652999999,0,2.95,14797,0.0003,-0.06977009773254395,-0.0035130679141737176,0.9401769638061523,0.2,1864.755615234375,-4.066474676132202,4.8530103e-05,0.0,1246,3353.128662109375,,
,12480,,,,,0.0003,0.12769287824630737,-0.0005204320070362201,0.9401645064353943,0.2,1270.992919921875,-4.0664427280426025,2.0056963e-05,0.0,1247,2697.391845703125,56.145565032958984,2.0
1248,12480,89.61711636000001,0,2.92,14831,,,,,,,,,,,,,
1249,12490,87.29125343999998,0,2.87,14835,0.0003,-0.05069279670715332,-0.001160353445447626,0.9401596784591675,0.2,3093.638916015625,-4.066401243209839,2.7376414e-05,0.0,1248,7560.686767578125,,
1250,12500,88.49823199000001,0,2.89,14838,0.0003,0.0030568838119506836,0.004816394951195235,0.9401528835296631,0.2,2229.3525390625,-4.066395044326782,8.823872e-05,0.0,1249,4076.753173828125,,
1251,12510,87.87527744,0,2.89,14840,0.0003,0.14336615800857544,0.001077616284601568,0.9401306509971619,0.2,2758.05859375,-4.066372871398926,1.1330843e-05,0.0,1250,4813.15869140625,,
,12520,,,,,0.0003,0.08503991365432739,-0.0016308009391643452,0.9401021003723145,0.2,6500.67041015625,-4.066290378570557,2.4294854e-05,0.0,1251,16456.1298828125,53.88130569458008,3.0
1252,12520,90.67561891999999,0,2.94,14847,,,,,,,,,,,,,
1253,12530,88.77939624999999,0,2.94,14888,0.0003,-0.24419796466827393,0.0008929580566476858,0.9400715231895447,0.2,4848.9833984375,-4.0661940574646,4.6789646e-06,0.0,1252,8508.623291015625,,
1254,12540,86.08299325,0,2.91,14891,0.0003,-0.16236305236816406,0.0014060974819587457,0.9400867819786072,0.2,1736.371826171875,-4.066130876541138,1.0770559e-05,0.0,1253,3278.155517578125,,
1255,12550,86.42170985000003,0,2.89,14912,0.0003,0.06710308790206909,-0.0017064630752430254,0.940107524394989,0.2,1648.0955810546875,-4.066203355789185,9.220838e-06,0.0,1254,3165.3265380859375,,
,12560,,,,,0.0003,-0.12946367263793945,-0.0017405212158339012,0.940117359161377,0.2,1763.4095458984375,-4.066265344619751,9.518862e-06,0.0,1255,4255.358154296875,198.12896347045898,5.0
1256,12560,87.82355121,0,2.92,14921,,,,,,,,,,,,,
1257,12570,83.11570337,0,2.87,14925,0.0003,0.1134185791015625,-0.0014575123554099179,0.9401310682296753,0.2,1610.9974365234375,-4.066274166107178,1.6129017e-05,0.0,1256,2264.7423095703125,,
1258,12580,86.536037,0,2.89,14930,0.0003,-0.06937944889068604,0.0012797594070441676,0.9401652812957764,0.2,2394.230712890625,-4.0663557052612305,1.1348725e-05,0.0,1257,4337.3922119140625,,
1259,12590,83.21376351999999,0,2.83,14935,0.0003,0.038534343242645264,-0.0012723088031636465,0.9401832818984985,0.2,5459.65625,-4.066447734832764,4.118681e-06,0.0,1258,8544.8408203125,,
,12600,,,,,0.0003,-0.03526020050048828,0.0011241198051719081,0.9401910305023193,0.2,4044.776123046875,-4.06649112701416,6.943941e-06,0.0,1259,5957.224365234375,326.9690818786621,5.0
1260,12600,86.46771135,0,2.87,14941,,,,,,,,,,,,,
1261,12610,84.48221658000003,0,2.86,14945,0.0003,0.04468214511871338,-0.0003258288081262606,0.9401955008506775,0.2,12370.8515625,-4.066503047943115,8.106232e-07,0.0,1260,23231.8359375,,
1262,12620,82.09669683,0,2.85,14948,0.0003,-0.44818115234375,-0.00011129379127083894,0.9401981830596924,0.2,1876.3770751953125,-4.066508531570435,2.4735928e-06,0.0,1261,3970.4385986328125,,
1263,12630,88.51983455,0,2.89,14950,0.0003,-0.08720409870147705,0.000610199605580064,0.940214991569519,0.2,2202.14794921875,-4.066521406173706,1.0043383e-05,0.0,1262,4288.493408203125,,
,12640,,,,,0.0003,0.04123258590698242,0.00031486749066989006,0.9402293562889099,0.2,10359.787109375,-4.0665647983551025,7.987023e-07,0.0,1263,21162.21484375,42.15886306762695,2.0
1264,12640,89.79100913999999,0,2.89,14957,,,,,,,,,,,,,
1265,12650,88.3423042,0,2.88,14959,0.0003,0.030435562133789062,-6.405115418584018e-05,0.9402367472648621,0.2,4857.34130859375,-4.066604375839233,4.7683717e-08,0.0,1264,10873.9541015625,,
1266,12660,78.46695771,0,2.7,14964,0.0003,0.057998836040496826,-0.0005097329500127756,0.9402354955673218,0.2,4060.11669921875,-4.066607713699341,1.2218952e-06,0.0,1265,6086.157958984375,,
1267,12670,78.99933062,0,2.65,14967,0.0003,-0.3732520341873169,0.0004416108306060096,0.9402347803115845,0.2,2510.018310546875,-4.066600799560547,7.092953e-07,0.0,1266,4988.305419921875,,
,12680,,,,,0.0003,0.05944174528121948,-0.0012479544384405017,0.9402171969413757,0.2,4360.41796875,-4.066589117050171,5.161762e-06,0.0,1267,8369.82275390625,215.4957036972046,5.0
1268,12680,77.39179292,0,2.6,14976,,,,,,,,,,,,,
1269,12690,79.55508762000001,0,2.64,14979,0.0003,0.022676050662994385,0.0027550400234757078,0.9402177333831787,0.2,1931.0965576171875,-4.0665178298950195,2.5826694e-05,0.0,1268,7985.068603515625,,
1270,12700,77.87774953,0,2.62,14982,0.0003,-0.01151120662689209,-0.0008565426105633378,0.9402347803115845,0.2,4322.42724609375,-4.066545009613037,9.268522e-06,0.0,1269,9780.41650390625,,
1271,12710,78.45099876,0,2.64,14986,0.0003,0.03155738115310669,-0.00047163963899965466,0.9402493834495544,0.2,1939.0621337890625,-4.066601276397705,6.4313413e-06,0.0,1270,2719.9746704101562,,
,12720,,,,,0.0003,0.041398823261260986,0.0006870210403575605,0.9402621984481812,0.2,5410.76904296875,-4.066645383834839,1.1020899e-05,0.0,1271,7546.9150390625,214.97576522827148,5.0
1272,12720,78.93820811,0,2.63,14994,,,,,,,,,,,,,
1273,12730,81.42345944,0,2.65,14997,0.0003,0.12683266401290894,-0.00023167133622337133,0.9402668476104736,0.2,3252.885009765625,-4.066683530807495,1.2284518e-05,0.0,1272,4917.5679931640625,,
1274,12740,84.70019893999999,0,2.68,15000,0.0003,-0.022014379501342773,-0.00035381317138671875,0.940272331237793,0.2,3774.3955078125,-4.066692113876343,9.381772e-06,0.0,1273,5631.5814208984375,,
1275,12750,89.04944434,0,2.75,15002,0.0003,0.05054759979248047,-0.0020042241550983775,0.9402757883071899,0.2,2023.0858154296875,-4.066708087921143,2.0754338e-05,0.0,1274,12114.482421875,,
,12760,,,,,0.0003,0.04630762338638306,-0.0021006360650064337,0.9402451515197754,0.2,1809.4376220703125,-4.066712141036987,3.4075976e-05,0.0,1275,5077.2000732421875,142.65505409240723,5.0
1276,12760,84.07204774,0,2.67,15014,,,,,,,,,,,,,
1277,12770,75.80958026000002,0,2.54,15058,0.0003,0.0356440544128418,0.003003865526988392,0.9401735067367554,0.2,2477.3447265625,-4.066550016403198,1.7297269e-05,0.0,1276,5702.544189453125,,
1278,12780,74.26801213,0,2.5,15062,0.0003,-0.13868355751037598,0.0013930797576904297,0.9401080012321472,0.2,1737.2764892578125,-4.066313028335571,3.229976e-05,0.0,1277,3661.256103515625,,
1279,12790,76.60432743,0,2.53,15065,0.0003,0.042920827865600586,0.00011036992364132914,0.9400525093078613,0.2,2030.5162353515625,-4.066102027893066,4.172325e-06,0.0,1278,3630.2503662109375,,
,12800,,,,,0.0003,0.03504258394241333,0.0015406609280033123,0.9399994611740112,0.2,2617.8271484375,-4.0659215450286865,9.661913e-06,0.0,1279,6494.1591796875,168.19733047485352,4.0
1280,12800,76.16676232,0,2.53,15355,,,,,,,,,,,,,
1281,12810,76.52728622,0,2.5,15361,0.0003,0.0002772808074951172,8.93592878128402e-05,0.9399487376213074,0.2,3303.737060546875,-4.065746545791626,1.3697148e-05,0.0,1280,6401.36962890625,,
1282,12820,82.02311069,0,2.57,15406,0.0003,-0.2353917360305786,-1.618564128857969e-05,0.9398955702781677,0.2,1070.9129638671875,-4.0655741691589355,1.1479855e-05,0.0,1281,4381.6453857421875,,
1283,12830,82.59019006999999,0,2.57,15409,0.0003,-0.05394899845123291,-0.00019189715385437012,0.9398494958877563,0.2,2259.56982421875,-4.065404653549194,1.4841556e-06,0.0,1282,17752.001953125,,
,12840,,,,,0.0003,-0.1663193702697754,-1.6808510281407507e-06,0.9398156404495239,0.2,2917.779052734375,-4.065258026123047,3.1411648e-06,0.0,1283,6906.827880859375,124.14617156982422,3.0
1284,12840,79.5983509,0,2.55,15447,,,,,,,,,,,,,
1285,12850,80.37187684,0,2.56,15451,0.0003,0.2393903136253357,-0.000611105561256764,0.939792811870575,0.2,559.9577026367188,-4.065156698226929,4.756451e-06,0.0,1284,2247.4699096679688,,
1286,12860,77.03818708,0,2.55,15454,0.0003,-0.098105788230896,-8.838176727277158e-05,0.9397599697113037,0.2,3286.0947265625,-4.065070867538452,9.953976e-07,0.0,1285,7426.658935546875,,
1287,12870,79.86693696,0,2.59,15457,0.0003,0.01074892282485962,-0.0009645879152238024,0.9397311210632324,0.2,2068.091552734375,-4.064965724945068,3.898144e-06,0.0,1286,3666.57568359375,,
,12880,,,,,0.0003,-0.024521470069885254,0.001247835229150951,0.9396960139274597,0.2,2827.09814453125,-4.0648651123046875,1.2779236e-05,0.0,1287,6810.080810546875,-5.0,1.0
1288,12880,79.42240745999999,0,2.56,15465,,,,,,,,,,,,,
1289,12890,73.81946003,0,2.5,15469,0.0003,0.020576119422912598,0.00026501118554733694,0.9396567344665527,0.2,6351.1572265625,-4.064738035202026,6.246567e-06,0.0,1288,16383.71044921875,,
1290,12900,74.91579585000001,0,2.48,15472,0.0003,-0.016994595527648926,-0.00039411188918236917,0.9396222829818726,0.2,6589.76953125,-4.064608335494995,2.7358533e-06,0.0,1289,8875.906005859375,,
1291,12910,77.43471416,0,2.54,15522,0.0003,-0.062378764152526855,0.0011557101970538497,0.9395787715911865,0.2,1058.366455078125,-4.0644872188568115,1.9133092e-06,0.0,1290,3922.1544189453125,,
,12920,,,,,0.0003,0.03883171081542969,0.00027583838673317373,0.9395371675491333,0.2,1142.359130859375,-4.064338207244873,3.707409e-06,0.0,1291,3246.9090576171875,44.56886029243469,4.0
1292,12920,78.51754783999999,0,2.57,15753,,,,,,,,,,,,,
1293,12930,77.81609031,0,2.57,15759,0.0003,0.10567587614059448,0.0007890463108193302,0.9394963979721069,0.2,868.5331420898438,-4.064197063446045,2.6464463e-06,0.0,1292,2557.2206420898438,,
1294,12940,79.04725966999999,0,2.58,15763,0.0003,0.0511590838432312,-9.540617465964019e-05,0.9394413828849792,0.2,1708.6661376953125,-4.064046144485474,7.987022e-06,0.0,1293,3115.5885009765625,,
1295,12950,76.83417503000001,0,2.58,15766,0.0003,-0.026574015617370605,-0.0013206124538553965,0.9393829107284546,0.2,6180.93701171875,-4.063856363296509,1.270771e-05,0.0,1294,12768.9208984375,,
,12960,,,,,0.0003,-0.12190639972686768,0.0004506170749660754,0.9393391013145447,0.2,1233.078857421875,-4.063666820526123,8.106232e-07,0.0,1295,2744.5770263671875,148.2374610900879,4.0
1296,12960,74.64216872,0,2.55,15776,,,,,,,,,,,,,
1297,12970,76.50426056,0,2.57,15820,0.0003,0.05289512872695923,0.000493764900602045,0.9392842650413513,0.2,3648.411865234375,-4.063517808914185,1.4609099e-05,0.0,1296,6668.012451171875,,
1298,12980,79.94615128000001,0,2.61,15823,0.0003,0.044170916080474854,0.0002172052860256457,0.9392324686050415,0.2,1796.4486083984375,-4.063328742980957,8.583069e-07,0.0,1297,7348.5106201171875,,
1299,12990,80.82549536,0,2.61,15827,0.0003,-0.020595073699951172,-7.352829416085171e-05,0.9391898512840271,0.2,4802.91552734375,-4.063164949417114,5.0365925e-06,0.0,1298,8538.729248046875,,
,13000,,,,,0.0003,0.10183846950531006,0.0004957080236636102,0.9391533732414246,0.2,2253.977294921875,-4.063029766082764,1.3709068e-06,0.0,1299,4190.1448974609375,197.16213035583496,5.0
1300,13000,79.56485957,0,2.6,15837,,,,,,,,,,,,,
1301,13010,77.71730474,0,2.56,15842,0.0003,0.04182511568069458,0.005443668272346436,0.9390777349472046,0.2,2682.47802734375,-4.062907934188843,6.753802e-05,0.0,1300,6185.888671875,,
1302,13020,77.52758458,0,2.57,15847,0.0003,-0.0126570463180542,-0.001240730262361378,0.938982367515564,0.2,7315.78515625,-4.0626115798950195,5.453825e-05,0.0,1301,14507.296875,,
1303,13030,79.67647946,0,2.62,15851,0.0003,0.12365603446960449,5.7321786152808585e-05,0.9389157295227051,0.2,1894.0517578125,-4.062343597412109,1.809001e-05,0.0,1302,3445.39306640625,,
,13040,,,,,0.0003,0.13489753007888794,-0.0019662202335894996,0.9388660192489624,0.2,1717.8623046875,-4.062129735946655,5.451441e-05,0.0,1303,3108.46142578125,152.60641479492188,4.0
1304,13040,80.71109683,0,2.62,15860,,,,,,,,,,,,,
1305,13050,83.23529109,0,2.66,15863,0.0003,-0.07070541381835938,0.00026429891586321475,0.9388197660446167,0.2,2314.2373046875,-4.06196141242981,1.0079146e-05,0.0,1304,6244.661865234375,,
1306,13060,81.58386457,0,2.63,15868,0.0003,0.07220864295959473,-0.00048224925994855283,0.9387820959091187,0.2,2552.740478515625,-4.061812877655029,2.836585e-05,0.0,1305,5479.2109375,,
1307,13070,80.71800392000002,0,2.65,15871,0.0003,0.11246073246002197,0.0017268062336368573,0.9387654066085815,0.2,1897.54638671875,-4.061696767807007,5.835295e-06,0.0,1306,2551.4598999023438,,
,13080,,,,,0.0003,0.05485856533050537,0.0023197948466986418,0.9387500286102295,0.2,3806.061767578125,-4.061634302139282,2.3812056e-05,0.0,1307,13820.10791015625,406.0761947631836,5.0
1308,13080,78.48064971000001,0,2.61,15881,,,,,,,,,,,,,
1309,13090,79.95476097,0,2.57,15886,0.0003,0.07943296432495117,-0.0016451240051535976,0.9387391805648804,0.2,4290.181640625,-4.061583757400513,1.9955636e-05,0.0,1308,18034.34619140625,,
1310,13100,81.41557902000001,0,2.58,15890,0.0003,-0.02321302890777588,0.0002611637115474963,0.9387321472167969,0.2,12753.7626953125,-4.06154465675354,4.243851e-06,0.0,1309,15654.737060546875,,
1311,13110,82.44093981,0,2.58,15893,0.0003,-0.06124067306518555,-0.00024959446745942415,0.9387208223342896,0.2,4800.0361328125,-4.061516046524048,2.0503999e-06,0.0,1310,10069.96240234375,,
,13120,,,,,0.0003,0.06789594888687134,-0.0009226739639416337,0.9386606216430664,0.2,3533.554443359375,-4.061429977416992,5.7816505e-05,0.0,1311,5508.5595703125,-3.021714210510254,2.0
1312,13120,86.84349617,0,2.62,15900,,,,,,,,,,,,,
1313,13130,87.17054925999999,0,2.6,15903,0.0003,0.0062940120697021484,-0.004101472999899158,0.9386069774627686,0.2,8692.43359375,-4.0612287521362305,6.4617394e-05,0.0,1312,15354.91162109375,,
1314,13140,89.90138502999999,0,2.66,15906,0.0003,0.11737453937530518,0.002239975426346019,0.9385642409324646,0.2,5440.115234375,-4.061045169830322,1.603365e-05,0.0,1313,7275.07470703125,,
1315,13150,90.75327462999998,0,2.7,15909,0.0003,0.1895989179611206,-0.000965803861618042,0.9385223388671875,0.2,1074.2822265625,-4.060903787612915,3.142953e-05,0.0,1314,3521.8251953125,,
,13160,,,,,0.0003,0.14928561449050903,-0.0023706854321066118,0.9384776949882507,0.2,5206.95751953125,-4.060745000839233,1.6188622e-05,0.0,1315,10630.72412109375,182.4826202392578,5.0
1316,13160,97.10060962,0,2.78,15919,,,,,,,,,,,,,
1317,13170,97.3853178,0,2.81,15931,0.0003,0.12769293785095215,-0.0004362821753574053,0.9384364485740662,0.2,3921.65576171875,-4.060588359832764,1.4549494e-05,0.0,1316,7734.47119140625,,
1318,13180,96.2697243,0,2.81,15935,0.0003,-0.07014274597167969,0.0009607315296307206,0.938387393951416,0.2,5250.83935546875,-4.060444593429565,2.515316e-05,0.0,1317,7152.6983642578125,,
1319,13190,99.59538028000001,0,2.87,15937,0.0003,-0.3129667043685913,-0.0027449489571154118,0.9383592009544373,0.2,1451.79052734375,-4.0602641105651855,1.7881393e-05,0.0,1318,4204.2281494140625,,
,13200,,,,,0.0003,0.14755070209503174,-0.0025874078739427375,0.9383522868156433,0.2,6178.998046875,-4.0601911544799805,1.9860268e-05,0.0,1319,10692.73388671875,392.1056442260742,5.0
1320,13200,99.69124943000001,0,2.86,15946,,,,,,,,,,,,,
1321,13210,101.56009510999998,0,2.88,15950,0.0003,0.07369351387023926,-0.0008919954299928534,0.9383425116539001,0.2,8447.4619140625,-4.0601489543914795,4.3392183e-06,0.0,1320,10837.468017578125,,
1322,13220,98.63997397000001,0,2.85,15955,0.0003,-0.058519721031188965,0.0008157432079314297,0.9383322596549988,0.2,1426.098876953125,-4.060099840164185,3.2544137e-06,0.0,1321,3614.5440673828125,,
1323,13230,101.40976315000002,0,2.88,15958,0.0003,-0.029255270957946777,-0.001596349524334073,0.9381555914878845,0.2,2805.991943359375,-4.059912204742432,0.00018249154,0.0,1322,6229.179931640625,,
,13240,,,,,0.0003,0.038012921810150146,-0.0006497442838728773,0.9380118250846863,0.2,6361.478515625,-4.059342861175537,0.000121206045,0.0,1323,16085.59912109375,121.61716842651367,5.0
1324,13240,106.23671658,0,2.9,15969,,,,,,,,,,,,,
1325,13250,107.08573063,0,2.92,15973,0.0003,0.04860562086105347,0.0023576498031614435,0.9378789663314819,0.2,7008.96923828125,-4.0588698387146,4.298091e-05,0.0,1324,8363.360229492188,,
1326,13260,108.99132055000001,0,2.92,15976,0.0003,-0.07258045673370361,-0.005678951833397505,0.9377694129943848,0.2,4335.458984375,-4.0584495067596436,9.8568205e-05,0.0,1325,6367.0784912109375,,
1327,13270,111.51266814000002,0,2.93,15980,0.0003,0.017573118209838867,0.004192352574318825,0.9376735687255859,0.2,5046.888671875,-4.058091163635254,0.00016662478,0.0,1326,22826.69287109375,,
,13280,,,,,0.0003,0.21022003889083862,-0.0033118605148043656,0.9375945925712585,0.2,13119.162109375,-4.057784557342529,7.888079e-05,0.0,1327,20787.74658203125,318.1914176940918,5.0
1328,13280,108.3925987,0,2.9,15988,,,,,,,,,,,,,
1329,13290,109.77666797,0,2.94,15990,0.0003,0.08766788244247437,0.0020238400436936033,0.9375380873680115,0.2,757.0702514648438,-4.057531356811523,1.4692545e-05,0.0,1328,9851.843566894531,,
1330,13300,114.47127112,0,2.98,15993,0.0003,0.05379676818847656,0.00011106729361909373,0.9374954104423523,0.2,6716.01123046875,-4.057359218597412,1.8841029e-05,0.0,1329,11303.146484375,,
1331,13310,116.28735473999997,0,3.01,15996,0.0003,0.10242527723312378,-0.00078752040862895,0.9374603033065796,0.2,13258.0546875,-4.057218313217163,3.436804e-05,0.0,1330,23160.69140625,,
,13320,,,,,0.0003,0.0010387897491455078,0.0004602268396425302,0.9374346733093262,0.2,3984.9033203125,-4.057101726531982,1.6725064e-05,0.0,1331,9320.109375,418.6285171508789,5.0
1332,13320,121.82052846999999,0,3.07,16005,,,,,,,,,,,,,
1333,13330,125.70027264999999,0,3.12,16011,0.0003,0.01484757661819458,-0.002122592879459262,0.9374258518218994,0.2,14249.93359375,-4.0570292472839355,6.6876414e-06,0.0,1332,23605.38671875,,
1334,13340,125.45114249,0,3.13,16014,0.0003,-0.004406571388244629,0.0014600515598459651,0.937415599822998,0.2,3344.09521484375,-4.056995391845703,9.316206e-06,0.0,1333,7524.05615234375,,
1335,13350,130.80430723999999,0,3.17,16018,0.0003,0.18410438299179077,-0.0007534980773939992,0.9374088644981384,0.2,1523.77783203125,-4.056947946548462,9.018183e-06,0.0,1334,2716.0809326171875,,
,13360,,,,,0.0003,0.14632916450500488,-0.0002222180424737985,0.9374066591262817,0.2,21771.86328125,-4.056922435760498,8.046627e-07,0.0,1335,41487.298828125,228.44105529785156,5.0
1336,13360,132.94497655,0,3.22,16026,,,,,,,,,,,,,
1337,13370,135.31091245,0,3.26,16072,0.0003,0.08641594648361206,-0.00018307865539135548,0.9374086260795593,0.2,1692.609619140625,-4.056909084320068,7.545948e-06,0.0,1336,3434.552978515625,,
1338,13380,137.53962982,0,3.26,16075,0.0003,0.07389312982559204,-0.0008242368930950761,0.9374257922172546,0.2,3481.664794921875,-4.05692195892334,2.4867059e-05,0.0,1337,5786.287841796875,,
1339,13390,133.32590009,0,3.18,16080,0.0003,0.05483603477478027,0.0013537586433809423,0.9374362826347351,0.2,1213.4024658203125,-4.056966304779053,5.275011e-06,0.0,1338,8175.6312255859375,,
,13400,,,,,0.0003,0.00540471076965332,-0.00017074942297767848,0.93741774559021,0.2,4697.79736328125,-4.0569703578948975,1.9073487e-07,0.0,1339,8704.26513671875,190.99055862426758,4.0
1340,13400,136.73875285999998,0,3.24,16089,,,,,,,,,,,,,
1341,13410,135.91894097,0,3.26,16092,0.0003,-0.004768490791320801,0.00020989775657653809,0.9373925924301147,0.2,3290.668212890625,-4.056894540786743,1.6272069e-06,0.0,1340,5111.915771484375,,
1342,13420,135.78870051,0,3.26,16097,0.0003,0.021431386470794678,5.580186843889834e-05,0.937398374080658,0.2,3126.77392578125,-4.056835651397705,6.8426134e-06,0.0,1341,5678.64306640625,,
1343,13430,138.85085567,0,3.28,16099,0.0003,0.010819077491760254,0.0009294390911236405,0.9373888969421387,0.2,7865.259765625,-4.056833744049072,1.8000603e-06,0.0,1342,13192.22412109375,,
,13440,,,,,0.0003,0.032436490058898926,-0.0010494769318030173,0.9373809099197388,0.2,7079.123046875,-4.05679726600647,2.0682812e-06,0.0,1343,19944.2099609375,341.9109230041504,5.0
1344,13440,140.82768434000002,0,3.3,16109,,,,,,,,,,,,,
1345,13450,138.30609092,0,3.26,16113,0.0003,-0.020502805709838867,-0.0009923279983921063,0.9373623728752136,0.2,14343.2353515625,-4.056755781173706,1.5360118e-05,0.0,1344,18700.86328125,,
1346,13460,138.07176776999998,0,3.28,16117,0.0003,-0.06124377250671387,0.0015326738357543945,0.9373247623443604,0.2,6493.0390625,-4.056692361831665,9.816885e-06,0.0,1345,8680.375732421875,,
