eval/mean_reward,eval/mean_ep_length,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/fps,time/iterations,train/n_updates,train/value_loss,train/loss,train/entropy_loss,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/std,train/clip_range,train/learning_rate
184.2138214111328,5.0,2560,,,,,,630,3194.4486183166505,2649.15771484375,-3.946868547797203,0.3425000082701445,0.08991962671279907,-0.004269612567704861,0.011127656,0.905187726020813,0.2,0.0003
,,2560,3.46,2514,84.16345482999999,1,64,,,,,,,,,,,
145.95486164093018,5.0,2600,,,,,,640,2568.7365016937256,274.949951171875,-3.942383441329002,0.14250000268220903,0.11497479677200317,-0.013511929560518188,0.046240952,0.9037293195724487,0.2,0.0003
,,2600,3.49,2592,82.11948155,1,65,,,,,,,,,,,
276.3486213684082,5.0,2640,,,,,,650,2311.2198041915894,1172.4031982421875,-3.9431149154901504,0.3925000078976154,-0.007063150405883789,-0.01171150721187586,0.055601276,0.9067679643630981,0.2,0.0003
,,2640,3.33,2620,81.26495794000002,1,66,,,,,,,,,,,
41.44080352783203,2.0,2680,,,,,,660,2102.034642028809,1571.7503662109375,-3.9488848954439164,0.2650000054389238,0.06439405679702759,-0.017755737369006964,0.017436303,0.905903697013855,0.2,0.0003
,,2680,3.24,2641,79.12982497000002,1,67,,,,,,,,,,,
169.6096019744873,5.0,2720,,,,,,670,6125.413806152344,4402.5732421875,-3.9438646763563154,0.21250000428408383,-0.0030652284622192383,-0.033349718039971776,0.023520643,0.905205249786377,0.2,0.0003
,,2720,3.29,2719,81.34479250000001,1,68,,,,,,,,,,,
83.4744256734848,5.0,2760,,,,,,680,5556.218616867065,348.8741760253906,-3.94147689640522,0.12750000301748515,0.08639580011367798,0.0001507245164248161,0.0034672022,0.9045078158378601,0.2,0.0003
,,2760,3.27,2746,82.38774006000001,1,69,,,,,,,,,,,
16.292088985443115,3.0,2800,,,,,,690,4664.014981079102,1210.1815185546875,-3.9407731652259828,0.24000000581145287,-0.016860365867614746,-0.01909972820212715,0.025955472,0.9042568206787109,0.2,0.0003
,,2800,3.24,2771,81.99848652,1,70,,,,,,,,,,,
104.92230224609375,4.0,2840,,,,,,700,5083.773595428467,2831.151123046875,-3.936899983882904,0.25000000596046446,0.026683688163757324,-0.029952090320221038,0.041521527,0.9028695821762085,0.2,0.0003
,,2840,3.24,2796,83.87322076999999,1,71,,,,,,,,,,,
221.57385730743408,5.0,2880,,,,,,710,3911.016269683838,4543.2431640625,-3.9326734244823456,0.22500000428408384,0.07996582984924316,-0.019288805304240663,0.01856353,0.9017016291618347,0.2,0.0003
,,2880,3.31,2820,87.06495354999998,1,72,,,,,,,,,,,
237.5566635131836,5.0,2920,,,,,,720,3924.42671585083,321.4647521972656,-3.9258809626102447,0.23500000443309546,0.009067237377166748,-0.030121191216876463,0.015287576,0.9005076289176941,0.2,0.0003
,,2920,3.4,2846,96.44791705,1,73,,,,,,,,,,,
48.67007064819336,2.0,2960,,,,,,730,6737.129225158691,2650.18115234375,-3.9323792666196824,0.6750000132247805,0.11659842729568481,0.062155903467210005,0.06741613,0.9031640887260437,0.2,0.0003
,,2960,3.45,2868,104.1142249,1,74,,,,,,,,,,,
21.064476013183594,2.0,3000,,,,,,740,7429.497370147705,3211.638671875,-3.92813059091568,0.2900000061839819,0.03537619113922119,-0.043433831804140954,0.030301593,0.9012712240219116,0.2,0.0003
,,3000,3.37,2913,102.32657898000001,1,75,,,,,,,,,,,
79.80278730392456,5.0,3040,,,,,,750,7290.404833984375,4355.470703125,-3.923233446478844,0.06250000093132257,-0.09592592716217041,-0.0070707140576268925,0.011759958,0.9001748561859131,0.2,0.0003
,,3040,3.39,2937,103.11663042999999,1,76,,,,,,,,,,,
115.32504971325397,5.0,3080,,,,,,760,5739.0016122818,1007.6810302734375,-3.9182474285364153,0.11500000208616257,0.06567412614822388,-0.011570728687365773,0.01451617,0.8988372087478638,0.2,0.0003
,,3080,3.34,2960,102.99281515000001,1,77,,,,,,,,,,,
107.31229019165039,3.0,3120,,,,,,770,5400.256037139892,1207.3043212890625,-3.912711238861084,0.18500000331550837,-0.03441751003265381,-0.005222101459094119,0.019038212,0.897458553314209,0.2,0.0003
,,3120,3.33,2984,105.96223068,1,78,,,,,,,,,,,
148.13301420211792,5.0,3160,,,,,,780,6121.474396514893,4536.05859375,-3.9076947450637816,0.35000000763684513,0.05133324861526489,-0.02215109535609372,0.047296166,0.8956952095031738,0.2,0.0003
,,3160,3.48,3008,116.26676182000001,1,79,,,,,,,,,,,
13.238515853881836,2.0,3200,,,,,,790,4584.808323097229,1686.2041015625,-3.9012200623750686,0.17250000387430192,0.17589610815048218,-0.02355286889118815,0.019056987,0.894171953201294,0.2,0.0003
,,3200,3.42,3028,117.32423744000002,1,80,,,,,,,,,,,
19.843460083007812,3.0,3240,,,,,,800,6908.702982330322,2564.505615234375,-3.8966296941041945,0.2700000060722232,0.04857522249221802,-0.021071668145741573,0.022186482,0.8931987285614014,0.2,0.0003
,,3240,3.37,3055,115.25668159999998,1,81,,,,,,,,,,,
232.7315330505371,5.0,3280,,,,,,810,7095.049188995361,3910.651123046875,-3.892956566810608,0.042500000819563864,0.04995131492614746,-0.002771371729595562,0.0044456124,0.8919702768325806,0.2,0.0003
,,3280,3.2,3082,102.66254436,1,82,,,,,,,,,,,
123.33028411865234,4.0,3320,,,,,,820,7800.472225952149,2138.502685546875,-3.8890569150447845,0.0675000013783574,-0.057137370109558105,-0.007807005980794202,0.010928971,0.8912357091903687,0.2,0.0003
,,3320,3.29,3105,107.92922652000001,1,83,,,,,,,,,,,
-15.0,3.0,3360,,,,,,830,4688.2630615234375,2843.60205078125,-3.8851699858903883,0.23500000573694707,0.10568368434906006,-0.020862213923173844,0.023161327,0.8904864192008972,0.2,0.0003
,,3360,3.33,3222,106.05215236999997,1,84,,,,,,,,,,,
212.3606071472168,4.0,3400,,,,,,840,9631.350646972656,1578.5040283203125,-3.8847892969846725,0.2550000065937638,0.016241371631622314,-0.04488285265528248,0.011186249,0.8902835845947266,0.2,0.0003
,,3400,3.31,3246,101.20652296999998,1,85,,,,,,,,,,,
135.30189895629883,5.0,3440,,,,,,850,6497.402370452881,6265.98388671875,-3.88213692009449,0.41250001098960637,0.11008650064468384,-0.0009153484331909656,0.029396681,0.8898698091506958,0.2,0.0003
,,3440,3.48,3267,105.15276792,1,86,,,,,,,,,,,
158.8536195755005,5.0,3480,,,,,,860,2243.7441062927246,1213.3624267578125,-3.881947675347328,0.29500000551342964,0.0031366348266601562,-0.003933694069710336,0.072964184,0.8903598785400391,0.2,0.0003
,,3480,3.43,3291,100.50363092999999,1,87,,,,,,,,,,,
195.30376052856445,4.0,3520,,,,,,870,2829.1482969284057,656.0399780273438,-3.8833303928375242,0.12750000264495612,0.07111155986785889,-0.018605371002922765,0.014569222,0.8905766010284424,0.2,0.0003
,,3520,3.39,3314,96.91715485,1,88,,,,,,,,,,,
72.74498748779297,3.0,3560,,,,,,880,5797.953011703491,4243.8779296875,-3.8814329624176027,0.20750000458210707,0.12026757001876831,-0.019603147226735017,0.015532676,0.8901665210723877,0.2,0.0003
,,3560,3.41,3338,97.43818725999999,1,89,,,,,,,,,,,
29.207298278808594,2.0,3600,,,,,,890,5313.474033355713,2524.506591796875,-3.8788508117198943,0.2425000060349703,0.002411484718322754,-0.027218147363746538,0.022821806,0.8890997767448425,0.2,0.0003
,,3600,3.49,3418,101.7915108,1,90,,,,,,,,,,,
104.54598617553711,4.0,3640,,,,,,900,3527.7282888412474,2631.869140625,-3.877926731109619,0.28250000569969413,0.15309453010559082,-0.025325594932078276,0.025860969,0.8892480134963989,0.2,0.0003
,,3640,3.63,3440,108.21072328,1,91,,,,,,,,,,,
108.53316617012024,5.0,3680,,,,,,910,6354.479469299316,761.0699462890625,-3.876230752468109,0.24500000495463609,0.09775710105895996,-0.03914488861293648,0.032411717,0.8882596492767334,0.2,0.0003
,,3680,3.62,3463,105.54484423999999,1,92,,,,,,,,,,,
137.6410312652588,5.0,3720,,,,,,920,3497.567261505127,2479.22314453125,-3.8714250683784486,0.38000000920146704,0.20123106241226196,-0.020484455979458294,0.030586861,0.8873850107192993,0.2,0.0003
,,3720,3.64,3528,107.27023514000003,1,93,,,,,,,,,,,
166.09061431884766,3.0,3760,,,,,,930,6376.390107727051,3589.59375,-3.869573876261711,0.2900000063702464,-0.005958914756774902,-0.008443686247592263,0.039996292,0.886353611946106,0.2,0.0003
,,3760,3.71,3549,109.95434436,1,94,,,,,,,,,,,
189.07711791992188,4.0,3800,,,,,,940,3867.967148399353,3532.837646484375,-3.863486099243164,0.14000000283122063,0.10461461544036865,-0.008046909287513698,0.0060556876,0.8838714957237244,0.2,0.0003
,,3800,3.69,3575,114.18856342000001,1,95,,,,,,,,,,,
185.6646499633789,4.0,3840,,,,,,950,6663.404997253418,7591.1865234375,-3.8599381178617476,0.287500006146729,0.10089969635009766,-0.02020333549262432,0.013756493,0.8849023580551147,0.2,0.0003
,,3840,3.65,3606,112.15799237999998,1,96,,,,,,,,,,,
19.37759780883789,2.0,3880,,,,,,960,3828.482550048828,1908.324462890625,-3.8601203352212905,0.30750000663101673,0.13790124654769897,-0.01929307093778334,0.030454015,0.8844317197799683,0.2,0.0003
,,3880,3.64,3624,113.86790101000001,1,97,,,,,,,,,,,
130.47604274749756,5.0,3920,,,,,,970,3628.0914192199707,2734.61767578125,-3.857631450891495,0.33500000797212126,0.14498186111450195,-0.023752557870466262,0.016547002,0.8834850192070007,0.2,0.0003
,,3920,3.69,3645,114.13184138000001,1,98,,,,,,,,,,,
134.80678176879883,5.0,3960,,,,,,980,5319.383898925781,1090.5384521484375,-3.852473706007004,0.0675000011920929,0.08219641447067261,-0.009336525193339185,0.012368171,0.8816070556640625,0.2,0.0003
,,3960,3.84,3669,118.62516122999999,1,99,,,,,,,,,,,
