time/total_timesteps,eval/mean_ep_length,eval/mean_reward,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,train/approx_kl,train/learning_rate,train/explained_variance,train/n_updates,train/loss,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/value_loss,train/clip_range,train/std
12080,5.0,132.36199569702148,,,,,,0.016848609,0.0003,0.4560646414756775,3010,297.946044921875,-2.501391831040382,0.17250000312924385,-0.01879816506769203,596.8337598800659,0.2,0.6045930981636047
12080,,,11210,1,102.9140981,4.74,302,,,,,,,,,,,
12120,5.0,133.1159267425537,,,,,,0.04866255,0.0003,0.1770339012145996,3020,317.4033508300781,-2.4921561151742937,0.37500000819563867,0.0042392360972007825,806.1530931472778,0.2,0.6029360294342041
12120,,,11225,1,102.36820607,4.73,303,,,,,,,,,,,
12160,5.0,118.00202941894531,,,,,,0.01661259,0.0003,0.3203340172767639,3030,202.50888061523438,-2.4852023780345918,0.24000000581145287,-0.0057628561102319505,1026.3062537193298,0.2,0.6014580130577087
12160,,,11239,1,103.07193212000001,4.73,304,,,,,,,,,,,
12200,5.0,100.33991622924805,,,,,,0.021729564,0.0003,0.4110361337661743,3040,436.54437255859375,-2.4778781175613402,0.19500000458210706,-0.010047590700705733,885.2245895385743,0.2,0.6004434823989868
12200,,,11255,1,101.22121906000001,4.65,305,,,,,,,,,,,
12240,4.0,89.66857147216797,,,,,,0.021461535,0.0003,0.1308339238166809,3050,669.3289184570312,-2.473088228702545,0.4000000074505806,0.011197980531724171,1394.8717288017274,0.2,0.5996904969215393
12240,,,11270,1,101.90262706000001,4.7,306,,,,,,,,,,,
12280,5.0,115.55276489257812,,,,,,0.06985213,0.0003,0.41053545475006104,3060,449.5555419921875,-2.4678287655115128,0.3125000072643161,-0.009515448052861752,897.6061033248901,0.2,0.5990830063819885
12280,,,11286,1,101.31210519999999,4.66,307,,,,,,,,,,,
12320,5.0,104.91372108459473,,,,,,0.031348467,0.0003,0.12367290258407593,3070,1548.6195068359375,-2.4646045953035354,0.2175000049173832,-0.018634343529447504,1745.6408254623414,0.2,0.5991266965866089
12320,,,11300,1,103.10979512000002,4.67,308,,,,,,,,,,,
12360,5.0,114.85120964050293,,,,,,0.035905834,0.0003,0.4336140751838684,3080,151.40264892578125,-2.4596272826194765,0.4775000086054206,-0.02557802002193057,731.6225281476975,0.2,0.5982508659362793
12360,,,11316,1,103.07876984,4.62,309,,,,,,,,,,,
12400,5.0,99.85362434387207,,,,,,0.2695982,0.0003,0.2590404152870178,3090,612.462646484375,-2.4564067363739013,0.6075000068172812,0.02203523917327401,1778.054222869873,0.2,0.5978312492370605
12400,,,11332,1,101.84465303,4.6,310,,,,,,,,,,,
12440,5.0,113.70744800567627,,,,,,0.0211424,0.0003,0.08904045820236206,3100,1975.869873046875,-2.454026994109154,0.2750000057742,-0.017763174879582944,1074.5185075759887,0.2,0.5981890559196472
12440,,,11345,1,100.63836447,4.61,311,,,,,,,,,,,
12480,5.0,136.68924808502197,,,,,,0.014532823,0.0003,0.4686318635940552,3110,402.60894775390625,-2.455990344285965,0.24750000555068255,-0.016205773718029382,583.7965431213379,0.2,0.5987666845321655
12480,,,11359,1,98.81018175999999,4.52,312,,,,,,,,,,,
12520,5.0,107.51002597808838,,,,,,0.05420398,0.0003,0.2133309245109558,3120,256.82623291015625,-2.4536360055208206,0.2450000040233135,0.020016906841356086,1161.2252378463745,0.2,0.597622275352478
12520,,,11374,1,101.03271731999999,4.53,313,,,,,,,,,,,
12560,5.0,111.7244815826416,,,,,,0.0111532025,0.0003,0.3125002384185791,3130,830.9623413085938,-2.446223792433739,0.24750000555068255,0.011065834396285945,924.3023878097534,0.2,0.5970168113708496
12560,,,11388,1,103.55430765000003,4.57,314,,,,,,,,,,,
12600,5.0,68.15117359161377,,,,,,0.042114645,0.0003,0.5913637280464172,3140,220.63099670410156,-2.43368681371212,0.25500000547617674,-0.010094085166929289,584.8051652908325,0.2,0.593775749206543
12600,,,11449,1,102.29202528999998,4.53,315,,,,,,,,,,,
12640,5.0,121.5390625,,,,,,0.007846547,0.0003,0.2519192099571228,3150,555.864990234375,-2.4225327402353285,0.09750000145286322,-0.00434426740597701,1202.576763010025,0.2,0.5928102731704712
12640,,,11463,1,102.28343380999999,4.57,316,,,,,,,,,,,
12680,3.0,44.04552459716797,,,,,,0.15455781,0.0003,0.49103832244873047,3160,265.88433837890625,-2.4178099066019056,0.48750000912696123,-0.019933622444659703,712.3852476119995,0.2,0.5924884080886841
12680,,,11479,1,103.70598034999999,4.57,317,,,,,,,,,,,
12720,5.0,116.22164154052734,,,,,,0.04525806,0.0003,0.23275381326675415,3170,726.6602172851562,-2.419172766804695,0.4650000100955367,-0.02986688911681995,1394.9841172218323,0.2,0.5942061543464661
12720,,,11494,1,103.33849421999999,4.6,318,,,,,,,,,,,
12760,5.0,102.2135066986084,,,,,,0.12673987,0.0003,0.3611569404602051,3180,576.4840087890625,-2.4228615283966066,0.460000010766089,0.014217429243726664,976.2596397399902,0.2,0.5933040380477905
12760,,,11510,1,104.04732177,4.61,319,,,,,,,,,,,
12800,5.0,157.29531860351562,,,,,,0.07576988,0.0003,0.3069833517074585,3190,250.27561950683594,-2.422033444046974,0.5475000124424696,-0.01548260101058987,800.9250052452087,0.2,0.5925201773643494
12800,,,11525,1,101.34944687000001,4.59,320,,,,,,,,,,,
12840,5.0,102.6391658782959,,,,,,0.033422213,0.0003,0.35088300704956055,3200,257.5538330078125,-2.422969418764114,0.3850000096485019,-0.015915640786543006,931.2850372314454,0.2,0.5917899012565613
12840,,,11542,1,101.84801466,4.63,321,,,,,,,,,,,
12880,5.0,131.78002548217773,,,,,,0.040550794,0.0003,0.3485838770866394,3210,187.30780029296875,-2.42156268954277,0.4325000075623393,0.019367065788319447,668.886370754242,0.2,0.5922645926475525
12880,,,11558,1,101.89047832,4.62,322,,,,,,,,,,,
12920,5.0,80.08225536346436,,,,,,0.23721413,0.0003,0.2788354158401489,3220,291.1941833496094,-2.422465053200722,0.6250000106170773,0.010259689893282487,805.6459102392197,0.2,0.5907638072967529
12920,,,11574,1,105.39654977999999,4.7,323,,,,,,,,,,,
12960,5.0,119.17362403869629,,,,,,0.1197017,0.0003,0.4856952428817749,3230,136.67604064941406,-2.4106318831443785,0.40250000935047864,0.007399088426027456,520.3943190574646,0.2,0.5902746319770813
12960,,,11588,1,100.96454591,4.65,324,,,,,,,,,,,
13000,5.0,126.78028678894043,,,,,,0.011041862,0.0003,0.02190488576889038,3240,176.98104858398438,-2.399757060408592,0.26500000562518833,-0.006334362048655784,882.5153844833374,0.2,0.5877165198326111
13000,,,11652,1,99.57067382000001,4.62,325,,,,,,,,,,,
13040,5.0,152.46525382995605,,,,,,0.110076085,0.0003,-0.0782928466796875,3250,798.1829833984375,-2.39071438908577,0.5725000126287341,-0.0034103622482507534,1901.4679397583009,0.2,0.5867670178413391
13040,,,11668,1,98.37331642,4.59,326,,,,,,,,,,,
13080,5.0,112.54409980773926,,,,,,0.01750981,0.0003,0.2945218086242676,3260,648.70751953125,-2.3881058603525163,0.2775000065565109,-0.02463443361659301,1375.9853397369384,0.2,0.5862315893173218
13080,,,11684,1,97.81773766,4.59,327,,,,,,,,,,,
13120,5.0,141.9555320739746,,,,,,0.01240718,0.0003,0.40056830644607544,3270,613.7554321289062,-2.3830454021692278,0.22250000480562449,0.009696211292175572,948.2196761131287,0.2,0.5860500335693359
13120,,,11742,1,98.14236814,4.56,328,,,,,,,,,,,
13160,5.0,146.9713592529297,,,,,,0.017922278,0.0003,0.1950746774673462,3280,1392.052490234375,-2.3771953493356706,0.27750000581145284,-0.001396723502257391,1187.9772436141968,0.2,0.5856010913848877
13160,,,11759,1,99.51185965000002,4.62,329,,,,,,,,,,,
13200,5.0,115.92129898071289,,,,,,0.026073074,0.0003,0.34463316202163696,3290,491.4524841308594,-2.3719325840473173,0.28250000551342963,-0.019542698435689055,1135.4430957794189,0.2,0.5845727324485779
13200,,,11773,1,101.51963154,4.65,330,,,,,,,,,,,
13240,5.0,141.24745750427246,,,,,,0.035184573,0.0003,0.48421502113342285,3300,296.1462707519531,-2.364604079723358,0.3800000077113509,-0.014833487717060057,819.010684967041,0.2,0.58344566822052
13240,,,11820,1,106.41682650000003,4.68,331,,,,,,,,,,,
13280,5.0,80.63540840148926,,,,,,0.06905095,0.0003,0.40163034200668335,3310,562.8762817382812,-2.3558835804462435,0.5000000111758709,0.017056389257049887,1316.1366958618164,0.2,0.5821104645729065
13280,,,11837,1,107.77217055,4.68,332,,,,,,,,,,,
13320,4.0,77.28408241271973,,,,,,0.11229245,0.0003,0.4858199954032898,3320,321.2254333496094,-2.3570778340101244,0.48500001039355994,0.05721696421765956,876.3492424011231,0.2,0.5844753980636597
13320,,,11899,1,107.62259602999998,4.65,333,,,,,,,,,,,
13360,5.0,91.12334632873535,,,,,,0.025083128,0.0003,0.25767409801483154,3330,275.1842346191406,-2.359674263000488,0.21250000465661287,-0.020234624235017696,1437.4152091979981,0.2,0.5826066136360168
13360,,,11914,1,110.75856926,4.69,334,,,,,,,,,,,
13400,5.0,110.71828842163086,,,,,,0.023251664,0.0003,0.48978888988494873,3340,282.217529296875,-2.3518954634666445,0.3675000075250864,-0.0007546470765373625,735.7104261398315,0.2,0.5818816423416138
13400,,,11931,1,109.04635322,4.56,335,,,,,,,,,,,
13440,5.0,149.75400924682617,,,,,,0.028044203,0.0003,0.07065719366073608,3350,510.512939453125,-2.3539293348789214,0.3075000073760748,-0.015630611323576904,2039.4994165420533,0.2,0.5833050012588501
13440,,,11991,1,111.62405605,4.61,336,,,,,,,,,,,
13480,5.0,112.8581485748291,,,,,,0.08143337,0.0003,0.28747838735580444,3360,150.0533447265625,-2.3557737708091735,0.30500000696629287,-0.01227006350760349,1224.1762302398681,0.2,0.5833581686019897
13480,,,12007,1,114.89603685000002,4.65,337,,,,,,,,,,,
13520,5.0,152.87912368774414,,,,,,0.017892808,0.0003,0.2827293276786804,3370,894.4579467773438,-2.3534238904714586,0.3375000074505806,-0.00641925298776187,1269.0443371772767,0.2,0.5829653739929199
13520,,,12025,1,115.78634335999998,4.66,338,,,,,,,,,,,
13560,5.0,141.9438648223877,,,,,,0.056838557,0.0003,0.38599085807800293,3380,529.4931030273438,-2.346029081940651,0.28500000610947607,-0.009869451542617735,1282.1838390350342,0.2,0.5819664001464844
13560,,,12082,1,114.53341178,4.64,339,,,,,,,,,,,
13600,5.0,127.8668384552002,,,,,,0.12068878,0.0003,0.3514339327812195,3390,272.4551696777344,-2.3394661098718643,0.2825000058859587,-0.0012536918238402529,926.5494513511658,0.2,0.5811042785644531
13600,,,12097,1,114.21080963,4.62,340,,,,,,,,,,,
13640,5.0,124.26792335510254,,,,,,0.027240109,0.0003,0.22513413429260254,3400,1808.4505615234375,-2.3328241229057314,0.32250000797212125,-0.006039071621635239,1424.5485462188722,0.2,0.5808213949203491
13640,,,12113,1,113.36843062999998,4.64,341,,,,,,,,,,,
13680,5.0,140.36019134521484,,,,,,0.020961497,0.0003,0.39121687412261963,3410,883.9579467773438,-2.3288632065057753,0.5475000102072954,-0.004881794024622655,818.9418597221375,0.2,0.5800046920776367
13680,,,12128,1,111.18857033,4.62,342,,,,,,,,,,,
13720,5.0,123.657958984375,,,,,,0.03793218,0.0003,0.33424240350723267,3420,156.24630737304688,-2.3252979546785353,0.3350000074133277,-0.018832808956940415,881.4409223556519,0.2,0.5789915323257446
13720,,,12142,1,107.66193208,4.58,343,,,,,,,,,,,
13760,5.0,152.49044609069824,,,,,,0.06440785,0.0003,0.21076732873916626,3430,400.01483154296875,-2.327745312452316,0.5725000092759729,0.06320029666647316,860.6945432424545,0.2,0.5807555317878723
13760,,,12157,1,109.84408171999999,4.64,344,,,,,,,,,,,
13800,5.0,97.4171552658081,,,,,,0.10655156,0.0003,0.39638054370880127,3440,646.3706665039062,-2.3310082614421845,0.4000000089406967,-0.010552090558958293,1000.8455132484436,0.2,0.5785272717475891
13800,,,12172,1,106.86790549999999,4.55,345,,,,,,,,,,,
13840,5.0,137.62212944030762,,,,,,0.035441205,0.0003,-0.05695903301239014,3450,115.05781555175781,-2.3209122717380524,0.2525000058114529,-0.004547067815728956,1593.4284999847412,0.2,0.5773153901100159
13840,,,12226,1,109.31234201999997,4.64,346,,,,,,,,,,,
13880,5.0,69.80668830871582,,,,,,0.07945014,0.0003,0.48397040367126465,3460,196.2782745361328,-2.32145137488842,0.44500000942498447,-0.016808176775521134,652.2905229568481,0.2,0.5787308216094971
13880,,,12241,1,108.94068628999999,4.68,347,,,,,,,,,,,
13920,5.0,98.55218696594238,,,,,,0.034472845,0.0003,0.3913043141365051,3470,132.2767333984375,-2.3265310913324355,0.2850000072270632,0.0005397391930455298,684.3697687149048,0.2,0.5817573070526123
13920,,,12255,1,109.10644,4.72,348,,,,,,,,,,,
13960,5.0,87.86779117584229,,,,,,0.08324587,0.0003,0.33620917797088623,3480,1405.631591796875,-2.32924969792366,0.3350000070407987,-0.020373082214500758,1269.8650800704957,0.2,0.5801168084144592
13960,,,12313,1,107.86582179999999,4.7,349,,,,,,,,,,,
14000,5.0,79.76042461395264,,,,,,0.072535634,0.0003,-0.014577031135559082,3490,426.6136169433594,-2.31762775182724,0.4400000074878335,0.02055620507831918,1606.7248237609863,0.2,0.5772167444229126
14000,,,12329,1,104.45957530000001,4.67,350,,,,,,,,,,,
14040,2.0,11.418924331665039,,,,,,0.079390615,0.0003,0.26038694381713867,3500,1068.8040771484375,-2.3092801600694655,0.3875000089406967,-0.013715931880287824,860.958376121521,0.2,0.5762209296226501
14040,,,12343,1,105.76358575,4.66,351,,,,,,,,,,,
14080,5.0,85.31875038146973,,,,,,0.0026179003,0.0003,0.25659632682800293,3510,1314.01220703125,-2.3030218333005905,0.17000000327825546,-0.025908516331874142,1855.3024658203126,0.2,0.5765212774276733
14080,,,12357,1,106.40891814000001,4.69,352,,,,,,,,,,,
14120,5.0,51.95392823219299,,,,,,0.025586404,0.0003,0.37683457136154175,3520,273.9554748535156,-2.3000235199928283,0.36250000819563866,-0.034063414415577434,783.4221998214722,0.2,0.5747120380401611
14120,,,12372,1,107.47283789000001,4.69,353,,,,,,,,,,,
14160,5.0,121.47822189331055,,,,,,0.06254582,0.0003,0.42547571659088135,3530,183.6846160888672,-2.296353980898857,0.24750000480562448,-0.0027915710386878347,654.0903570175171,0.2,0.5752322673797607
14160,,,12386,1,108.91839184000003,4.71,354,,,,,,,,,,,
14200,3.0,53.64377784729004,,,,,,0.034362953,0.0003,0.48661428689956665,3540,98.1908950805664,-2.304093411564827,0.26750000547617675,-0.00593135672257632,698.0424164772033,0.2,0.5756489038467407
14200,,,12445,1,110.44584217000002,4.72,355,,,,,,,,,,,
14240,5.0,91.01190757751465,,,,,,0.016310837,0.0003,0.3255940079689026,3550,204.70343017578125,-2.306615489721298,0.3450000066310167,-0.01964709353109356,1297.8403326034545,0.2,0.5757686495780945
14240,,,12459,1,108.10403995,4.68,356,,,,,,,,,,,
14280,5.0,146.2097568511963,,,,,,0.030434128,0.0003,0.23784327507019043,3560,257.1704406738281,-2.3080110043287276,0.3350000072270632,-0.039391469763650086,1529.4034778594971,0.2,0.5757726430892944
14280,,,12475,1,111.37756989000002,4.76,357,,,,,,,,,,,
14320,5.0,133.5893726348877,,,,,,0.05743082,0.0003,0.3109515309333801,3570,475.090576171875,-2.311593234539032,0.41500000897794964,-0.009506445516162787,1090.8935823440552,0.2,0.5770406723022461
14320,,,12490,1,110.91939167999999,4.75,358,,,,,,,,,,,
14360,5.0,123.70643520355225,,,,,,0.05319082,0.0003,0.3108944296836853,3580,541.0858764648438,-2.3218731701374056,0.4875000106170774,-0.013425407029972126,862.3534856796265,0.2,0.5790097713470459
14360,,,12505,1,112.47451127000002,4.75,359,,,,,,,,,,,
14400,3.0,31.9598445892334,,,,,,0.030842196,0.0003,0.4162101149559021,3590,78.21521759033203,-2.3345698744058607,0.4625000083819032,0.01163239070592681,660.3069787979126,0.2,0.5828876495361328
14400,,,12519,1,111.48685163000002,4.72,360,,,,,,,,,,,
14440,5.0,106.49029541015625,,,,,,0.062200576,0.0003,0.3327369689941406,3600,371.498046875,-2.3425678074359895,0.26000000573694704,-0.011047476069143159,1124.2231269836425,0.2,0.583666205406189
14440,,,12536,1,111.53224221,4.67,361,,,,,,,,,,,
14480,5.0,127.22993278503418,,,,,,0.042137243,0.0003,0.1280556321144104,3610,1192.76416015625,-2.3393094152212144,0.3350000074133277,-0.0029351212835535987,1739.313985824585,0.2,0.5825178623199463
14480,,,12595,1,113.71616039,4.68,362,,,,,,,,,,,
14520,5.0,84.34613132476807,,,,,,0.05262617,0.0003,0.32650458812713623,3620,1416.591064453125,-2.3357337385416033,0.3900000099092722,-0.041950699050794335,1795.7656703948974,0.2,0.5827240943908691
14520,,,12609,1,113.43231922999998,4.71,363,,,,,,,,,,,
14560,5.0,98.16413307189941,,,,,,0.09387993,0.0003,0.3905966877937317,3630,586.1781616210938,-2.3360488921403886,0.5250000113621354,-0.023270732283126573,892.4960495948792,0.2,0.5823657512664795
14560,,,12625,1,114.84493402,4.72,364,,,,,,,,,,,
14600,5.0,152.6073875427246,,,,,,0.03284815,0.0003,0.4100096821784973,3640,861.2969970703125,-2.336670359969139,0.1900000037625432,-0.01618736914882901,1038.1899545669555,0.2,0.582446813583374
14600,,,12640,1,115.15741790000001,4.72,365,,,,,,,,,,,
14640,4.0,77.57423400878906,,,,,,0.05520223,0.0003,0.48232853412628174,3650,386.8601379394531,-2.342576137185097,0.7000000108033418,0.05549624891424174,687.106616973877,0.2,0.5845035314559937
14640,,,12656,1,111.13242988,4.61,366,,,,,,,,,,,
14680,5.0,91.89638805389404,,,,,,0.07092876,0.0003,0.18892836570739746,3660,330.4656066894531,-2.3467486441135406,0.3400000061839819,-0.03804165034351172,1807.874280166626,0.2,0.5850090980529785
14680,,,12670,1,111.76753349,4.63,367,,,,,,,,,,,
14720,5.0,149.19292068481445,,,,,,0.1040582,0.0003,0.35042786598205566,3670,218.00022888183594,-2.3474438935518265,0.29500000532716514,0.0009330575793865092,904.6085720062256,0.2,0.5848590731620789
14720,,,12685,1,112.74759281,4.69,368,,,,,,,,,,,
14760,5.0,120.92827606201172,,,,,,0.085255176,0.0003,0.5051325857639313,3680,387.9466247558594,-2.345662868022919,0.3600000085309148,0.005977880754799126,537.1293455123902,0.2,0.583758533000946
14760,,,12700,1,112.98342767999999,4.69,369,,,,,,,,,,,
14800,5.0,100.06626987457275,,,,,,0.04013156,0.0003,0.3819037079811096,3690,213.51478576660156,-2.3382661998271943,0.33750000670552255,-0.0015346539951860915,1074.8669483184815,0.2,0.5830599665641785
14800,,,12715,1,112.66005994999999,4.65,370,,,,,,,,,,,
14840,2.0,20.810894012451172,,,,,,0.02222769,0.0003,0.22786486148834229,3700,326.83477783203125,-2.3321795880794527,0.33250000737607477,0.017771547395823296,1195.3924395084382,0.2,0.5811454057693481
14840,,,12728,1,113.89698309999999,4.63,371,,,,,,,,,,,
14880,5.0,103.45626640319824,,,,,,0.026414208,0.0003,0.32665812969207764,3710,450.2088317871094,-2.3238224357366564,0.25000000558793545,0.008087445414967077,1291.9223342895507,0.2,0.5805486440658569
14880,,,12745,1,114.73908096999999,4.66,372,,,,,,,,,,,
14920,5.0,87.91558647155762,,,,,,0.06560074,0.0003,0.244493305683136,3720,389.14324951171875,-2.3252254158258436,0.23500000461935996,0.005427993816556409,1158.3632425308228,0.2,0.5830711722373962
14920,,,12761,1,116.80784127000001,4.73,373,,,,,,,,,,,
14960,4.0,65.26666069030762,,,,,,0.04090952,0.0003,0.3213505744934082,3730,569.1207275390625,-2.339165535569191,0.3675000090152025,-0.017855382193811237,1073.1151418685913,0.2,0.5856728553771973
14960,,,12779,1,113.60522324,4.72,374,,,,,,,,,,,
15000,5.0,99.76875877380371,,,,,,0.052424252,0.0003,0.35074710845947266,3740,545.2916259765625,-2.350616177916527,0.4825000105425715,-0.023489235635497607,835.2218124389649,0.2,0.5867272615432739
15000,,,12795,1,110.34878099000001,4.59,375,,,,,,,,,,,
15040,4.0,93.83971214294434,,,,,,0.07837632,0.0003,0.012192487716674805,3750,2980.744384765625,-2.3540531933307647,0.572500011138618,0.04427538348245434,2739.720546722412,0.2,0.5873647928237915
15040,,,12859,1,104.66148363,4.49,376,,,,,,,,,,,
15080,5.0,52.89075481891632,,,,,,0.06487102,0.0003,0.14310985803604126,3760,372.1039733886719,-2.356687623262405,0.4725000109523535,-0.03777331764080376,1236.8705293655396,0.2,0.587591290473938
15080,,,12873,1,107.88087838999999,4.59,377,,,,,,,,,,,
15120,5.0,122.92871475219727,,,,,,0.20596904,0.0003,0.3516331911087036,3770,179.41082763671875,-2.351406863331795,0.37250000666826966,0.06765074709466716,806.4318010330201,0.2,0.5847829580307007
15120,,,12888,1,107.56859691,4.61,378,,,,,,,,,,,
15160,5.0,116.76342582702637,,,,,,0.23641483,0.0003,0.44222700595855713,3780,389.80194091796875,-2.35524300634861,0.672500011883676,0.05263065114204437,832.6064522743225,0.2,0.587867259979248
15160,,,12902,1,108.01366562999999,4.61,379,,,,,,,,,,,
15200,5.0,171.22903060913086,,,,,,0.026573025,0.0003,0.4777984023094177,3790,277.1582336425781,-2.352860924601555,0.3700000088661909,-0.0013853278917667744,661.6813619613647,0.2,0.5853387713432312
15200,,,12952,1,109.06590532999999,4.57,380,,,,,,,,,,,
15240,5.0,116.67748260498047,,,,,,0.09613046,0.0003,0.3393089175224304,3800,294.5115051269531,-2.345881751179695,0.46250000726431606,0.02762767525448,1328.5708806037903,0.2,0.586228609085083
15240,,,12967,1,105.7211796,4.5,381,,,,,,,,,,,
15280,5.0,92.85031795501709,,,,,,0.04578745,0.0003,0.007307827472686768,3810,188.689208984375,-2.3476193457841874,0.3550000047311187,0.033472185368445914,1731.3717794418335,0.2,0.5856027007102966
15280,,,12981,1,105.82130721000001,4.52,382,,,,,,,,,,,
15320,5.0,177.5780143737793,,,,,,0.08891289,0.0003,0.3537335991859436,3820,403.7268981933594,-2.345844978094101,0.23750000428408385,0.008154839943599645,1136.5419546127318,0.2,0.5848034620285034
15320,,,12996,1,104.94892904,4.55,383,,,,,,,,,,,
15360,5.0,185.18669891357422,,,,,,0.02465275,0.0003,0.4188774824142456,3830,812.964111328125,-2.3437057346105576,0.4125000100582838,0.007743148953595669,781.4522640228272,0.2,0.5858620405197144
15360,,,13010,1,104.64302440000002,4.52,384,,,,,,,,,,,
15400,5.0,102.84838151931763,,,,,,0.10665211,0.0003,0.13853365182876587,3840,1348.49951171875,-2.3445983082056046,0.42000000849366187,-0.012800118179984565,1671.2724067687989,0.2,0.5834886431694031
15400,,,13025,1,107.11865637000001,4.54,385,,,,,,,,,,,
15440,5.0,89.48105430603027,,,,,,0.09192124,0.0003,0.3096332550048828,3850,1074.69482421875,-2.3296669870615005,0.3775000084191561,0.015483963921724353,1186.012700843811,0.2,0.5833404660224915
15440,,,13041,1,108.19362754999999,4.58,386,,,,,,,,,,,
15480,5.0,121.26745223999023,,,,,,0.044501502,0.0003,0.24562060832977295,3860,403.1543273925781,-2.3316918522119523,0.4175000090152025,-0.0029360796723631234,1397.1209503173827,0.2,0.584250807762146
15480,,,13058,1,108.89689579,4.58,387,,,,,,,,,,,
15520,5.0,83.68618679046631,,,,,,0.030365594,0.0003,0.1802736520767212,3870,974.1589965820312,-2.3330233842134476,0.20000000447034835,0.0005921783870144193,1506.8106141090393,0.2,0.5834338068962097
15520,,,13073,1,113.44809426000002,4.66,388,,,,,,,,,,,
15560,5.0,106.98989963531494,,,,,,0.024924599,0.0003,0.4223436713218689,3880,832.9909057617188,-2.3252121090888975,0.24750000443309544,-0.013421799939460466,1206.9790900230407,0.2,0.5819485187530518
15560,,,13137,1,113.62393804,4.66,389,,,,,,,,,,,
15600,5.0,129.65292167663574,,,,,,0.020337107,0.0003,0.5519281923770905,3890,156.79872131347656,-2.315636318922043,0.44000000692903996,0.019502731804413996,690.8374899864197,0.2,0.5814651250839233
15600,,,13186,1,112.08097139000002,4.63,390,,,,,,,,,,,
15640,5.0,115.89132308959961,,,,,,0.036480404,0.0003,0.3314182162284851,3900,520.8704833984375,-2.3127748638391497,0.3250000074505806,-0.03701769407438405,1180.2238647460938,0.2,0.5820474624633789
15640,,,13201,1,113.07594220000001,4.62,391,,,,,,,,,,,
15680,5.0,174.56634140014648,,,,,,0.097651705,0.0003,0.2435305118560791,3910,716.9386596679688,-2.3102318078279493,0.3900000091642141,-0.0541445205945638,2061.65505065918,0.2,0.5817408561706543
15680,,,13216,1,113.38365765,4.7,392,,,,,,,,,,,
15720,5.0,105.23278617858887,,,,,,0.0446881,0.0003,0.4800265431404114,3920,558.1232299804688,-2.3137926757335663,0.4150000102818012,-0.04055344034554764,846.7436235427856,0.2,0.5827997922897339
15720,,,13232,1,115.51207403000002,4.7,393,,,,,,,,,,,
15760,5.0,130.2478904724121,,,,,,0.05428125,0.0003,0.45960599184036255,3930,810.4920043945312,-2.3167733639478683,0.30250000543892386,-0.010619142059531439,945.6077186107635,0.2,0.5834228992462158
15760,,,13246,1,114.42639613,4.72,394,,,,,,,,,,,
15800,5.0,111.37057876586914,,,,,,0.03595941,0.0003,0.43543654680252075,3940,213.4016876220703,-2.3096321314573287,0.3350000075995922,0.015464893298121752,838.5742692947388,0.2,0.5803003311157227
15800,,,13262,1,114.55808996,4.68,395,,,,,,,,,,,
15840,5.0,145.29544830322266,,,,,,0.022949696,0.0003,0.22581267356872559,3950,911.1473999023438,-2.301969963312149,0.3150000074878335,-0.004343158018309623,1508.4324859619142,0.2,0.5809693336486816
15840,,,13304,1,113.37644285999998,4.69,396,,,,,,,,,,,
15880,5.0,158.1516933441162,,,,,,0.03553492,0.0003,0.3476666212081909,3960,707.6913452148438,-2.3029025942087173,0.25500000547617674,-0.0038987907821046996,1164.9081645965575,0.2,0.5802360773086548
15880,,,13320,1,114.60259561,4.7,397,,,,,,,,,,,
15920,5.0,76.69233179092407,,,,,,0.023157239,0.0003,0.26789331436157227,3970,161.63037109375,-2.3039155066013337,0.26000000536441803,-0.009804713812554832,1484.5052631378173,0.2,0.5815557241439819
15920,,,13334,1,113.90631954,4.68,398,,,,,,,,,,,
15960,5.0,125.35305118560791,,,,,,0.04148058,0.0003,0.4697222113609314,3980,49.627037048339844,-2.3091479301452638,0.3375000059604645,-0.0002240010883542698,733.9680830001831,0.2,0.5816667675971985
15960,,,13350,1,115.32491881,4.75,399,,,,,,,,,,,
16000,4.0,55.77504539489746,,,,,,0.07573958,0.0003,0.45179980993270874,3990,637.1713256835938,-2.305468147993088,0.39250000920146705,-0.03180569202828337,809.8920460700989,0.2,0.5796566009521484
16000,,,13366,1,109.21165643999998,4.62,400,,,,,,,,,,,
